Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
077_R - Match found between block (0, 0) and block (0, 1)
077_R - Match found between block (0, 0) and block (0, 2)
077_R - Match found between block (0, 0) and block (0, 3)
077_R - Match found between block (0, 0) and block (0, 4)
077_R - Match found between block (0, 0) and block (0, 5)
077_R - Match found between block (0, 0) and block (0, 6)
077_R - Match found between block (0, 0) and block (0, 7)
077_R - Match found between block (0, 0) and block (0, 8)
077_R - Match found between block (0, 0) and block (0, 9)
077_R - Match found between block (0, 0) and block (0, 10)
077_R - Match found between block (0, 0) and block (0, 11)
077_R - Match found between block (0, 0) and block (0, 12)
077_R - Match found between block (0, 0) and block (0, 13)
077_R - Match found between block (0, 0) and block (0, 14)
077_R - Match found between block (0, 0) and block (0, 15)
077_R - Match found between block (0, 0) and block (0, 16)
077_R - Match found between block (0, 0) and block (0, 17)
077_R - Match found between block (0, 0) and block (0, 18)
077_R - Match found between block (0, 0) and block (0, 19)
077_R - Match found between block (0, 0) and block (0, 20)
077_R - Match found between block (0, 0) and block (0, 21)
077_R - Match found between block (0, 0) and block (0, 22)
077_R - Match found between block (0, 0) and block (0, 23)
077_R - Match found between block (0, 0) and block (0, 24)
077_R - Match found between block (0, 0) and block (0, 25)
077_R - Match found between block (0, 0) and block (0, 26)
077_R - Match found between block (0, 0) and block (0, 27)
077_R - Match found between block (0, 0) and block (0, 28)
077_R - Match found between block (0, 0) and block (0, 29)
077_R - Match found between block (0, 0) and block (0, 30)
077_R - Match found between block (0, 0) and block (0, 31)
077_R - Match found between block (0, 0) and block (1, 0)
077_R - Match found between block (0, 0) and block (1, 1)
077_R - Match found between block (0, 0) and block (1, 2)
077_R - Match found between block (0, 0) and block (1, 3)
077_R - Match found between block (0, 0) and block (1, 4)
077_R - Match found between block (0, 0) and block (1, 5)
077_R - Match found between block (0, 0) and block (1, 6)
077_R - Match found between block (0, 0) and block (1, 7)
077_R - Match found between block (0, 0) and block (1, 8)
077_R - Match found between block (0, 0) and block (1, 9)
077_R - Match found between block (0, 0) and block (1, 10)
077_R - Match found between block (0, 0) and block (1, 11)
077_R - Match found between block (0, 0) and block (1, 12)
077_R - Match found between block (0, 0) and block (1, 13)
077_R - Match found between block (0, 0) and block (1, 14)
077_R - Match found between block (0, 0) and block (1, 15)
077_R - Match found between block (0, 0) and block (1, 16)
077_R - Match found between block (0, 0) and block (1, 17)
077_R - Match found between block (0, 0) and block (1, 18)
077_R - Match found between block (0, 0) and block (1, 19)
077_R - Match found between block (0, 0) and block (1, 20)
077_R - Match found between block (0, 0) and block (1, 21)
077_R - Match found between block (0, 0) and block (1, 22)
077_R - Match found between block (0, 0) and block (1, 23)
077_R - Match found between block (0, 0) and block (1, 24)
077_R - Match found between block (0, 0) and block (1, 25)
077_R - Match found between block (0, 0) and block (1, 26)
077_R - Match found between block (0, 0) and block (1, 27)
077_R - Match found between block (0, 0) and block (1, 28)
077_R - Match found between block (0, 0) and block (1, 29)
077_R - Match found between block (0, 0) and block (1, 30)
077_R - Match found between block (0, 0) and block (1, 31)
077_R - Match found between block (0, 0) and block (2, 0)
077_R - Match found between block (0, 0) and block (2, 1)
077_R - Match found between block (0, 0) and block (2, 2)
077_R - Match found between block (0, 0) and block (2, 3)
077_R - Match found between block (0, 0) and block (2, 4)
077_R - Match found between block (0, 0) and block (2, 5)
077_R - Match found between block (0, 0) and block (2, 6)
077_R - Match found between block (0, 0) and block (2, 7)
077_R - Match found between block (0, 0) and block (2, 8)
077_R - Match found between block (0, 0) and block (2, 9)
077_R - Match found between block (0, 0) and block (2, 10)
077_R - Match found between block (0, 0) and block (2, 11)
077_R - Match found between block (0, 0) and block (2, 12)
077_R - Match found between block (0, 0) and block (2, 13)
077_R - Match found between block (0, 0) and block (2, 14)
077_R - Match found between block (0, 0) and block (2, 15)
077_R - Match found between block (0, 0) and block (2, 16)
077_R - Match found between block (0, 0) and block (2, 17)
077_R - Match found between block (0, 0) and block (2, 18)
077_R - Match found between block (0, 0) and block (2, 19)
077_R - Match found between block (0, 0) and block (2, 20)
077_R - Match found between block (0, 0) and block (2, 21)
077_R - Match found between block (0, 0) and block (2, 22)
077_R - Match found between block (0, 0) and block (2, 23)
077_R - Match found between block (0, 0) and block (2, 24)
077_R - Match found between block (0, 0) and block (2, 25)
077_R - Match found between block (0, 0) and block (2, 26)
077_R - Match found between block (0, 0) and block (2, 27)
077_R - Match found between block (0, 0) and block (2, 28)
077_R - Match found between block (0, 0) and block (2, 29)
077_R - Match found between block (0, 0) and block (2, 30)
077_R - Match found between block (0, 0) and block (2, 31)
077_R - Match found between block (0, 0) and block (3, 0)
077_R - Match found between block (0, 0) and block (3, 1)
077_R - Match found between block (0, 0) and block (3, 2)
077_R - Match found between block (0, 0) and block (3, 3)
077_R - Match found between block (0, 0) and block (3, 4)
077_R - Match found between block (0, 0) and block (3, 5)
077_R - Match found between block (0, 0) and block (3, 6)
077_R - Match found between block (0, 0) and block (3, 7)
077_R - Match found between block (0, 0) and block (3, 8)
077_R - Match found between block (0, 0) and block (3, 9)
077_R - Match found between block (0, 0) and block (3, 10)
077_R - Match found between block (0, 0) and block (3, 11)
077_R - Match found between block (0, 0) and block (3, 12)
077_R - Match found between block (0, 0) and block (3, 13)
077_R - Match found between block (0, 0) and block (3, 14)
077_R - Match found between block (0, 0) and block (3, 15)
077_R - Match found between block (0, 0) and block (3, 16)
077_R - Match found between block (0, 0) and block (3, 17)
077_R - Match found between block (0, 0) and block (3, 18)
077_R - Match found between block (0, 0) and block (3, 19)
077_R - Match found between block (0, 0) and block (3, 20)
077_R - Match found between block (0, 0) and block (3, 21)
077_R - Match found between block (0, 0) and block (3, 22)
077_R - Match found between block (0, 0) and block (3, 23)
077_R - Match found between block (0, 0) and block (3, 24)
077_R - Match found between block (0, 0) and block (3, 25)
077_R - Match found between block (0, 0) and block (3, 26)
077_R - Match found between block (0, 0) and block (3, 27)
077_R - Match found between block (0, 0) and block (3, 28)
077_R - Match found between block (0, 0) and block (3, 29)
077_R - Match found between block (0, 0) and block (3, 30)
077_R - Match found between block (0, 0) and block (3, 31)
077_R - Match found between block (0, 0) and block (4, 0)
077_R - Match found between block (0, 0) and block (4, 1)
077_R - Match found between block (0, 0) and block (4, 2)
077_R - Match found between block (0, 0) and block (4, 3)
077_R - Match found between block (0, 0) and block (4, 4)
077_R - Match found between block (0, 0) and block (4, 5)
077_R - Match found between block (0, 0) and block (4, 6)
077_R - Match found between block (0, 0) and block (4, 7)
077_R - Match found between block (0, 0) and block (4, 8)
077_R - Match found between block (0, 0) and block (4, 9)
077_R - Match found between block (0, 0) and block (4, 10)
077_R - Match found between block (0, 0) and block (4, 11)
077_R - Match found between block (0, 0) and block (4, 12)
077_R - Match found between block (0, 0) and block (4, 13)
077_R - Match found between block (0, 0) and block (4, 14)
077_R - Match found between block (0, 0) and block (4, 15)
077_R - Match found between block (0, 0) and block (4, 16)
077_R - Match found between block (0, 0) and block (4, 17)
077_R - Match found between block (0, 0) and block (4, 18)
077_R - Match found between block (0, 0) and block (4, 19)
077_R - Match found between block (0, 0) and block (4, 20)
077_R - Match found between block (0, 0) and block (4, 21)
077_R - Match found between block (0, 0) and block (4, 22)
077_R - Match found between block (0, 0) and block (4, 23)
077_R - Match found between block (0, 0) and block (4, 24)
077_R - Match found between block (0, 0) and block (4, 25)
077_R - Match found between block (0, 0) and block (4, 26)
077_R - Match found between block (0, 0) and block (4, 27)
077_R - Match found between block (0, 0) and block (4, 28)
077_R - Match found between block (0, 0) and block (4, 29)
077_R - Match found between block (0, 0) and block (4, 30)
077_R - Match found between block (0, 0) and block (4, 31)
077_R - Match found between block (0, 0) and block (5, 0)
077_R - Match found between block (0, 0) and block (5, 1)
077_R - Match found between block (0, 0) and block (5, 2)
077_R - Match found between block (0, 0) and block (5, 3)
077_R - Match found between block (0, 0) and block (5, 4)
077_R - Match found between block (0, 0) and block (5, 5)
077_R - Match found between block (0, 0) and block (5, 6)
077_R - Match found between block (0, 0) and block (5, 7)
077_R - Match found between block (0, 0) and block (5, 8)
077_R - Match found between block (0, 0) and block (5, 9)
077_R - Match found between block (0, 0) and block (5, 10)
077_R - Match found between block (0, 0) and block (5, 11)
077_R - Match found between block (0, 0) and block (5, 12)
077_R - Match found between block (0, 0) and block (5, 13)
077_R - Match found between block (0, 0) and block (5, 14)
077_R - Match found between block (0, 0) and block (5, 15)
077_R - Match found between block (0, 0) and block (5, 16)
077_R - Match found between block (0, 0) and block (5, 17)
077_R - Match found between block (0, 0) and block (5, 18)
077_R - Match found between block (0, 0) and block (5, 19)
077_R - Match found between block (0, 0) and block (5, 20)
077_R - Match found between block (0, 0) and block (5, 21)
077_R - Match found between block (0, 0) and block (5, 22)
077_R - Match found between block (0, 0) and block (5, 23)
077_R - Match found between block (0, 0) and block (5, 24)
077_R - Match found between block (0, 0) and block (5, 25)
077_R - Match found between block (0, 0) and block (5, 26)
077_R - Match found between block (0, 0) and block (5, 27)
077_R - Match found between block (0, 0) and block (5, 28)
077_R - Match found between block (0, 0) and block (5, 29)
077_R - Match found between block (0, 0) and block (5, 30)
077_R - Match found between block (0, 0) and block (5, 31)
077_R - Match found between block (0, 0) and block (6, 0)
077_R - Match found between block (0, 0) and block (6, 1)
077_R - Match found between block (0, 0) and block (6, 2)
077_R - Match found between block (0, 0) and block (6, 3)
077_R - Match found between block (0, 0) and block (6, 4)
077_R - Match found between block (0, 0) and block (6, 5)
077_R - Match found between block (0, 0) and block (6, 6)
077_R - Match found between block (0, 0) and block (6, 7)
077_R - Match found between block (0, 0) and block (6, 8)
077_R - Match found between block (0, 0) and block (6, 9)
077_R - Match found between block (0, 0) and block (6, 10)
077_R - Match found between block (0, 0) and block (6, 11)
077_R - Match found between block (0, 0) and block (6, 12)
077_R - Match found between block (0, 0) and block (6, 13)
077_R - Match found between block (0, 0) and block (6, 14)
077_R - Match found between block (0, 0) and block (6, 15)
077_R - Match found between block (0, 0) and block (6, 16)
077_R - Match found between block (0, 0) and block (6, 17)
077_R - Match found between block (0, 0) and block (6, 18)
077_R - Match found between block (0, 0) and block (6, 19)
077_R - Match found between block (0, 0) and block (6, 20)
077_R - Match found between block (0, 0) and block (6, 21)
077_R - Match found between block (0, 0) and block (6, 22)
077_R - Match found between block (0, 0) and block (6, 23)
077_R - Match found between block (0, 0) and block (6, 24)
077_R - Match found between block (0, 0) and block (6, 25)
077_R - Match found between block (0, 0) and block (6, 26)
077_R - Match found between block (0, 0) and block (6, 27)
077_R - Match found between block (0, 0) and block (6, 28)
077_R - Match found between block (0, 0) and block (6, 29)
077_R - Match found between block (0, 0) and block (6, 30)
077_R - Match found between block (0, 0) and block (6, 31)
077_R - Match found between block (0, 0) and block (7, 0)
077_R - Match found between block (0, 0) and block (7, 1)
077_R - Match found between block (0, 0) and block (7, 2)
077_R - Match found between block (0, 0) and block (7, 3)
077_R - Match found between block (0, 0) and block (7, 4)
077_R - Match found between block (0, 0) and block (7, 5)
077_R - Match found between block (0, 0) and block (7, 6)
077_R - Match found between block (0, 0) and block (7, 7)
077_R - Match found between block (0, 0) and block (7, 8)
077_R - Match found between block (0, 0) and block (7, 9)
077_R - Match found between block (0, 0) and block (7, 10)
077_R - Match found between block (0, 0) and block (7, 11)
077_R - Match found between block (0, 0) and block (7, 12)
077_R - Match found between block (0, 0) and block (7, 13)
077_R - Match found between block (0, 0) and block (7, 14)
077_R - Match found between block (0, 0) and block (7, 15)
077_R - Match found between block (0, 0) and block (7, 16)
077_R - Match found between block (0, 0) and block (7, 17)
077_R - Match found between block (0, 0) and block (7, 18)
077_R - Match found between block (0, 0) and block (7, 19)
077_R - Match found between block (0, 0) and block (7, 20)
077_R - Match found between block (0, 0) and block (7, 21)
077_R - Match found between block (0, 0) and block (7, 22)
077_R - Match found between block (0, 0) and block (7, 23)
077_R - Match found between block (0, 0) and block (7, 24)
077_R - Match found between block (0, 0) and block (7, 25)
077_R - Match found between block (0, 0) and block (7, 26)
077_R - Match found between block (0, 0) and block (7, 27)
077_R - Match found between block (0, 0) and block (7, 28)
077_R - Match found between block (0, 0) and block (7, 29)
077_R - Match found between block (0, 0) and block (7, 30)
077_R - Match found between block (0, 0) and block (7, 31)
077_R - Match found between block (0, 0) and block (8, 0)
077_R - Match found between block (0, 0) and block (8, 1)
077_R - Match found between block (0, 0) and block (8, 2)
077_R - Match found between block (0, 0) and block (8, 3)
077_R - Match found between block (0, 0) and block (8, 4)
077_R - Match found between block (0, 0) and block (8, 5)
077_R - Match found between block (0, 0) and block (8, 6)
077_R - Match found between block (0, 0) and block (8, 7)
077_R - Match found between block (0, 0) and block (8, 8)
077_R - Match found between block (0, 0) and block (8, 9)
077_R - Match found between block (0, 0) and block (8, 10)
077_R - Match found between block (0, 0) and block (8, 11)
077_R - Match found between block (0, 0) and block (8, 12)
077_R - Match found between block (0, 0) and block (8, 13)
077_R - Match found between block (0, 0) and block (8, 14)
077_R - Match found between block (0, 0) and block (8, 15)
077_R - Match found between block (0, 0) and block (8, 16)
077_R - Match found between block (0, 0) and block (8, 17)
077_R - Match found between block (0, 0) and block (8, 18)
077_R - Match found between block (0, 0) and block (8, 19)
077_R - Match found between block (0, 0) and block (8, 20)
077_R - Match found between block (0, 0) and block (8, 21)
077_R - Match found between block (0, 0) and block (8, 22)
077_R - Match found between block (0, 0) and block (8, 23)
077_R - Match found between block (0, 0) and block (8, 24)
077_R - Match found between block (0, 0) and block (8, 25)
077_R - Match found between block (0, 0) and block (8, 26)
077_R - Match found between block (0, 0) and block (8, 27)
077_R - Match found between block (0, 0) and block (8, 28)
077_R - Match found between block (0, 0) and block (8, 29)
077_R - Match found between block (0, 0) and block (8, 30)
077_R - Match found between block (0, 0) and block (8, 31)
077_R - Match found between block (0, 0) and block (9, 0)
