Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
101_F - Match found between block (0, 0) and block (0, 1)
101_F - Match found between block (0, 0) and block (2, 29)
101_F - Match found between block (0, 0) and block (3, 28)
101_F - Match found between block (0, 0) and block (3, 30)
101_F - Match found between block (0, 0) and block (4, 26)
101_F - Match found between block (0, 0) and block (4, 30)
101_F - Match found between block (0, 0) and block (6, 26)
101_F - Match found between block (0, 0) and block (7, 27)
101_F - Match found between block (0, 0) and block (7, 30)
101_F - Match found between block (0, 0) and block (8, 11)
101_F - Match found between block (0, 0) and block (8, 15)
101_F - Match found between block (0, 0) and block (8, 16)
101_F - Match found between block (0, 0) and block (8, 28)
101_F - Match found between block (0, 0) and block (9, 14)
101_F - Match found between block (0, 0) and block (10, 18)
101_F - Match found between block (0, 0) and block (11, 8)
101_F - Match found between block (0, 0) and block (12, 20)
101_F - Match found between block (0, 0) and block (13, 16)
101_F - Match found between block (0, 0) and block (13, 19)
101_F - Match found between block (0, 0) and block (18, 20)
101_F - Match found between block (0, 0) and block (24, 13)
101_F - Match found between block (0, 0) and block (25, 12)
101_F - Match found between block (0, 0) and block (26, 3)
101_F - Match found between block (0, 0) and block (26, 10)
101_F - Match found between block (0, 0) and block (27, 9)
101_F - Match found between block (0, 2) and block (2, 28)
101_F - Match found between block (0, 2) and block (3, 29)
101_F - Match found between block (0, 2) and block (4, 8)
101_F - Match found between block (0, 2) and block (4, 9)
101_F - Match found between block (0, 2) and block (4, 27)
101_F - Match found between block (0, 2) and block (4, 29)
101_F - Match found between block (0, 2) and block (4, 31)
101_F - Match found between block (0, 2) and block (5, 26)
101_F - Match found between block (0, 2) and block (5, 31)
101_F - Match found between block (0, 2) and block (6, 14)
101_F - Match found between block (0, 2) and block (6, 17)
101_F - Match found between block (0, 2) and block (6, 28)
101_F - Match found between block (0, 2) and block (6, 30)
101_F - Match found between block (0, 2) and block (7, 26)
101_F - Match found between block (0, 2) and block (8, 21)
101_F - Match found between block (0, 2) and block (8, 26)
101_F - Match found between block (0, 2) and block (8, 27)
101_F - Match found between block (0, 2) and block (10, 25)
101_F - Match found between block (0, 2) and block (11, 18)
101_F - Match found between block (0, 2) and block (12, 7)
101_F - Match found between block (0, 2) and block (12, 19)
101_F - Match found between block (0, 2) and block (12, 22)
101_F - Match found between block (0, 2) and block (14, 16)
101_F - Match found between block (0, 2) and block (17, 22)
101_F - Match found between block (0, 2) and block (18, 11)
101_F - Match found between block (0, 2) and block (18, 12)
101_F - Match found between block (0, 2) and block (18, 22)
101_F - Match found between block (0, 2) and block (19, 19)
101_F - Match found between block (0, 2) and block (19, 20)
101_F - Match found between block (0, 2) and block (19, 21)
