Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
111_R - Match found between block (0, 0) and block (0, 1)
111_R - Match found between block (0, 0) and block (0, 2)
111_R - Match found between block (0, 0) and block (0, 3)
111_R - Match found between block (0, 0) and block (0, 4)
111_R - Match found between block (0, 0) and block (0, 5)
111_R - Match found between block (0, 0) and block (0, 6)
111_R - Match found between block (0, 0) and block (0, 7)
111_R - Match found between block (0, 0) and block (0, 8)
111_R - Match found between block (0, 0) and block (0, 9)
111_R - Match found between block (0, 0) and block (0, 10)
111_R - Match found between block (0, 0) and block (0, 11)
111_R - Match found between block (0, 0) and block (0, 12)
111_R - Match found between block (0, 0) and block (0, 13)
111_R - Match found between block (0, 0) and block (0, 14)
111_R - Match found between block (0, 0) and block (0, 15)
111_R - Match found between block (0, 0) and block (0, 16)
111_R - Match found between block (0, 0) and block (0, 17)
111_R - Match found between block (0, 0) and block (0, 18)
111_R - Match found between block (0, 0) and block (0, 19)
111_R - Match found between block (0, 0) and block (0, 20)
111_R - Match found between block (0, 0) and block (0, 21)
111_R - Match found between block (0, 0) and block (0, 22)
111_R - Match found between block (0, 0) and block (0, 23)
111_R - Match found between block (0, 0) and block (0, 24)
111_R - Match found between block (0, 0) and block (0, 25)
111_R - Match found between block (0, 0) and block (0, 26)
111_R - Match found between block (0, 0) and block (0, 27)
111_R - Match found between block (0, 0) and block (0, 28)
111_R - Match found between block (0, 0) and block (0, 29)
111_R - Match found between block (0, 0) and block (0, 30)
111_R - Match found between block (0, 0) and block (0, 31)
111_R - Match found between block (0, 0) and block (1, 0)
111_R - Match found between block (0, 0) and block (1, 1)
111_R - Match found between block (0, 0) and block (1, 2)
111_R - Match found between block (0, 0) and block (1, 3)
111_R - Match found between block (0, 0) and block (1, 4)
111_R - Match found between block (0, 0) and block (1, 5)
111_R - Match found between block (0, 0) and block (1, 6)
111_R - Match found between block (0, 0) and block (1, 7)
111_R - Match found between block (0, 0) and block (1, 8)
111_R - Match found between block (0, 0) and block (1, 9)
111_R - Match found between block (0, 0) and block (1, 10)
111_R - Match found between block (0, 0) and block (1, 11)
111_R - Match found between block (0, 0) and block (1, 12)
111_R - Match found between block (0, 0) and block (1, 13)
111_R - Match found between block (0, 0) and block (1, 14)
111_R - Match found between block (0, 0) and block (1, 15)
111_R - Match found between block (0, 0) and block (1, 16)
111_R - Match found between block (0, 0) and block (1, 17)
111_R - Match found between block (0, 0) and block (1, 18)
111_R - Match found between block (0, 0) and block (1, 19)
111_R - Match found between block (0, 0) and block (1, 20)
111_R - Match found between block (0, 0) and block (1, 21)
111_R - Match found between block (0, 0) and block (1, 22)
111_R - Match found between block (0, 0) and block (1, 23)
111_R - Match found between block (0, 0) and block (1, 24)
111_R - Match found between block (0, 0) and block (1, 25)
111_R - Match found between block (0, 0) and block (1, 26)
111_R - Match found between block (0, 0) and block (1, 27)
111_R - Match found between block (0, 0) and block (1, 28)
111_R - Match found between block (0, 0) and block (1, 29)
111_R - Match found between block (0, 0) and block (1, 30)
111_R - Match found between block (0, 0) and block (1, 31)
111_R - Match found between block (0, 0) and block (2, 0)
111_R - Match found between block (0, 0) and block (2, 1)
111_R - Match found between block (0, 0) and block (2, 2)
111_R - Match found between block (0, 0) and block (2, 3)
111_R - Match found between block (0, 0) and block (2, 4)
111_R - Match found between block (0, 0) and block (2, 5)
111_R - Match found between block (0, 0) and block (2, 6)
111_R - Match found between block (0, 0) and block (2, 7)
111_R - Match found between block (0, 0) and block (2, 8)
111_R - Match found between block (0, 0) and block (2, 9)
111_R - Match found between block (0, 0) and block (2, 10)
111_R - Match found between block (0, 0) and block (2, 11)
111_R - Match found between block (0, 0) and block (2, 12)
111_R - Match found between block (0, 0) and block (2, 13)
111_R - Match found between block (0, 0) and block (2, 14)
111_R - Match found between block (0, 0) and block (2, 15)
111_R - Match found between block (0, 0) and block (2, 16)
111_R - Match found between block (0, 0) and block (2, 17)
111_R - Match found between block (0, 0) and block (2, 18)
111_R - Match found between block (0, 0) and block (2, 19)
111_R - Match found between block (0, 0) and block (2, 20)
111_R - Match found between block (0, 0) and block (2, 21)
111_R - Match found between block (0, 0) and block (2, 22)
111_R - Match found between block (0, 0) and block (2, 23)
111_R - Match found between block (0, 0) and block (2, 24)
111_R - Match found between block (0, 0) and block (2, 25)
111_R - Match found between block (0, 0) and block (2, 26)
111_R - Match found between block (0, 0) and block (2, 27)
111_R - Match found between block (0, 0) and block (2, 28)
111_R - Match found between block (0, 0) and block (2, 29)
111_R - Match found between block (0, 0) and block (2, 30)
111_R - Match found between block (0, 0) and block (2, 31)
111_R - Match found between block (0, 0) and block (3, 0)
111_R - Match found between block (0, 0) and block (3, 1)
111_R - Match found between block (0, 0) and block (3, 2)
111_R - Match found between block (0, 0) and block (3, 3)
111_R - Match found between block (0, 0) and block (3, 4)
111_R - Match found between block (0, 0) and block (3, 5)
111_R - Match found between block (0, 0) and block (3, 6)
111_R - Match found between block (0, 0) and block (3, 7)
111_R - Match found between block (0, 0) and block (3, 8)
111_R - Match found between block (0, 0) and block (3, 9)
111_R - Match found between block (0, 0) and block (3, 10)
111_R - Match found between block (0, 0) and block (3, 11)
111_R - Match found between block (0, 0) and block (3, 12)
111_R - Match found between block (0, 0) and block (3, 13)
111_R - Match found between block (0, 0) and block (3, 14)
111_R - Match found between block (0, 0) and block (3, 15)
111_R - Match found between block (0, 0) and block (3, 16)
111_R - Match found between block (0, 0) and block (3, 17)
111_R - Match found between block (0, 0) and block (3, 18)
111_R - Match found between block (0, 0) and block (3, 19)
111_R - Match found between block (0, 0) and block (3, 20)
111_R - Match found between block (0, 0) and block (3, 21)
111_R - Match found between block (0, 0) and block (3, 22)
111_R - Match found between block (0, 0) and block (3, 23)
111_R - Match found between block (0, 0) and block (3, 24)
111_R - Match found between block (0, 0) and block (3, 25)
111_R - Match found between block (0, 0) and block (3, 26)
111_R - Match found between block (0, 0) and block (3, 27)
111_R - Match found between block (0, 0) and block (3, 28)
111_R - Match found between block (0, 0) and block (3, 29)
111_R - Match found between block (0, 0) and block (3, 30)
111_R - Match found between block (0, 0) and block (3, 31)
111_R - Match found between block (0, 0) and block (4, 0)
111_R - Match found between block (0, 0) and block (4, 1)
111_R - Match found between block (0, 0) and block (4, 2)
111_R - Match found between block (0, 0) and block (4, 3)
111_R - Match found between block (0, 0) and block (4, 4)
111_R - Match found between block (0, 0) and block (4, 5)
111_R - Match found between block (0, 0) and block (4, 6)
111_R - Match found between block (0, 0) and block (4, 7)
111_R - Match found between block (0, 0) and block (4, 8)
111_R - Match found between block (0, 0) and block (4, 9)
111_R - Match found between block (0, 0) and block (4, 10)
111_R - Match found between block (0, 0) and block (4, 11)
111_R - Match found between block (0, 0) and block (4, 12)
111_R - Match found between block (0, 0) and block (4, 13)
111_R - Match found between block (0, 0) and block (4, 14)
111_R - Match found between block (0, 0) and block (4, 15)
111_R - Match found between block (0, 0) and block (4, 16)
111_R - Match found between block (0, 0) and block (4, 17)
111_R - Match found between block (0, 0) and block (4, 18)
111_R - Match found between block (0, 0) and block (4, 19)
111_R - Match found between block (0, 0) and block (4, 20)
111_R - Match found between block (0, 0) and block (4, 21)
111_R - Match found between block (0, 0) and block (4, 22)
111_R - Match found between block (0, 0) and block (4, 23)
111_R - Match found between block (0, 0) and block (4, 24)
111_R - Match found between block (0, 0) and block (4, 25)
111_R - Match found between block (0, 0) and block (4, 26)
111_R - Match found between block (0, 0) and block (4, 27)
111_R - Match found between block (0, 0) and block (4, 28)
111_R - Match found between block (0, 0) and block (4, 29)
111_R - Match found between block (0, 0) and block (4, 30)
111_R - Match found between block (0, 0) and block (4, 31)
111_R - Match found between block (0, 0) and block (5, 0)
111_R - Match found between block (0, 0) and block (5, 1)
111_R - Match found between block (0, 0) and block (5, 2)
111_R - Match found between block (0, 0) and block (5, 3)
111_R - Match found between block (0, 0) and block (5, 4)
111_R - Match found between block (0, 0) and block (5, 5)
111_R - Match found between block (0, 0) and block (5, 6)
111_R - Match found between block (0, 0) and block (5, 7)
111_R - Match found between block (0, 0) and block (5, 8)
111_R - Match found between block (0, 0) and block (5, 9)
111_R - Match found between block (0, 0) and block (5, 10)
111_R - Match found between block (0, 0) and block (5, 11)
111_R - Match found between block (0, 0) and block (5, 12)
111_R - Match found between block (0, 0) and block (5, 13)
111_R - Match found between block (0, 0) and block (5, 14)
111_R - Match found between block (0, 0) and block (5, 15)
111_R - Match found between block (0, 0) and block (5, 16)
111_R - Match found between block (0, 0) and block (5, 17)
111_R - Match found between block (0, 0) and block (5, 18)
111_R - Match found between block (0, 0) and block (5, 19)
111_R - Match found between block (0, 0) and block (5, 20)
111_R - Match found between block (0, 0) and block (5, 21)
111_R - Match found between block (0, 0) and block (5, 22)
111_R - Match found between block (0, 0) and block (5, 23)
111_R - Match found between block (0, 0) and block (5, 24)
111_R - Match found between block (0, 0) and block (5, 25)
111_R - Match found between block (0, 0) and block (5, 26)
111_R - Match found between block (0, 0) and block (5, 27)
111_R - Match found between block (0, 0) and block (5, 28)
111_R - Match found between block (0, 0) and block (5, 29)
111_R - Match found between block (0, 0) and block (5, 30)
111_R - Match found between block (0, 0) and block (5, 31)
111_R - Match found between block (0, 0) and block (6, 0)
111_R - Match found between block (0, 0) and block (6, 1)
111_R - Match found between block (0, 0) and block (6, 2)
111_R - Match found between block (0, 0) and block (6, 3)
111_R - Match found between block (0, 0) and block (6, 4)
111_R - Match found between block (0, 0) and block (6, 5)
111_R - Match found between block (0, 0) and block (6, 6)
111_R - Match found between block (0, 0) and block (6, 7)
111_R - Match found between block (0, 0) and block (6, 8)
111_R - Match found between block (0, 0) and block (6, 9)
111_R - Match found between block (0, 0) and block (6, 10)
111_R - Match found between block (0, 0) and block (6, 11)
111_R - Match found between block (0, 0) and block (6, 12)
111_R - Match found between block (0, 0) and block (6, 13)
111_R - Match found between block (0, 0) and block (6, 14)
111_R - Match found between block (0, 0) and block (6, 15)
111_R - Match found between block (0, 0) and block (6, 16)
111_R - Match found between block (0, 0) and block (6, 17)
111_R - Match found between block (0, 0) and block (6, 18)
111_R - Match found between block (0, 0) and block (6, 19)
111_R - Match found between block (0, 0) and block (6, 20)
111_R - Match found between block (0, 0) and block (6, 21)
111_R - Match found between block (0, 0) and block (6, 22)
111_R - Match found between block (0, 0) and block (6, 23)
111_R - Match found between block (0, 0) and block (6, 24)
111_R - Match found between block (0, 0) and block (6, 25)
111_R - Match found between block (0, 0) and block (6, 26)
111_R - Match found between block (0, 0) and block (6, 27)
111_R - Match found between block (0, 0) and block (6, 28)
111_R - Match found between block (0, 0) and block (6, 29)
111_R - Match found between block (0, 0) and block (6, 30)
111_R - Match found between block (0, 0) and block (6, 31)
111_R - Match found between block (0, 0) and block (7, 0)
111_R - Match found between block (0, 0) and block (7, 1)
111_R - Match found between block (0, 0) and block (7, 2)
111_R - Match found between block (0, 0) and block (7, 3)
111_R - Match found between block (0, 0) and block (7, 4)
111_R - Match found between block (0, 0) and block (7, 5)
111_R - Match found between block (0, 0) and block (7, 6)
111_R - Match found between block (0, 0) and block (7, 7)
111_R - Match found between block (0, 0) and block (7, 8)
111_R - Match found between block (0, 0) and block (7, 9)
111_R - Match found between block (0, 0) and block (7, 10)
111_R - Match found between block (0, 0) and block (7, 11)
111_R - Match found between block (0, 0) and block (7, 12)
111_R - Match found between block (0, 0) and block (7, 13)
111_R - Match found between block (0, 0) and block (7, 14)
111_R - Match found between block (0, 0) and block (7, 15)
111_R - Match found between block (0, 0) and block (7, 16)
111_R - Match found between block (0, 0) and block (7, 17)
