Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
158_R - Match found between block (0, 0) and block (0, 1)
158_R - Match found between block (0, 0) and block (0, 2)
158_R - Match found between block (0, 0) and block (0, 3)
158_R - Match found between block (0, 0) and block (0, 4)
158_R - Match found between block (0, 0) and block (0, 5)
158_R - Match found between block (0, 0) and block (0, 6)
158_R - Match found between block (0, 0) and block (0, 7)
158_R - Match found between block (0, 0) and block (0, 8)
158_R - Match found between block (0, 0) and block (0, 9)
158_R - Match found between block (0, 0) and block (0, 10)
158_R - Match found between block (0, 0) and block (0, 11)
158_R - Match found between block (0, 0) and block (0, 12)
158_R - Match found between block (0, 0) and block (0, 13)
158_R - Match found between block (0, 0) and block (0, 14)
158_R - Match found between block (0, 0) and block (0, 15)
158_R - Match found between block (0, 0) and block (0, 16)
158_R - Match found between block (0, 0) and block (0, 17)
158_R - Match found between block (0, 0) and block (0, 18)
158_R - Match found between block (0, 0) and block (0, 19)
158_R - Match found between block (0, 0) and block (0, 20)
158_R - Match found between block (0, 0) and block (0, 21)
158_R - Match found between block (0, 0) and block (0, 22)
158_R - Match found between block (0, 0) and block (0, 23)
158_R - Match found between block (0, 0) and block (0, 24)
158_R - Match found between block (0, 0) and block (0, 25)
158_R - Match found between block (0, 0) and block (0, 26)
158_R - Match found between block (0, 0) and block (0, 27)
158_R - Match found between block (0, 0) and block (0, 28)
158_R - Match found between block (0, 0) and block (0, 29)
158_R - Match found between block (0, 0) and block (0, 30)
158_R - Match found between block (0, 0) and block (0, 31)
158_R - Match found between block (0, 0) and block (1, 0)
158_R - Match found between block (0, 0) and block (1, 1)
158_R - Match found between block (0, 0) and block (1, 2)
158_R - Match found between block (0, 0) and block (1, 3)
158_R - Match found between block (0, 0) and block (1, 4)
158_R - Match found between block (0, 0) and block (1, 5)
158_R - Match found between block (0, 0) and block (1, 6)
158_R - Match found between block (0, 0) and block (1, 7)
158_R - Match found between block (0, 0) and block (1, 8)
158_R - Match found between block (0, 0) and block (1, 9)
158_R - Match found between block (0, 0) and block (1, 10)
158_R - Match found between block (0, 0) and block (1, 11)
158_R - Match found between block (0, 0) and block (1, 12)
158_R - Match found between block (0, 0) and block (1, 13)
158_R - Match found between block (0, 0) and block (1, 14)
158_R - Match found between block (0, 0) and block (1, 15)
158_R - Match found between block (0, 0) and block (1, 16)
158_R - Match found between block (0, 0) and block (1, 17)
158_R - Match found between block (0, 0) and block (1, 18)
158_R - Match found between block (0, 0) and block (1, 19)
158_R - Match found between block (0, 0) and block (1, 20)
158_R - Match found between block (0, 0) and block (1, 21)
158_R - Match found between block (0, 0) and block (1, 22)
158_R - Match found between block (0, 0) and block (1, 23)
158_R - Match found between block (0, 0) and block (1, 24)
