Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
184_R - Match found between block (0, 0) and block (0, 1)
184_R - Match found between block (0, 0) and block (0, 2)
184_R - Match found between block (0, 0) and block (0, 3)
184_R - Match found between block (0, 0) and block (0, 4)
184_R - Match found between block (0, 0) and block (0, 5)
184_R - Match found between block (0, 0) and block (0, 6)
184_R - Match found between block (0, 0) and block (0, 7)
184_R - Match found between block (0, 0) and block (0, 8)
184_R - Match found between block (0, 0) and block (0, 9)
184_R - Match found between block (0, 0) and block (0, 10)
184_R - Match found between block (0, 0) and block (0, 11)
184_R - Match found between block (0, 0) and block (0, 12)
184_R - Match found between block (0, 0) and block (0, 13)
184_R - Match found between block (0, 0) and block (0, 14)
184_R - Match found between block (0, 0) and block (0, 15)
184_R - Match found between block (0, 0) and block (0, 16)
184_R - Match found between block (0, 0) and block (0, 17)
184_R - Match found between block (0, 0) and block (0, 18)
184_R - Match found between block (0, 0) and block (0, 19)
184_R - Match found between block (0, 0) and block (0, 20)
184_R - Match found between block (0, 0) and block (0, 21)
184_R - Match found between block (0, 0) and block (0, 22)
184_R - Match found between block (0, 0) and block (0, 23)
184_R - Match found between block (0, 0) and block (0, 24)
184_R - Match found between block (0, 0) and block (0, 25)
184_R - Match found between block (0, 0) and block (0, 26)
184_R - Match found between block (0, 0) and block (0, 27)
184_R - Match found between block (0, 0) and block (0, 28)
184_R - Match found between block (0, 0) and block (0, 29)
184_R - Match found between block (0, 0) and block (0, 30)
184_R - Match found between block (0, 0) and block (0, 31)
184_R - Match found between block (0, 0) and block (1, 0)
184_R - Match found between block (0, 0) and block (1, 1)
184_R - Match found between block (0, 0) and block (1, 2)
184_R - Match found between block (0, 0) and block (1, 3)
184_R - Match found between block (0, 0) and block (1, 4)
184_R - Match found between block (0, 0) and block (1, 5)
184_R - Match found between block (0, 0) and block (1, 6)
184_R - Match found between block (0, 0) and block (1, 7)
184_R - Match found between block (0, 0) and block (1, 8)
184_R - Match found between block (0, 0) and block (1, 9)
184_R - Match found between block (0, 0) and block (1, 10)
184_R - Match found between block (0, 0) and block (1, 11)
184_R - Match found between block (0, 0) and block (1, 12)
184_R - Match found between block (0, 0) and block (1, 13)
184_R - Match found between block (0, 0) and block (1, 14)
184_R - Match found between block (0, 0) and block (1, 15)
184_R - Match found between block (0, 0) and block (1, 16)
184_R - Match found between block (0, 0) and block (1, 17)
184_R - Match found between block (0, 0) and block (1, 18)
184_R - Match found between block (0, 0) and block (1, 19)
184_R - Match found between block (0, 0) and block (1, 20)
184_R - Match found between block (0, 0) and block (1, 21)
184_R - Match found between block (0, 0) and block (1, 22)
184_R - Match found between block (0, 0) and block (1, 23)
184_R - Match found between block (0, 0) and block (1, 24)
184_R - Match found between block (0, 0) and block (1, 25)
184_R - Match found between block (0, 0) and block (1, 26)
184_R - Match found between block (0, 0) and block (1, 27)
184_R - Match found between block (0, 0) and block (1, 28)
184_R - Match found between block (0, 0) and block (1, 29)
184_R - Match found between block (0, 0) and block (1, 30)
184_R - Match found between block (0, 0) and block (1, 31)
184_R - Match found between block (0, 0) and block (2, 0)
184_R - Match found between block (0, 0) and block (2, 1)
184_R - Match found between block (0, 0) and block (2, 2)
184_R - Match found between block (0, 0) and block (2, 3)
184_R - Match found between block (0, 0) and block (2, 4)
184_R - Match found between block (0, 0) and block (2, 5)
184_R - Match found between block (0, 0) and block (2, 6)
184_R - Match found between block (0, 0) and block (2, 7)
184_R - Match found between block (0, 0) and block (2, 8)
184_R - Match found between block (0, 0) and block (2, 9)
184_R - Match found between block (0, 0) and block (2, 10)
184_R - Match found between block (0, 0) and block (2, 11)
184_R - Match found between block (0, 0) and block (2, 12)
184_R - Match found between block (0, 0) and block (2, 13)
184_R - Match found between block (0, 0) and block (2, 14)
184_R - Match found between block (0, 0) and block (2, 15)
184_R - Match found between block (0, 0) and block (2, 16)
184_R - Match found between block (0, 0) and block (2, 17)
184_R - Match found between block (0, 0) and block (2, 18)
184_R - Match found between block (0, 0) and block (2, 19)
184_R - Match found between block (0, 0) and block (2, 20)
184_R - Match found between block (0, 0) and block (2, 21)
184_R - Match found between block (0, 0) and block (2, 22)
184_R - Match found between block (0, 0) and block (2, 23)
184_R - Match found between block (0, 0) and block (2, 24)
184_R - Match found between block (0, 0) and block (2, 25)
184_R - Match found between block (0, 0) and block (2, 26)
184_R - Match found between block (0, 0) and block (2, 27)
184_R - Match found between block (0, 0) and block (2, 28)
184_R - Match found between block (0, 0) and block (2, 29)
184_R - Match found between block (0, 0) and block (2, 30)
184_R - Match found between block (0, 0) and block (2, 31)
184_R - Match found between block (0, 0) and block (3, 0)
184_R - Match found between block (0, 0) and block (3, 1)
184_R - Match found between block (0, 0) and block (3, 2)
184_R - Match found between block (0, 0) and block (3, 3)
184_R - Match found between block (0, 0) and block (3, 4)
184_R - Match found between block (0, 0) and block (3, 5)
184_R - Match found between block (0, 0) and block (3, 6)
184_R - Match found between block (0, 0) and block (3, 7)
184_R - Match found between block (0, 0) and block (3, 8)
184_R - Match found between block (0, 0) and block (3, 9)
184_R - Match found between block (0, 0) and block (3, 10)
184_R - Match found between block (0, 0) and block (3, 11)
184_R - Match found between block (0, 0) and block (3, 12)
184_R - Match found between block (0, 0) and block (3, 13)
184_R - Match found between block (0, 0) and block (3, 14)
184_R - Match found between block (0, 0) and block (3, 15)
184_R - Match found between block (0, 0) and block (3, 16)
184_R - Match found between block (0, 0) and block (3, 17)
184_R - Match found between block (0, 0) and block (3, 18)
184_R - Match found between block (0, 0) and block (3, 19)
184_R - Match found between block (0, 0) and block (3, 20)
184_R - Match found between block (0, 0) and block (3, 21)
184_R - Match found between block (0, 0) and block (3, 22)
184_R - Match found between block (0, 0) and block (3, 23)
184_R - Match found between block (0, 0) and block (3, 24)
184_R - Match found between block (0, 0) and block (3, 25)
184_R - Match found between block (0, 0) and block (3, 26)
184_R - Match found between block (0, 0) and block (3, 27)
184_R - Match found between block (0, 0) and block (3, 28)
184_R - Match found between block (0, 0) and block (3, 29)
184_R - Match found between block (0, 0) and block (3, 30)
184_R - Match found between block (0, 0) and block (3, 31)
184_R - Match found between block (0, 0) and block (4, 0)
184_R - Match found between block (0, 0) and block (4, 1)
184_R - Match found between block (0, 0) and block (4, 2)
184_R - Match found between block (0, 0) and block (4, 3)
184_R - Match found between block (0, 0) and block (4, 4)
184_R - Match found between block (0, 0) and block (4, 5)
184_R - Match found between block (0, 0) and block (4, 6)
184_R - Match found between block (0, 0) and block (4, 7)
184_R - Match found between block (0, 0) and block (4, 8)
184_R - Match found between block (0, 0) and block (4, 9)
184_R - Match found between block (0, 0) and block (4, 10)
184_R - Match found between block (0, 0) and block (4, 11)
184_R - Match found between block (0, 0) and block (4, 12)
184_R - Match found between block (0, 0) and block (4, 13)
184_R - Match found between block (0, 0) and block (4, 14)
184_R - Match found between block (0, 0) and block (4, 15)
184_R - Match found between block (0, 0) and block (4, 16)
184_R - Match found between block (0, 0) and block (4, 17)
184_R - Match found between block (0, 0) and block (4, 18)
184_R - Match found between block (0, 0) and block (4, 19)
184_R - Match found between block (0, 0) and block (4, 20)
184_R - Match found between block (0, 0) and block (4, 21)
184_R - Match found between block (0, 0) and block (4, 22)
184_R - Match found between block (0, 0) and block (4, 23)
184_R - Match found between block (0, 0) and block (4, 24)
184_R - Match found between block (0, 0) and block (4, 25)
184_R - Match found between block (0, 0) and block (4, 26)
184_R - Match found between block (0, 0) and block (4, 27)
184_R - Match found between block (0, 0) and block (4, 28)
184_R - Match found between block (0, 0) and block (4, 29)
184_R - Match found between block (0, 0) and block (4, 30)
184_R - Match found between block (0, 0) and block (4, 31)
184_R - Match found between block (0, 0) and block (5, 0)
184_R - Match found between block (0, 0) and block (5, 1)
184_R - Match found between block (0, 0) and block (5, 2)
184_R - Match found between block (0, 0) and block (5, 3)
184_R - Match found between block (0, 0) and block (5, 4)
184_R - Match found between block (0, 0) and block (5, 5)
184_R - Match found between block (0, 0) and block (5, 6)
184_R - Match found between block (0, 0) and block (5, 7)
184_R - Match found between block (0, 0) and block (5, 8)
184_R - Match found between block (0, 0) and block (5, 9)
184_R - Match found between block (0, 0) and block (5, 10)
184_R - Match found between block (0, 0) and block (5, 11)
184_R - Match found between block (0, 0) and block (5, 12)
184_R - Match found between block (0, 0) and block (5, 13)
184_R - Match found between block (0, 0) and block (5, 14)
184_R - Match found between block (0, 0) and block (5, 15)
184_R - Match found between block (0, 0) and block (5, 16)
184_R - Match found between block (0, 0) and block (5, 17)
184_R - Match found between block (0, 0) and block (5, 18)
184_R - Match found between block (0, 0) and block (5, 19)
184_R - Match found between block (0, 0) and block (5, 20)
184_R - Match found between block (0, 0) and block (5, 21)
184_R - Match found between block (0, 0) and block (5, 22)
184_R - Match found between block (0, 0) and block (5, 23)
184_R - Match found between block (0, 0) and block (5, 24)
184_R - Match found between block (0, 0) and block (5, 25)
184_R - Match found between block (0, 0) and block (5, 26)
184_R - Match found between block (0, 0) and block (5, 27)
184_R - Match found between block (0, 0) and block (5, 28)
184_R - Match found between block (0, 0) and block (5, 29)
184_R - Match found between block (0, 0) and block (5, 30)
184_R - Match found between block (0, 0) and block (5, 31)
184_R - Match found between block (0, 0) and block (6, 0)
184_R - Match found between block (0, 0) and block (6, 1)
184_R - Match found between block (0, 0) and block (6, 2)
184_R - Match found between block (0, 0) and block (6, 3)
184_R - Match found between block (0, 0) and block (6, 4)
184_R - Match found between block (0, 0) and block (6, 5)
184_R - Match found between block (0, 0) and block (6, 6)
184_R - Match found between block (0, 0) and block (6, 7)
184_R - Match found between block (0, 0) and block (6, 8)
184_R - Match found between block (0, 0) and block (6, 9)
184_R - Match found between block (0, 0) and block (6, 10)
184_R - Match found between block (0, 0) and block (6, 11)
184_R - Match found between block (0, 0) and block (6, 12)
184_R - Match found between block (0, 0) and block (6, 13)
184_R - Match found between block (0, 0) and block (6, 14)
184_R - Match found between block (0, 0) and block (6, 15)
184_R - Match found between block (0, 0) and block (6, 16)
184_R - Match found between block (0, 0) and block (6, 17)
184_R - Match found between block (0, 0) and block (6, 18)
184_R - Match found between block (0, 0) and block (6, 19)
184_R - Match found between block (0, 0) and block (6, 20)
184_R - Match found between block (0, 0) and block (6, 21)
184_R - Match found between block (0, 0) and block (6, 22)
184_R - Match found between block (0, 0) and block (6, 23)
184_R - Match found between block (0, 0) and block (6, 24)
184_R - Match found between block (0, 0) and block (6, 25)
184_R - Match found between block (0, 0) and block (6, 26)
184_R - Match found between block (0, 0) and block (6, 27)
184_R - Match found between block (0, 0) and block (6, 28)
184_R - Match found between block (0, 0) and block (6, 29)
184_R - Match found between block (0, 0) and block (6, 30)
184_R - Match found between block (0, 0) and block (6, 31)
184_R - Match found between block (0, 0) and block (7, 0)
184_R - Match found between block (0, 0) and block (7, 1)
184_R - Match found between block (0, 0) and block (7, 2)
184_R - Match found between block (0, 0) and block (7, 3)
184_R - Match found between block (0, 0) and block (7, 4)
184_R - Match found between block (0, 0) and block (7, 5)
184_R - Match found between block (0, 0) and block (7, 6)
184_R - Match found between block (0, 0) and block (7, 7)
184_R - Match found between block (0, 0) and block (7, 8)
184_R - Match found between block (0, 0) and block (7, 9)
184_R - Match found between block (0, 0) and block (7, 10)
184_R - Match found between block (0, 0) and block (7, 11)
184_R - Match found between block (0, 0) and block (7, 12)
184_R - Match found between block (0, 0) and block (7, 13)
184_R - Match found between block (0, 0) and block (7, 14)
184_R - Match found between block (0, 0) and block (7, 15)
184_R - Match found between block (0, 0) and block (7, 16)
184_R - Match found between block (0, 0) and block (7, 17)
184_R - Match found between block (0, 0) and block (7, 18)
184_R - Match found between block (0, 0) and block (7, 19)
184_R - Match found between block (0, 0) and block (7, 20)
184_R - Match found between block (0, 0) and block (7, 21)
184_R - Match found between block (0, 0) and block (7, 22)
184_R - Match found between block (0, 0) and block (7, 23)
184_R - Match found between block (0, 0) and block (7, 24)
184_R - Match found between block (0, 0) and block (7, 25)
184_R - Match found between block (0, 0) and block (7, 26)
184_R - Match found between block (0, 0) and block (7, 27)
184_R - Match found between block (0, 0) and block (7, 28)
184_R - Match found between block (0, 0) and block (7, 29)
184_R - Match found between block (0, 0) and block (7, 30)
184_R - Match found between block (0, 0) and block (7, 31)
184_R - Match found between block (0, 0) and block (8, 0)
184_R - Match found between block (0, 0) and block (8, 1)
184_R - Match found between block (0, 0) and block (8, 2)
184_R - Match found between block (0, 0) and block (8, 3)
184_R - Match found between block (0, 0) and block (8, 4)
184_R - Match found between block (0, 0) and block (8, 5)
184_R - Match found between block (0, 0) and block (8, 6)
184_R - Match found between block (0, 0) and block (8, 7)
184_R - Match found between block (0, 0) and block (8, 8)
184_R - Match found between block (0, 0) and block (8, 9)
184_R - Match found between block (0, 0) and block (8, 10)
184_R - Match found between block (0, 0) and block (8, 11)
184_R - Match found between block (0, 0) and block (8, 12)
184_R - Match found between block (0, 0) and block (8, 13)
184_R - Match found between block (0, 0) and block (8, 14)
184_R - Match found between block (0, 0) and block (8, 15)
184_R - Match found between block (0, 0) and block (8, 16)
184_R - Match found between block (0, 0) and block (8, 17)
184_R - Match found between block (0, 0) and block (8, 18)
184_R - Match found between block (0, 0) and block (8, 19)
184_R - Match found between block (0, 0) and block (8, 20)
184_R - Match found between block (0, 0) and block (8, 21)
184_R - Match found between block (0, 0) and block (8, 22)
