Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
189_F - Match found between block (0, 0) and block (0, 6)
189_F - Match found between block (0, 0) and block (0, 7)
189_F - Match found between block (0, 0) and block (0, 8)
189_F - Match found between block (0, 0) and block (0, 12)
189_F - Match found between block (0, 0) and block (0, 14)
189_F - Match found between block (0, 0) and block (0, 16)
189_F - Match found between block (0, 0) and block (0, 21)
189_F - Match found between block (0, 0) and block (0, 22)
189_F - Match found between block (0, 0) and block (0, 23)
189_F - Match found between block (0, 0) and block (0, 24)
189_F - Match found between block (0, 0) and block (0, 29)
189_F - Match found between block (0, 0) and block (0, 30)
189_F - Match found between block (0, 0) and block (0, 31)
189_F - Match found between block (0, 0) and block (1, 0)
189_F - Match found between block (0, 0) and block (1, 4)
189_F - Match found between block (0, 0) and block (1, 6)
189_F - Match found between block (0, 0) and block (1, 7)
189_F - Match found between block (0, 0) and block (1, 8)
189_F - Match found between block (0, 0) and block (1, 16)
189_F - Match found between block (0, 0) and block (1, 21)
189_F - Match found between block (0, 0) and block (1, 22)
189_F - Match found between block (0, 0) and block (1, 23)
189_F - Match found between block (0, 0) and block (1, 24)
189_F - Match found between block (0, 0) and block (1, 28)
189_F - Match found between block (0, 0) and block (1, 29)
189_F - Match found between block (0, 0) and block (1, 30)
189_F - Match found between block (0, 0) and block (1, 31)
189_F - Match found between block (0, 0) and block (2, 0)
189_F - Match found between block (0, 0) and block (2, 6)
189_F - Match found between block (0, 0) and block (2, 7)
189_F - Match found between block (0, 0) and block (2, 8)
189_F - Match found between block (0, 0) and block (2, 14)
189_F - Match found between block (0, 0) and block (2, 15)
189_F - Match found between block (0, 0) and block (2, 16)
189_F - Match found between block (0, 0) and block (2, 17)
189_F - Match found between block (0, 0) and block (2, 23)
189_F - Match found between block (0, 0) and block (2, 24)
189_F - Match found between block (0, 0) and block (2, 25)
189_F - Match found between block (0, 0) and block (2, 26)
189_F - Match found between block (0, 0) and block (2, 28)
189_F - Match found between block (0, 0) and block (2, 30)
189_F - Match found between block (0, 0) and block (2, 31)
189_F - Match found between block (0, 0) and block (3, 0)
189_F - Match found between block (0, 0) and block (3, 1)
189_F - Match found between block (0, 0) and block (3, 4)
189_F - Match found between block (0, 0) and block (3, 6)
189_F - Match found between block (0, 0) and block (3, 7)
189_F - Match found between block (0, 0) and block (3, 8)
189_F - Match found between block (0, 0) and block (3, 9)
189_F - Match found between block (0, 0) and block (3, 11)
189_F - Match found between block (0, 0) and block (3, 14)
189_F - Match found between block (0, 0) and block (3, 15)
189_F - Match found between block (0, 0) and block (3, 17)
189_F - Match found between block (0, 0) and block (3, 18)
189_F - Match found between block (0, 0) and block (3, 22)
189_F - Match found between block (0, 0) and block (3, 23)
189_F - Match found between block (0, 0) and block (3, 24)
189_F - Match found between block (0, 0) and block (3, 25)
189_F - Match found between block (0, 0) and block (3, 27)
189_F - Match found between block (0, 0) and block (3, 30)
189_F - Match found between block (0, 0) and block (3, 31)
189_F - Match found between block (0, 0) and block (4, 0)
189_F - Match found between block (0, 0) and block (4, 1)
189_F - Match found between block (0, 0) and block (4, 2)
189_F - Match found between block (0, 0) and block (4, 3)
189_F - Match found between block (0, 0) and block (4, 4)
189_F - Match found between block (0, 0) and block (4, 5)
189_F - Match found between block (0, 0) and block (4, 6)
189_F - Match found between block (0, 0) and block (4, 7)
189_F - Match found between block (0, 0) and block (4, 8)
189_F - Match found between block (0, 0) and block (4, 9)
189_F - Match found between block (0, 0) and block (4, 10)
189_F - Match found between block (0, 0) and block (4, 14)
189_F - Match found between block (0, 0) and block (4, 15)
189_F - Match found between block (0, 0) and block (4, 16)
189_F - Match found between block (0, 0) and block (4, 22)
189_F - Match found between block (0, 0) and block (4, 24)
189_F - Match found between block (0, 0) and block (4, 26)
189_F - Match found between block (0, 0) and block (4, 31)
189_F - Match found between block (0, 0) and block (5, 21)
189_F - Match found between block (0, 0) and block (5, 22)
189_F - Match found between block (0, 0) and block (5, 23)
189_F - Match found between block (0, 0) and block (5, 24)
189_F - Match found between block (0, 0) and block (5, 25)
189_F - Match found between block (0, 0) and block (5, 26)
189_F - Match found between block (0, 0) and block (5, 27)
189_F - Match found between block (0, 0) and block (5, 28)
189_F - Match found between block (0, 0) and block (5, 29)
189_F - Match found between block (0, 0) and block (5, 30)
189_F - Match found between block (0, 0) and block (5, 31)
189_F - Match found between block (0, 0) and block (7, 4)
189_F - Match found between block (0, 0) and block (7, 5)
189_F - Match found between block (0, 0) and block (8, 30)
189_F - Match found between block (0, 0) and block (8, 31)
189_F - Match found between block (0, 0) and block (9, 0)
189_F - Match found between block (0, 0) and block (9, 3)
189_F - Match found between block (0, 0) and block (9, 4)
189_F - Match found between block (0, 0) and block (9, 5)
189_F - Match found between block (0, 0) and block (9, 6)
189_F - Match found between block (0, 0) and block (9, 7)
189_F - Match found between block (0, 0) and block (9, 8)
189_F - Match found between block (0, 0) and block (9, 9)
189_F - Match found between block (0, 0) and block (9, 20)
189_F - Match found between block (0, 0) and block (10, 12)
189_F - Match found between block (0, 0) and block (10, 17)
189_F - Match found between block (0, 0) and block (10, 19)
189_F - Match found between block (0, 0) and block (10, 20)
189_F - Match found between block (0, 0) and block (10, 21)
189_F - Match found between block (0, 0) and block (10, 22)
189_F - Match found between block (0, 0) and block (10, 23)
189_F - Match found between block (0, 0) and block (10, 24)
189_F - Match found between block (0, 0) and block (10, 28)
189_F - Match found between block (0, 0) and block (10, 29)
189_F - Match found between block (0, 0) and block (10, 30)
189_F - Match found between block (0, 0) and block (10, 31)
189_F - Match found between block (0, 0) and block (11, 7)
189_F - Match found between block (0, 0) and block (11, 17)
189_F - Match found between block (0, 0) and block (11, 18)
189_F - Match found between block (0, 0) and block (11, 21)
189_F - Match found between block (0, 0) and block (11, 25)
189_F - Match found between block (0, 0) and block (11, 28)
189_F - Match found between block (0, 0) and block (11, 29)
189_F - Match found between block (0, 0) and block (11, 30)
189_F - Match found between block (0, 0) and block (12, 9)
189_F - Match found between block (0, 0) and block (12, 10)
189_F - Match found between block (0, 0) and block (12, 13)
189_F - Match found between block (0, 0) and block (12, 17)
189_F - Match found between block (0, 0) and block (12, 18)
189_F - Match found between block (0, 0) and block (12, 22)
189_F - Match found between block (0, 0) and block (12, 26)
189_F - Match found between block (0, 0) and block (13, 7)
189_F - Match found between block (0, 0) and block (13, 11)
189_F - Match found between block (0, 0) and block (13, 12)
189_F - Match found between block (0, 0) and block (13, 13)
189_F - Match found between block (0, 0) and block (13, 18)
189_F - Match found between block (0, 0) and block (13, 28)
189_F - Match found between block (0, 0) and block (13, 30)
189_F - Match found between block (0, 0) and block (14, 10)
189_F - Match found between block (0, 0) and block (14, 11)
189_F - Match found between block (0, 0) and block (14, 12)
189_F - Match found between block (0, 0) and block (14, 13)
189_F - Match found between block (0, 0) and block (14, 18)
189_F - Match found between block (0, 0) and block (14, 25)
189_F - Match found between block (0, 0) and block (14, 27)
189_F - Match found between block (0, 0) and block (15, 5)
189_F - Match found between block (0, 0) and block (15, 19)
189_F - Match found between block (0, 0) and block (15, 20)
189_F - Match found between block (0, 0) and block (15, 31)
189_F - Match found between block (0, 0) and block (16, 5)
189_F - Match found between block (0, 0) and block (16, 28)
189_F - Match found between block (0, 0) and block (17, 10)
189_F - Match found between block (0, 0) and block (17, 15)
189_F - Match found between block (0, 0) and block (17, 19)
189_F - Match found between block (0, 0) and block (17, 29)
189_F - Match found between block (0, 0) and block (17, 30)
