Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
132_R - Match found between block (0, 0) and block (0, 1)
132_R - Match found between block (0, 0) and block (0, 2)
132_R - Match found between block (0, 0) and block (0, 3)
132_R - Match found between block (0, 0) and block (0, 4)
132_R - Match found between block (0, 0) and block (0, 5)
132_R - Match found between block (0, 0) and block (0, 6)
132_R - Match found between block (0, 0) and block (0, 7)
132_R - Match found between block (0, 0) and block (0, 8)
132_R - Match found between block (0, 0) and block (0, 9)
132_R - Match found between block (0, 0) and block (0, 10)
132_R - Match found between block (0, 0) and block (0, 11)
132_R - Match found between block (0, 0) and block (0, 12)
132_R - Match found between block (0, 0) and block (0, 13)
132_R - Match found between block (0, 0) and block (0, 14)
132_R - Match found between block (0, 0) and block (0, 15)
132_R - Match found between block (0, 0) and block (0, 16)
132_R - Match found between block (0, 0) and block (0, 17)
132_R - Match found between block (0, 0) and block (0, 18)
132_R - Match found between block (0, 0) and block (0, 19)
132_R - Match found between block (0, 0) and block (0, 20)
132_R - Match found between block (0, 0) and block (0, 21)
132_R - Match found between block (0, 0) and block (0, 22)
132_R - Match found between block (0, 0) and block (0, 23)
132_R - Match found between block (0, 0) and block (0, 24)
132_R - Match found between block (0, 0) and block (0, 25)
132_R - Match found between block (0, 0) and block (0, 26)
132_R - Match found between block (0, 0) and block (0, 27)
132_R - Match found between block (0, 0) and block (0, 28)
132_R - Match found between block (0, 0) and block (0, 29)
132_R - Match found between block (0, 0) and block (0, 30)
132_R - Match found between block (0, 0) and block (0, 31)
132_R - Match found between block (0, 0) and block (1, 0)
132_R - Match found between block (0, 0) and block (1, 1)
132_R - Match found between block (0, 0) and block (1, 2)
132_R - Match found between block (0, 0) and block (1, 3)
132_R - Match found between block (0, 0) and block (1, 4)
132_R - Match found between block (0, 0) and block (1, 5)
132_R - Match found between block (0, 0) and block (1, 6)
132_R - Match found between block (0, 0) and block (1, 7)
132_R - Match found between block (0, 0) and block (1, 8)
132_R - Match found between block (0, 0) and block (1, 9)
132_R - Match found between block (0, 0) and block (1, 10)
132_R - Match found between block (0, 0) and block (1, 11)
132_R - Match found between block (0, 0) and block (1, 12)
132_R - Match found between block (0, 0) and block (1, 13)
132_R - Match found between block (0, 0) and block (1, 14)
132_R - Match found between block (0, 0) and block (1, 15)
132_R - Match found between block (0, 0) and block (1, 16)
132_R - Match found between block (0, 0) and block (1, 17)
132_R - Match found between block (0, 0) and block (1, 18)
132_R - Match found between block (0, 0) and block (1, 19)
132_R - Match found between block (0, 0) and block (1, 20)
132_R - Match found between block (0, 0) and block (1, 21)
132_R - Match found between block (0, 0) and block (1, 22)
132_R - Match found between block (0, 0) and block (1, 23)
132_R - Match found between block (0, 0) and block (1, 24)
132_R - Match found between block (0, 0) and block (1, 25)
132_R - Match found between block (0, 0) and block (1, 26)
132_R - Match found between block (0, 0) and block (1, 27)
132_R - Match found between block (0, 0) and block (1, 28)
132_R - Match found between block (0, 0) and block (1, 29)
132_R - Match found between block (0, 0) and block (1, 30)
132_R - Match found between block (0, 0) and block (1, 31)
132_R - Match found between block (0, 0) and block (2, 0)
132_R - Match found between block (0, 0) and block (2, 1)
132_R - Match found between block (0, 0) and block (2, 2)
132_R - Match found between block (0, 0) and block (2, 3)
132_R - Match found between block (0, 0) and block (2, 4)
132_R - Match found between block (0, 0) and block (2, 5)
132_R - Match found between block (0, 0) and block (2, 6)
132_R - Match found between block (0, 0) and block (2, 7)
132_R - Match found between block (0, 0) and block (2, 8)
132_R - Match found between block (0, 0) and block (2, 9)
132_R - Match found between block (0, 0) and block (2, 10)
132_R - Match found between block (0, 0) and block (2, 11)
132_R - Match found between block (0, 0) and block (2, 12)
132_R - Match found between block (0, 0) and block (2, 13)
132_R - Match found between block (0, 0) and block (2, 14)
132_R - Match found between block (0, 0) and block (2, 15)
132_R - Match found between block (0, 0) and block (2, 16)
132_R - Match found between block (0, 0) and block (2, 17)
132_R - Match found between block (0, 0) and block (2, 18)
132_R - Match found between block (0, 0) and block (2, 19)
132_R - Match found between block (0, 0) and block (2, 20)
132_R - Match found between block (0, 0) and block (2, 21)
132_R - Match found between block (0, 0) and block (2, 22)
132_R - Match found between block (0, 0) and block (2, 23)
132_R - Match found between block (0, 0) and block (2, 24)
132_R - Match found between block (0, 0) and block (2, 25)
132_R - Match found between block (0, 0) and block (2, 26)
132_R - Match found between block (0, 0) and block (2, 27)
132_R - Match found between block (0, 0) and block (2, 28)
132_R - Match found between block (0, 0) and block (2, 29)
132_R - Match found between block (0, 0) and block (2, 30)
132_R - Match found between block (0, 0) and block (2, 31)
132_R - Match found between block (0, 0) and block (3, 0)
132_R - Match found between block (0, 0) and block (3, 1)
132_R - Match found between block (0, 0) and block (3, 2)
132_R - Match found between block (0, 0) and block (3, 3)
132_R - Match found between block (0, 0) and block (3, 4)
132_R - Match found between block (0, 0) and block (3, 5)
132_R - Match found between block (0, 0) and block (3, 6)
132_R - Match found between block (0, 0) and block (3, 7)
132_R - Match found between block (0, 0) and block (3, 8)
132_R - Match found between block (0, 0) and block (3, 9)
132_R - Match found between block (0, 0) and block (3, 10)
132_R - Match found between block (0, 0) and block (3, 11)
132_R - Match found between block (0, 0) and block (3, 12)
132_R - Match found between block (0, 0) and block (3, 13)
132_R - Match found between block (0, 0) and block (3, 14)
132_R - Match found between block (0, 0) and block (3, 15)
132_R - Match found between block (0, 0) and block (3, 16)
132_R - Match found between block (0, 0) and block (3, 17)
132_R - Match found between block (0, 0) and block (3, 18)
132_R - Match found between block (0, 0) and block (3, 19)
132_R - Match found between block (0, 0) and block (3, 20)
132_R - Match found between block (0, 0) and block (3, 21)
132_R - Match found between block (0, 0) and block (3, 22)
132_R - Match found between block (0, 0) and block (3, 23)
132_R - Match found between block (0, 0) and block (3, 24)
132_R - Match found between block (0, 0) and block (3, 25)
132_R - Match found between block (0, 0) and block (3, 26)
132_R - Match found between block (0, 0) and block (3, 27)
132_R - Match found between block (0, 0) and block (3, 28)
132_R - Match found between block (0, 0) and block (3, 29)
132_R - Match found between block (0, 0) and block (3, 30)
132_R - Match found between block (0, 0) and block (3, 31)
132_R - Match found between block (0, 0) and block (4, 0)
132_R - Match found between block (0, 0) and block (4, 1)
132_R - Match found between block (0, 0) and block (4, 2)
132_R - Match found between block (0, 0) and block (4, 3)
132_R - Match found between block (0, 0) and block (4, 4)
132_R - Match found between block (0, 0) and block (4, 5)
132_R - Match found between block (0, 0) and block (4, 6)
132_R - Match found between block (0, 0) and block (4, 7)
132_R - Match found between block (0, 0) and block (4, 8)
132_R - Match found between block (0, 0) and block (4, 9)
132_R - Match found between block (0, 0) and block (4, 10)
132_R - Match found between block (0, 0) and block (4, 11)
132_R - Match found between block (0, 0) and block (4, 12)
132_R - Match found between block (0, 0) and block (4, 13)
132_R - Match found between block (0, 0) and block (4, 14)
132_R - Match found between block (0, 0) and block (4, 15)
132_R - Match found between block (0, 0) and block (4, 16)
132_R - Match found between block (0, 0) and block (4, 17)
132_R - Match found between block (0, 0) and block (4, 18)
132_R - Match found between block (0, 0) and block (4, 19)
132_R - Match found between block (0, 0) and block (4, 20)
132_R - Match found between block (0, 0) and block (4, 21)
132_R - Match found between block (0, 0) and block (4, 22)
132_R - Match found between block (0, 0) and block (4, 23)
132_R - Match found between block (0, 0) and block (4, 24)
132_R - Match found between block (0, 0) and block (4, 25)
132_R - Match found between block (0, 0) and block (4, 26)
132_R - Match found between block (0, 0) and block (4, 27)
132_R - Match found between block (0, 0) and block (4, 28)
132_R - Match found between block (0, 0) and block (4, 29)
132_R - Match found between block (0, 0) and block (4, 30)
132_R - Match found between block (0, 0) and block (4, 31)
132_R - Match found between block (0, 0) and block (5, 0)
132_R - Match found between block (0, 0) and block (5, 1)
132_R - Match found between block (0, 0) and block (5, 2)
132_R - Match found between block (0, 0) and block (5, 3)
132_R - Match found between block (0, 0) and block (5, 4)
132_R - Match found between block (0, 0) and block (5, 5)
132_R - Match found between block (0, 0) and block (5, 6)
132_R - Match found between block (0, 0) and block (5, 7)
132_R - Match found between block (0, 0) and block (5, 8)
132_R - Match found between block (0, 0) and block (5, 9)
132_R - Match found between block (0, 0) and block (5, 10)
132_R - Match found between block (0, 0) and block (5, 11)
132_R - Match found between block (0, 0) and block (5, 12)
132_R - Match found between block (0, 0) and block (5, 13)
132_R - Match found between block (0, 0) and block (5, 14)
132_R - Match found between block (0, 0) and block (5, 15)
132_R - Match found between block (0, 0) and block (5, 16)
132_R - Match found between block (0, 0) and block (5, 17)
132_R - Match found between block (0, 0) and block (5, 18)
132_R - Match found between block (0, 0) and block (5, 19)
132_R - Match found between block (0, 0) and block (5, 20)
132_R - Match found between block (0, 0) and block (5, 21)
132_R - Match found between block (0, 0) and block (5, 22)
132_R - Match found between block (0, 0) and block (5, 23)
132_R - Match found between block (0, 0) and block (5, 24)
132_R - Match found between block (0, 0) and block (5, 25)
132_R - Match found between block (0, 0) and block (5, 26)
132_R - Match found between block (0, 0) and block (5, 27)
132_R - Match found between block (0, 0) and block (5, 28)
132_R - Match found between block (0, 0) and block (5, 29)
132_R - Match found between block (0, 0) and block (5, 30)
132_R - Match found between block (0, 0) and block (5, 31)
132_R - Match found between block (0, 0) and block (6, 0)
132_R - Match found between block (0, 0) and block (6, 1)
