Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
053_R - Match found between block (0, 0) and block (0, 1)
053_R - Match found between block (0, 0) and block (0, 2)
053_R - Match found between block (0, 0) and block (0, 3)
053_R - Match found between block (0, 0) and block (0, 4)
053_R - Match found between block (0, 0) and block (0, 5)
053_R - Match found between block (0, 0) and block (0, 6)
053_R - Match found between block (0, 0) and block (0, 7)
053_R - Match found between block (0, 0) and block (0, 8)
053_R - Match found between block (0, 0) and block (0, 9)
053_R - Match found between block (0, 0) and block (0, 10)
053_R - Match found between block (0, 0) and block (0, 11)
053_R - Match found between block (0, 0) and block (0, 12)
053_R - Match found between block (0, 0) and block (0, 13)
053_R - Match found between block (0, 0) and block (0, 14)
053_R - Match found between block (0, 0) and block (0, 15)
053_R - Match found between block (0, 0) and block (0, 16)
053_R - Match found between block (0, 0) and block (0, 17)
053_R - Match found between block (0, 0) and block (0, 18)
053_R - Match found between block (0, 0) and block (0, 19)
053_R - Match found between block (0, 0) and block (0, 20)
053_R - Match found between block (0, 0) and block (0, 21)
053_R - Match found between block (0, 0) and block (0, 22)
053_R - Match found between block (0, 0) and block (0, 23)
053_R - Match found between block (0, 0) and block (0, 24)
053_R - Match found between block (0, 0) and block (0, 25)
053_R - Match found between block (0, 0) and block (0, 26)
053_R - Match found between block (0, 0) and block (0, 27)
053_R - Match found between block (0, 0) and block (0, 28)
053_R - Match found between block (0, 0) and block (0, 29)
053_R - Match found between block (0, 0) and block (0, 30)
053_R - Match found between block (0, 0) and block (0, 31)
053_R - Match found between block (0, 0) and block (1, 0)
053_R - Match found between block (0, 0) and block (1, 1)
053_R - Match found between block (0, 0) and block (1, 2)
053_R - Match found between block (0, 0) and block (1, 3)
053_R - Match found between block (0, 0) and block (1, 4)
053_R - Match found between block (0, 0) and block (1, 5)
053_R - Match found between block (0, 0) and block (1, 6)
053_R - Match found between block (0, 0) and block (1, 7)
053_R - Match found between block (0, 0) and block (1, 8)
053_R - Match found between block (0, 0) and block (1, 9)
053_R - Match found between block (0, 0) and block (1, 10)
053_R - Match found between block (0, 0) and block (1, 11)
053_R - Match found between block (0, 0) and block (1, 12)
053_R - Match found between block (0, 0) and block (1, 13)
053_R - Match found between block (0, 0) and block (1, 14)
053_R - Match found between block (0, 0) and block (1, 15)
053_R - Match found between block (0, 0) and block (1, 16)
053_R - Match found between block (0, 0) and block (1, 17)
053_R - Match found between block (0, 0) and block (1, 18)
053_R - Match found between block (0, 0) and block (1, 19)
