Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
087_F - Match found between block (0, 0) and block (0, 1)
087_F - Match found between block (0, 0) and block (0, 6)
087_F - Match found between block (0, 0) and block (0, 8)
087_F - Match found between block (0, 0) and block (0, 21)
087_F - Match found between block (0, 0) and block (1, 0)
087_F - Match found between block (0, 0) and block (1, 1)
087_F - Match found between block (0, 0) and block (1, 5)
087_F - Match found between block (0, 0) and block (1, 6)
087_F - Match found between block (0, 0) and block (1, 7)
087_F - Match found between block (0, 0) and block (1, 8)
087_F - Match found between block (0, 0) and block (2, 0)
087_F - Match found between block (0, 0) and block (2, 1)
087_F - Match found between block (0, 0) and block (2, 4)
087_F - Match found between block (0, 0) and block (2, 5)
087_F - Match found between block (0, 0) and block (2, 6)
087_F - Match found between block (0, 0) and block (3, 0)
087_F - Match found between block (0, 0) and block (3, 4)
087_F - Match found between block (0, 0) and block (6, 0)
087_F - Match found between block (0, 0) and block (6, 2)
087_F - Match found between block (0, 0) and block (9, 1)
087_F - Match found between block (0, 0) and block (9, 2)
087_F - Match found between block (0, 0) and block (9, 3)
087_F - Match found between block (0, 0) and block (10, 0)
087_F - Match found between block (0, 0) and block (10, 1)
087_F - Match found between block (0, 0) and block (10, 2)
087_F - Match found between block (0, 0) and block (10, 3)
087_F - Match found between block (0, 0) and block (19, 0)
087_F - Match found between block (0, 0) and block (19, 1)
087_F - Match found between block (0, 0) and block (19, 2)
087_F - Match found between block (0, 0) and block (19, 3)
087_F - Match found between block (0, 0) and block (20, 0)
087_F - Match found between block (0, 0) and block (20, 1)
087_F - Match found between block (0, 0) and block (20, 3)
087_F - Match found between block (0, 0) and block (20, 5)
087_F - Match found between block (0, 0) and block (21, 1)
087_F - Match found between block (0, 0) and block (25, 0)
087_F - Match found between block (0, 0) and block (25, 2)
087_F - Match found between block (0, 0) and block (26, 0)
087_F - Match found between block (0, 0) and block (26, 8)
087_F - Match found between block (0, 0) and block (26, 9)
087_F - Match found between block (0, 0) and block (26, 10)
087_F - Match found between block (0, 0) and block (26, 12)
087_F - Match found between block (0, 0) and block (26, 16)
087_F - Match found between block (0, 0) and block (27, 0)
087_F - Match found between block (0, 0) and block (27, 8)
087_F - Match found between block (0, 0) and block (27, 9)
087_F - Match found between block (0, 0) and block (27, 14)
087_F - Match found between block (0, 0) and block (27, 15)
087_F - Match found between block (0, 0) and block (27, 16)
087_F - Match found between block (0, 0) and block (27, 18)
087_F - Match found between block (0, 0) and block (28, 8)
