Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
042_R - Match found between block (0, 0) and block (0, 1)
042_R - Match found between block (0, 0) and block (0, 2)
042_R - Match found between block (0, 0) and block (0, 3)
042_R - Match found between block (0, 0) and block (0, 4)
042_R - Match found between block (0, 0) and block (0, 5)
042_R - Match found between block (0, 0) and block (0, 6)
042_R - Match found between block (0, 0) and block (0, 7)
042_R - Match found between block (0, 0) and block (0, 8)
042_R - Match found between block (0, 0) and block (0, 9)
042_R - Match found between block (0, 0) and block (0, 10)
042_R - Match found between block (0, 0) and block (0, 11)
042_R - Match found between block (0, 0) and block (0, 12)
042_R - Match found between block (0, 0) and block (0, 13)
042_R - Match found between block (0, 0) and block (0, 14)
042_R - Match found between block (0, 0) and block (0, 15)
042_R - Match found between block (0, 0) and block (0, 16)
042_R - Match found between block (0, 0) and block (0, 17)
042_R - Match found between block (0, 0) and block (0, 18)
042_R - Match found between block (0, 0) and block (0, 19)
042_R - Match found between block (0, 0) and block (0, 20)
042_R - Match found between block (0, 0) and block (0, 21)
042_R - Match found between block (0, 0) and block (0, 22)
042_R - Match found between block (0, 0) and block (0, 23)
042_R - Match found between block (0, 0) and block (0, 24)
042_R - Match found between block (0, 0) and block (0, 25)
042_R - Match found between block (0, 0) and block (0, 26)
042_R - Match found between block (0, 0) and block (0, 27)
042_R - Match found between block (0, 0) and block (0, 28)
042_R - Match found between block (0, 0) and block (0, 29)
042_R - Match found between block (0, 0) and block (0, 30)
042_R - Match found between block (0, 0) and block (0, 31)
042_R - Match found between block (0, 0) and block (1, 0)
042_R - Match found between block (0, 0) and block (1, 1)
042_R - Match found between block (0, 0) and block (1, 2)
042_R - Match found between block (0, 0) and block (1, 3)
042_R - Match found between block (0, 0) and block (1, 4)
042_R - Match found between block (0, 0) and block (1, 5)
042_R - Match found between block (0, 0) and block (1, 6)
042_R - Match found between block (0, 0) and block (1, 7)
042_R - Match found between block (0, 0) and block (1, 8)
042_R - Match found between block (0, 0) and block (1, 9)
042_R - Match found between block (0, 0) and block (1, 10)
042_R - Match found between block (0, 0) and block (1, 11)
042_R - Match found between block (0, 0) and block (1, 12)
042_R - Match found between block (0, 0) and block (1, 13)
042_R - Match found between block (0, 0) and block (1, 14)
042_R - Match found between block (0, 0) and block (1, 15)
042_R - Match found between block (0, 0) and block (1, 16)
042_R - Match found between block (0, 0) and block (1, 17)
042_R - Match found between block (0, 0) and block (1, 18)
042_R - Match found between block (0, 0) and block (1, 19)
042_R - Match found between block (0, 0) and block (1, 20)
042_R - Match found between block (0, 0) and block (1, 21)
042_R - Match found between block (0, 0) and block (1, 22)
042_R - Match found between block (0, 0) and block (1, 23)
042_R - Match found between block (0, 0) and block (1, 24)
042_R - Match found between block (0, 0) and block (1, 25)
042_R - Match found between block (0, 0) and block (1, 26)
042_R - Match found between block (0, 0) and block (1, 27)
042_R - Match found between block (0, 0) and block (1, 28)
042_R - Match found between block (0, 0) and block (1, 29)
042_R - Match found between block (0, 0) and block (1, 30)
042_R - Match found between block (0, 0) and block (1, 31)
042_R - Match found between block (0, 0) and block (2, 0)
042_R - Match found between block (0, 0) and block (2, 1)
042_R - Match found between block (0, 0) and block (2, 2)
042_R - Match found between block (0, 0) and block (2, 3)
042_R - Match found between block (0, 0) and block (2, 4)
042_R - Match found between block (0, 0) and block (2, 5)
042_R - Match found between block (0, 0) and block (2, 6)
042_R - Match found between block (0, 0) and block (2, 7)
042_R - Match found between block (0, 0) and block (2, 8)
042_R - Match found between block (0, 0) and block (2, 9)
042_R - Match found between block (0, 0) and block (2, 10)
042_R - Match found between block (0, 0) and block (2, 11)
042_R - Match found between block (0, 0) and block (2, 12)
042_R - Match found between block (0, 0) and block (2, 13)
042_R - Match found between block (0, 0) and block (2, 14)
042_R - Match found between block (0, 0) and block (2, 15)
042_R - Match found between block (0, 0) and block (2, 16)
042_R - Match found between block (0, 0) and block (2, 17)
042_R - Match found between block (0, 0) and block (2, 18)
042_R - Match found between block (0, 0) and block (2, 19)
042_R - Match found between block (0, 0) and block (2, 20)
042_R - Match found between block (0, 0) and block (2, 21)
042_R - Match found between block (0, 0) and block (2, 22)
042_R - Match found between block (0, 0) and block (2, 23)
042_R - Match found between block (0, 0) and block (2, 24)
042_R - Match found between block (0, 0) and block (2, 25)
042_R - Match found between block (0, 0) and block (2, 26)
042_R - Match found between block (0, 0) and block (2, 27)
042_R - Match found between block (0, 0) and block (2, 28)
042_R - Match found between block (0, 0) and block (2, 29)
042_R - Match found between block (0, 0) and block (2, 30)
042_R - Match found between block (0, 0) and block (2, 31)
042_R - Match found between block (0, 0) and block (3, 0)
042_R - Match found between block (0, 0) and block (3, 1)
042_R - Match found between block (0, 0) and block (3, 2)
042_R - Match found between block (0, 0) and block (3, 3)
042_R - Match found between block (0, 0) and block (3, 4)
042_R - Match found between block (0, 0) and block (3, 5)
042_R - Match found between block (0, 0) and block (3, 6)
042_R - Match found between block (0, 0) and block (3, 7)
042_R - Match found between block (0, 0) and block (3, 8)
042_R - Match found between block (0, 0) and block (3, 9)
042_R - Match found between block (0, 0) and block (3, 10)
042_R - Match found between block (0, 0) and block (3, 11)
042_R - Match found between block (0, 0) and block (3, 12)
042_R - Match found between block (0, 0) and block (3, 13)
042_R - Match found between block (0, 0) and block (3, 14)
042_R - Match found between block (0, 0) and block (3, 15)
042_R - Match found between block (0, 0) and block (3, 16)
042_R - Match found between block (0, 0) and block (3, 17)
042_R - Match found between block (0, 0) and block (3, 18)
042_R - Match found between block (0, 0) and block (3, 19)
042_R - Match found between block (0, 0) and block (3, 20)
042_R - Match found between block (0, 0) and block (3, 21)
042_R - Match found between block (0, 0) and block (3, 22)
042_R - Match found between block (0, 0) and block (3, 23)
042_R - Match found between block (0, 0) and block (3, 24)
042_R - Match found between block (0, 0) and block (3, 25)
042_R - Match found between block (0, 0) and block (3, 26)
042_R - Match found between block (0, 0) and block (3, 27)
042_R - Match found between block (0, 0) and block (3, 28)
042_R - Match found between block (0, 0) and block (3, 29)
042_R - Match found between block (0, 0) and block (3, 30)
042_R - Match found between block (0, 0) and block (3, 31)
042_R - Match found between block (0, 0) and block (4, 0)
042_R - Match found between block (0, 0) and block (4, 1)
042_R - Match found between block (0, 0) and block (4, 2)
042_R - Match found between block (0, 0) and block (4, 3)
042_R - Match found between block (0, 0) and block (4, 4)
042_R - Match found between block (0, 0) and block (4, 5)
042_R - Match found between block (0, 0) and block (4, 6)
042_R - Match found between block (0, 0) and block (4, 7)
042_R - Match found between block (0, 0) and block (4, 8)
042_R - Match found between block (0, 0) and block (4, 9)
042_R - Match found between block (0, 0) and block (4, 10)
042_R - Match found between block (0, 0) and block (4, 11)
042_R - Match found between block (0, 0) and block (4, 12)
042_R - Match found between block (0, 0) and block (4, 13)
042_R - Match found between block (0, 0) and block (4, 14)
042_R - Match found between block (0, 0) and block (4, 15)
042_R - Match found between block (0, 0) and block (4, 16)
042_R - Match found between block (0, 0) and block (4, 17)
042_R - Match found between block (0, 0) and block (4, 18)
042_R - Match found between block (0, 0) and block (4, 19)
042_R - Match found between block (0, 0) and block (4, 20)
042_R - Match found between block (0, 0) and block (4, 21)
042_R - Match found between block (0, 0) and block (4, 22)
042_R - Match found between block (0, 0) and block (4, 23)
042_R - Match found between block (0, 0) and block (4, 24)
042_R - Match found between block (0, 0) and block (4, 25)
042_R - Match found between block (0, 0) and block (4, 26)
042_R - Match found between block (0, 0) and block (4, 27)
042_R - Match found between block (0, 0) and block (4, 28)
042_R - Match found between block (0, 0) and block (4, 29)
042_R - Match found between block (0, 0) and block (4, 30)
042_R - Match found between block (0, 0) and block (4, 31)
042_R - Match found between block (0, 0) and block (5, 0)
042_R - Match found between block (0, 0) and block (5, 1)
042_R - Match found between block (0, 0) and block (5, 2)
042_R - Match found between block (0, 0) and block (5, 3)
042_R - Match found between block (0, 0) and block (5, 4)
042_R - Match found between block (0, 0) and block (5, 5)
042_R - Match found between block (0, 0) and block (5, 6)
042_R - Match found between block (0, 0) and block (5, 7)
042_R - Match found between block (0, 0) and block (5, 8)
042_R - Match found between block (0, 0) and block (5, 9)
042_R - Match found between block (0, 0) and block (5, 10)
042_R - Match found between block (0, 0) and block (5, 11)
042_R - Match found between block (0, 0) and block (5, 12)
042_R - Match found between block (0, 0) and block (5, 13)
042_R - Match found between block (0, 0) and block (5, 14)
042_R - Match found between block (0, 0) and block (5, 15)
042_R - Match found between block (0, 0) and block (5, 16)
042_R - Match found between block (0, 0) and block (5, 17)
042_R - Match found between block (0, 0) and block (5, 18)
042_R - Match found between block (0, 0) and block (5, 19)
042_R - Match found between block (0, 0) and block (5, 20)
042_R - Match found between block (0, 0) and block (5, 21)
042_R - Match found between block (0, 0) and block (5, 22)
042_R - Match found between block (0, 0) and block (5, 23)
042_R - Match found between block (0, 0) and block (5, 24)
042_R - Match found between block (0, 0) and block (5, 25)
042_R - Match found between block (0, 0) and block (5, 26)
042_R - Match found between block (0, 0) and block (5, 27)
042_R - Match found between block (0, 0) and block (5, 28)
042_R - Match found between block (0, 0) and block (5, 29)
042_R - Match found between block (0, 0) and block (5, 30)
042_R - Match found between block (0, 0) and block (5, 31)
042_R - Match found between block (0, 0) and block (6, 0)
042_R - Match found between block (0, 0) and block (6, 1)
