Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
043_R - Match found between block (0, 0) and block (0, 1)
043_R - Match found between block (0, 0) and block (0, 2)
043_R - Match found between block (0, 0) and block (0, 3)
043_R - Match found between block (0, 0) and block (0, 4)
043_R - Match found between block (0, 0) and block (0, 5)
043_R - Match found between block (0, 0) and block (0, 6)
043_R - Match found between block (0, 0) and block (0, 7)
043_R - Match found between block (0, 0) and block (0, 8)
043_R - Match found between block (0, 0) and block (0, 9)
043_R - Match found between block (0, 0) and block (0, 10)
043_R - Match found between block (0, 0) and block (0, 11)
043_R - Match found between block (0, 0) and block (0, 12)
043_R - Match found between block (0, 0) and block (0, 13)
043_R - Match found between block (0, 0) and block (0, 14)
043_R - Match found between block (0, 0) and block (0, 15)
043_R - Match found between block (0, 0) and block (0, 16)
043_R - Match found between block (0, 0) and block (0, 17)
043_R - Match found between block (0, 0) and block (0, 18)
043_R - Match found between block (0, 0) and block (0, 19)
043_R - Match found between block (0, 0) and block (0, 20)
043_R - Match found between block (0, 0) and block (0, 21)
043_R - Match found between block (0, 0) and block (0, 22)
043_R - Match found between block (0, 0) and block (0, 23)
043_R - Match found between block (0, 0) and block (0, 24)
043_R - Match found between block (0, 0) and block (0, 25)
043_R - Match found between block (0, 0) and block (0, 26)
043_R - Match found between block (0, 0) and block (0, 27)
043_R - Match found between block (0, 0) and block (0, 28)
043_R - Match found between block (0, 0) and block (0, 29)
043_R - Match found between block (0, 0) and block (0, 30)
043_R - Match found between block (0, 0) and block (0, 31)
043_R - Match found between block (0, 0) and block (1, 0)
043_R - Match found between block (0, 0) and block (1, 1)
043_R - Match found between block (0, 0) and block (1, 2)
043_R - Match found between block (0, 0) and block (1, 3)
043_R - Match found between block (0, 0) and block (1, 4)
043_R - Match found between block (0, 0) and block (1, 5)
043_R - Match found between block (0, 0) and block (1, 6)
043_R - Match found between block (0, 0) and block (1, 7)
043_R - Match found between block (0, 0) and block (1, 8)
043_R - Match found between block (0, 0) and block (1, 9)
043_R - Match found between block (0, 0) and block (1, 10)
043_R - Match found between block (0, 0) and block (1, 11)
043_R - Match found between block (0, 0) and block (1, 12)
043_R - Match found between block (0, 0) and block (1, 13)
043_R - Match found between block (0, 0) and block (1, 14)
043_R - Match found between block (0, 0) and block (1, 15)
043_R - Match found between block (0, 0) and block (1, 16)
043_R - Match found between block (0, 0) and block (1, 17)
043_R - Match found between block (0, 0) and block (1, 18)
043_R - Match found between block (0, 0) and block (1, 19)
043_R - Match found between block (0, 0) and block (1, 20)
043_R - Match found between block (0, 0) and block (1, 21)
043_R - Match found between block (0, 0) and block (1, 22)
043_R - Match found between block (0, 0) and block (1, 23)
043_R - Match found between block (0, 0) and block (1, 24)
043_R - Match found between block (0, 0) and block (1, 25)
043_R - Match found between block (0, 0) and block (1, 26)
043_R - Match found between block (0, 0) and block (1, 27)
043_R - Match found between block (0, 0) and block (1, 28)
043_R - Match found between block (0, 0) and block (1, 29)
043_R - Match found between block (0, 0) and block (1, 30)
043_R - Match found between block (0, 0) and block (1, 31)
043_R - Match found between block (0, 0) and block (2, 0)
043_R - Match found between block (0, 0) and block (2, 1)
043_R - Match found between block (0, 0) and block (2, 2)
043_R - Match found between block (0, 0) and block (2, 3)
043_R - Match found between block (0, 0) and block (2, 4)
043_R - Match found between block (0, 0) and block (2, 5)
043_R - Match found between block (0, 0) and block (2, 6)
043_R - Match found between block (0, 0) and block (2, 7)
043_R - Match found between block (0, 0) and block (2, 8)
043_R - Match found between block (0, 0) and block (2, 9)
043_R - Match found between block (0, 0) and block (2, 10)
043_R - Match found between block (0, 0) and block (2, 11)
043_R - Match found between block (0, 0) and block (2, 12)
043_R - Match found between block (0, 0) and block (2, 13)
043_R - Match found between block (0, 0) and block (2, 14)
043_R - Match found between block (0, 0) and block (2, 15)
043_R - Match found between block (0, 0) and block (2, 16)
043_R - Match found between block (0, 0) and block (2, 17)
043_R - Match found between block (0, 0) and block (2, 18)
043_R - Match found between block (0, 0) and block (2, 19)
043_R - Match found between block (0, 0) and block (2, 20)
043_R - Match found between block (0, 0) and block (2, 21)
043_R - Match found between block (0, 0) and block (2, 22)
043_R - Match found between block (0, 0) and block (2, 23)
043_R - Match found between block (0, 0) and block (2, 24)
043_R - Match found between block (0, 0) and block (2, 25)
043_R - Match found between block (0, 0) and block (2, 26)
043_R - Match found between block (0, 0) and block (2, 27)
