Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
173_R - Match found between block (0, 0) and block (0, 1)
173_R - Match found between block (0, 0) and block (0, 2)
173_R - Match found between block (0, 0) and block (0, 3)
173_R - Match found between block (0, 0) and block (0, 4)
173_R - Match found between block (0, 0) and block (0, 5)
173_R - Match found between block (0, 0) and block (0, 6)
173_R - Match found between block (0, 0) and block (0, 7)
173_R - Match found between block (0, 0) and block (0, 8)
173_R - Match found between block (0, 0) and block (0, 9)
173_R - Match found between block (0, 0) and block (0, 10)
173_R - Match found between block (0, 0) and block (0, 11)
173_R - Match found between block (0, 0) and block (0, 12)
173_R - Match found between block (0, 0) and block (0, 13)
173_R - Match found between block (0, 0) and block (0, 14)
173_R - Match found between block (0, 0) and block (0, 15)
173_R - Match found between block (0, 0) and block (0, 16)
173_R - Match found between block (0, 0) and block (0, 17)
173_R - Match found between block (0, 0) and block (0, 18)
173_R - Match found between block (0, 0) and block (0, 19)
173_R - Match found between block (0, 0) and block (0, 20)
173_R - Match found between block (0, 0) and block (0, 21)
173_R - Match found between block (0, 0) and block (0, 22)
173_R - Match found between block (0, 0) and block (0, 23)
173_R - Match found between block (0, 0) and block (0, 24)
173_R - Match found between block (0, 0) and block (0, 25)
173_R - Match found between block (0, 0) and block (0, 26)
173_R - Match found between block (0, 0) and block (0, 27)
173_R - Match found between block (0, 0) and block (0, 28)
173_R - Match found between block (0, 0) and block (0, 29)
173_R - Match found between block (0, 0) and block (0, 30)
173_R - Match found between block (0, 0) and block (0, 31)
173_R - Match found between block (0, 0) and block (1, 0)
173_R - Match found between block (0, 0) and block (1, 1)
173_R - Match found between block (0, 0) and block (1, 2)
173_R - Match found between block (0, 0) and block (1, 3)
173_R - Match found between block (0, 0) and block (1, 4)
173_R - Match found between block (0, 0) and block (1, 5)
173_R - Match found between block (0, 0) and block (1, 6)
173_R - Match found between block (0, 0) and block (1, 7)
173_R - Match found between block (0, 0) and block (1, 8)
173_R - Match found between block (0, 0) and block (1, 9)
173_R - Match found between block (0, 0) and block (1, 10)
173_R - Match found between block (0, 0) and block (1, 11)
173_R - Match found between block (0, 0) and block (1, 12)
173_R - Match found between block (0, 0) and block (1, 13)
173_R - Match found between block (0, 0) and block (1, 14)
173_R - Match found between block (0, 0) and block (1, 15)
173_R - Match found between block (0, 0) and block (1, 16)
173_R - Match found between block (0, 0) and block (1, 17)
173_R - Match found between block (0, 0) and block (1, 18)
173_R - Match found between block (0, 0) and block (1, 19)
173_R - Match found between block (0, 0) and block (1, 20)
173_R - Match found between block (0, 0) and block (1, 21)
173_R - Match found between block (0, 0) and block (1, 22)
173_R - Match found between block (0, 0) and block (1, 23)
173_R - Match found between block (0, 0) and block (1, 24)
173_R - Match found between block (0, 0) and block (1, 25)
173_R - Match found between block (0, 0) and block (1, 26)
173_R - Match found between block (0, 0) and block (1, 27)
173_R - Match found between block (0, 0) and block (1, 28)
173_R - Match found between block (0, 0) and block (1, 29)
173_R - Match found between block (0, 0) and block (1, 30)
173_R - Match found between block (0, 0) and block (1, 31)
173_R - Match found between block (0, 0) and block (2, 0)
173_R - Match found between block (0, 0) and block (2, 1)
173_R - Match found between block (0, 0) and block (2, 2)
173_R - Match found between block (0, 0) and block (2, 3)
173_R - Match found between block (0, 0) and block (2, 4)
173_R - Match found between block (0, 0) and block (2, 5)
173_R - Match found between block (0, 0) and block (2, 6)
173_R - Match found between block (0, 0) and block (2, 7)
173_R - Match found between block (0, 0) and block (2, 8)
173_R - Match found between block (0, 0) and block (2, 9)
173_R - Match found between block (0, 0) and block (2, 10)
173_R - Match found between block (0, 0) and block (2, 11)
173_R - Match found between block (0, 0) and block (2, 12)
173_R - Match found between block (0, 0) and block (2, 13)
173_R - Match found between block (0, 0) and block (2, 14)
