Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
106_R - Match found between block (0, 0) and block (0, 1)
106_R - Match found between block (0, 0) and block (0, 2)
106_R - Match found between block (0, 0) and block (0, 3)
106_R - Match found between block (0, 0) and block (0, 4)
106_R - Match found between block (0, 0) and block (0, 5)
106_R - Match found between block (0, 0) and block (0, 6)
106_R - Match found between block (0, 0) and block (0, 7)
106_R - Match found between block (0, 0) and block (0, 8)
106_R - Match found between block (0, 0) and block (0, 9)
106_R - Match found between block (0, 0) and block (0, 10)
106_R - Match found between block (0, 0) and block (0, 11)
106_R - Match found between block (0, 0) and block (0, 12)
106_R - Match found between block (0, 0) and block (0, 13)
106_R - Match found between block (0, 0) and block (0, 14)
106_R - Match found between block (0, 0) and block (0, 15)
106_R - Match found between block (0, 0) and block (0, 16)
106_R - Match found between block (0, 0) and block (0, 17)
106_R - Match found between block (0, 0) and block (0, 18)
106_R - Match found between block (0, 0) and block (0, 19)
106_R - Match found between block (0, 0) and block (0, 20)
106_R - Match found between block (0, 0) and block (0, 21)
106_R - Match found between block (0, 0) and block (0, 22)
106_R - Match found between block (0, 0) and block (0, 23)
106_R - Match found between block (0, 0) and block (0, 24)
106_R - Match found between block (0, 0) and block (0, 25)
106_R - Match found between block (0, 0) and block (0, 26)
106_R - Match found between block (0, 0) and block (0, 27)
106_R - Match found between block (0, 0) and block (0, 28)
106_R - Match found between block (0, 0) and block (0, 29)
106_R - Match found between block (0, 0) and block (0, 30)
106_R - Match found between block (0, 0) and block (0, 31)
106_R - Match found between block (0, 0) and block (1, 0)
106_R - Match found between block (0, 0) and block (1, 1)
106_R - Match found between block (0, 0) and block (1, 2)
106_R - Match found between block (0, 0) and block (1, 3)
106_R - Match found between block (0, 0) and block (1, 4)
106_R - Match found between block (0, 0) and block (1, 5)
106_R - Match found between block (0, 0) and block (1, 6)
106_R - Match found between block (0, 0) and block (1, 7)
106_R - Match found between block (0, 0) and block (1, 8)
106_R - Match found between block (0, 0) and block (1, 9)
106_R - Match found between block (0, 0) and block (1, 10)
106_R - Match found between block (0, 0) and block (1, 11)
106_R - Match found between block (0, 0) and block (1, 12)
106_R - Match found between block (0, 0) and block (1, 13)
106_R - Match found between block (0, 0) and block (1, 14)
106_R - Match found between block (0, 0) and block (1, 15)
106_R - Match found between block (0, 0) and block (1, 16)
106_R - Match found between block (0, 0) and block (1, 17)
