Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
029_F - Match found between block (0, 0) and block (0, 3)
029_F - Match found between block (0, 0) and block (3, 16)
029_F - Match found between block (0, 0) and block (6, 21)
029_F - Match found between block (0, 0) and block (12, 9)
029_F - Match found between block (0, 0) and block (12, 23)
029_F - Match found between block (0, 0) and block (16, 1)
029_F - Match found between block (0, 0) and block (20, 21)
029_F - Match found between block (0, 0) and block (21, 6)
029_F - Match found between block (0, 0) and block (23, 7)
029_F - Match found between block (0, 0) and block (25, 23)
029_F - Match found between block (0, 0) and block (25, 29)
029_F - Match found between block (0, 0) and block (30, 24)
029_F - Match found between block (0, 0) and block (31, 16)
029_F - Match found between block (0, 1) and block (0, 4)
029_F - Match found between block (0, 1) and block (0, 5)
029_F - Match found between block (0, 1) and block (0, 15)
029_F - Match found between block (0, 1) and block (0, 25)
029_F - Match found between block (0, 1) and block (1, 1)
029_F - Match found between block (0, 1) and block (1, 13)
029_F - Match found between block (0, 1) and block (1, 20)
029_F - Match found between block (0, 1) and block (1, 23)
029_F - Match found between block (0, 1) and block (2, 2)
029_F - Match found between block (0, 1) and block (2, 5)
029_F - Match found between block (0, 1) and block (2, 11)
029_F - Match found between block (0, 1) and block (2, 17)
029_F - Match found between block (0, 1) and block (2, 18)
029_F - Match found between block (0, 1) and block (2, 20)
029_F - Match found between block (0, 1) and block (2, 24)
029_F - Match found between block (0, 1) and block (3, 5)
029_F - Match found between block (0, 1) and block (3, 7)
029_F - Match found between block (0, 1) and block (3, 13)
029_F - Match found between block (0, 1) and block (4, 0)
029_F - Match found between block (0, 1) and block (4, 10)
029_F - Match found between block (0, 1) and block (4, 22)
029_F - Match found between block (0, 1) and block (4, 30)
029_F - Match found between block (0, 1) and block (5, 12)
029_F - Match found between block (0, 1) and block (5, 25)
029_F - Match found between block (0, 1) and block (5, 31)
029_F - Match found between block (0, 1) and block (6, 24)
029_F - Match found between block (0, 1) and block (7, 27)
029_F - Match found between block (0, 1) and block (7, 28)
029_F - Match found between block (0, 1) and block (7, 30)
029_F - Match found between block (0, 1) and block (8, 21)
029_F - Match found between block (0, 1) and block (8, 22)
029_F - Match found between block (0, 1) and block (8, 23)
029_F - Match found between block (0, 1) and block (8, 25)
029_F - Match found between block (0, 1) and block (8, 29)
029_F - Match found between block (0, 1) and block (9, 14)
029_F - Match found between block (0, 1) and block (9, 15)
029_F - Match found between block (0, 1) and block (10, 10)
029_F - Match found between block (0, 1) and block (10, 11)
029_F - Match found between block (0, 1) and block (10, 13)
029_F - Match found between block (0, 1) and block (10, 21)
029_F - Match found between block (0, 1) and block (11, 2)
029_F - Match found between block (0, 1) and block (11, 5)
029_F - Match found between block (0, 1) and block (11, 11)
029_F - Match found between block (0, 1) and block (11, 20)
029_F - Match found between block (0, 1) and block (12, 13)
029_F - Match found between block (0, 1) and block (13, 15)
029_F - Match found between block (0, 1) and block (14, 0)
029_F - Match found between block (0, 1) and block (14, 10)
029_F - Match found between block (0, 1) and block (15, 0)
029_F - Match found between block (0, 1) and block (15, 5)
029_F - Match found between block (0, 1) and block (15, 7)
029_F - Match found between block (0, 1) and block (15, 14)
029_F - Match found between block (0, 1) and block (15, 30)
029_F - Match found between block (0, 1) and block (16, 10)
029_F - Match found between block (0, 1) and block (16, 16)
029_F - Match found between block (0, 1) and block (16, 18)
029_F - Match found between block (0, 1) and block (16, 31)
029_F - Match found between block (0, 1) and block (17, 1)
029_F - Match found between block (0, 1) and block (17, 14)
029_F - Match found between block (0, 1) and block (17, 23)
029_F - Match found between block (0, 1) and block (17, 26)
029_F - Match found between block (0, 1) and block (17, 27)
029_F - Match found between block (0, 1) and block (18, 9)
029_F - Match found between block (0, 1) and block (18, 11)
029_F - Match found between block (0, 1) and block (18, 23)
029_F - Match found between block (0, 1) and block (19, 3)
029_F - Match found between block (0, 1) and block (19, 10)
029_F - Match found between block (0, 1) and block (19, 19)
029_F - Match found between block (0, 1) and block (19, 25)
029_F - Match found between block (0, 1) and block (19, 28)
029_F - Match found between block (0, 1) and block (20, 0)
029_F - Match found between block (0, 1) and block (20, 4)
029_F - Match found between block (0, 1) and block (20, 11)
029_F - Match found between block (0, 1) and block (21, 5)
029_F - Match found between block (0, 1) and block (21, 8)
029_F - Match found between block (0, 1) and block (21, 11)
029_F - Match found between block (0, 1) and block (21, 28)
029_F - Match found between block (0, 1) and block (21, 31)
029_F - Match found between block (0, 1) and block (22, 8)
029_F - Match found between block (0, 1) and block (22, 10)
029_F - Match found between block (0, 1) and block (22, 17)
029_F - Match found between block (0, 1) and block (22, 19)
029_F - Match found between block (0, 1) and block (22, 27)
029_F - Match found between block (0, 1) and block (23, 2)
029_F - Match found between block (0, 1) and block (23, 5)
029_F - Match found between block (0, 1) and block (23, 8)
029_F - Match found between block (0, 1) and block (23, 22)
029_F - Match found between block (0, 1) and block (24, 5)
029_F - Match found between block (0, 1) and block (24, 8)
029_F - Match found between block (0, 1) and block (24, 16)
029_F - Match found between block (0, 1) and block (25, 1)
029_F - Match found between block (0, 1) and block (25, 3)
029_F - Match found between block (0, 1) and block (25, 12)
029_F - Match found between block (0, 1) and block (25, 15)
029_F - Match found between block (0, 1) and block (25, 16)
029_F - Match found between block (0, 1) and block (25, 21)
029_F - Match found between block (0, 1) and block (25, 31)
029_F - Match found between block (0, 1) and block (26, 15)
029_F - Match found between block (0, 1) and block (26, 24)
029_F - Match found between block (0, 1) and block (26, 26)
029_F - Match found between block (0, 1) and block (26, 27)
029_F - Match found between block (0, 1) and block (27, 4)
029_F - Match found between block (0, 1) and block (27, 11)
029_F - Match found between block (0, 1) and block (27, 12)
029_F - Match found between block (0, 1) and block (27, 15)
029_F - Match found between block (0, 1) and block (27, 30)
029_F - Match found between block (0, 1) and block (28, 11)
029_F - Match found between block (0, 1) and block (28, 13)
029_F - Match found between block (0, 1) and block (29, 2)
029_F - Match found between block (0, 1) and block (29, 4)
029_F - Match found between block (0, 1) and block (29, 8)
029_F - Match found between block (0, 1) and block (29, 10)
029_F - Match found between block (0, 1) and block (29, 11)
029_F - Match found between block (0, 1) and block (29, 23)
029_F - Match found between block (0, 1) and block (30, 5)
029_F - Match found between block (0, 1) and block (30, 16)
029_F - Match found between block (0, 1) and block (31, 11)
029_F - Match found between block (0, 1) and block (31, 12)
029_F - Match found between block (0, 1) and block (31, 17)
029_F - Match found between block (0, 1) and block (31, 21)
029_F - Match found between block (0, 2) and block (0, 8)
029_F - Match found between block (0, 2) and block (0, 18)
029_F - Match found between block (0, 2) and block (1, 9)
029_F - Match found between block (0, 2) and block (2, 22)
029_F - Match found between block (0, 2) and block (3, 4)
029_F - Match found between block (0, 2) and block (3, 29)
029_F - Match found between block (0, 2) and block (4, 17)
029_F - Match found between block (0, 2) and block (4, 21)
029_F - Match found between block (0, 2) and block (4, 25)
029_F - Match found between block (0, 2) and block (4, 27)
029_F - Match found between block (0, 2) and block (5, 10)
029_F - Match found between block (0, 2) and block (5, 11)
029_F - Match found between block (0, 2) and block (5, 16)
029_F - Match found between block (0, 2) and block (5, 27)
029_F - Match found between block (0, 2) and block (5, 29)
029_F - Match found between block (0, 2) and block (6, 4)
