Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
073_F - Match found between block (0, 0) and block (0, 1)
073_F - Match found between block (0, 0) and block (0, 15)
073_F - Match found between block (0, 0) and block (0, 26)
073_F - Match found between block (0, 0) and block (1, 0)
073_F - Match found between block (0, 0) and block (1, 1)
073_F - Match found between block (0, 0) and block (1, 2)
073_F - Match found between block (0, 0) and block (1, 3)
073_F - Match found between block (0, 0) and block (2, 0)
073_F - Match found between block (0, 0) and block (2, 1)
073_F - Match found between block (0, 0) and block (2, 2)
073_F - Match found between block (0, 0) and block (2, 16)
073_F - Match found between block (0, 0) and block (3, 1)
073_F - Match found between block (0, 0) and block (3, 2)
073_F - Match found between block (0, 0) and block (3, 3)
073_F - Match found between block (0, 0) and block (3, 4)
073_F - Match found between block (0, 0) and block (3, 13)
073_F - Match found between block (0, 0) and block (3, 14)
073_F - Match found between block (0, 0) and block (3, 15)
073_F - Match found between block (0, 0) and block (4, 1)
073_F - Match found between block (0, 0) and block (4, 2)
073_F - Match found between block (0, 0) and block (4, 3)
073_F - Match found between block (0, 0) and block (4, 10)
073_F - Match found between block (0, 0) and block (4, 17)
073_F - Match found between block (0, 0) and block (4, 27)
073_F - Match found between block (0, 0) and block (5, 0)
073_F - Match found between block (0, 0) and block (5, 1)
073_F - Match found between block (0, 0) and block (5, 2)
073_F - Match found between block (0, 0) and block (5, 3)
073_F - Match found between block (0, 0) and block (6, 2)
073_F - Match found between block (0, 0) and block (6, 3)
073_F - Match found between block (0, 0) and block (6, 4)
073_F - Match found between block (0, 0) and block (6, 5)
073_F - Match found between block (0, 0) and block (6, 15)
073_F - Match found between block (0, 0) and block (6, 16)
073_F - Match found between block (0, 0) and block (7, 2)
073_F - Match found between block (0, 0) and block (7, 3)
073_F - Match found between block (0, 0) and block (7, 4)
073_F - Match found between block (0, 0) and block (8, 3)
073_F - Match found between block (0, 0) and block (8, 4)
073_F - Match found between block (0, 0) and block (8, 5)
073_F - Match found between block (0, 0) and block (8, 6)
073_F - Match found between block (0, 0) and block (8, 8)
073_F - Match found between block (0, 0) and block (8, 9)
073_F - Match found between block (0, 0) and block (8, 12)
073_F - Match found between block (0, 0) and block (8, 18)
073_F - Match found between block (0, 0) and block (8, 28)
073_F - Match found between block (0, 0) and block (8, 29)
073_F - Match found between block (0, 0) and block (9, 3)
073_F - Match found between block (0, 0) and block (9, 4)
073_F - Match found between block (0, 0) and block (9, 5)
073_F - Match found between block (0, 0) and block (9, 9)
073_F - Match found between block (0, 0) and block (9, 12)
073_F - Match found between block (0, 0) and block (9, 19)
073_F - Match found between block (0, 0) and block (10, 3)
073_F - Match found between block (0, 0) and block (10, 4)
073_F - Match found between block (0, 0) and block (10, 5)
073_F - Match found between block (0, 0) and block (10, 6)
073_F - Match found between block (0, 0) and block (10, 9)
073_F - Match found between block (0, 0) and block (10, 19)
073_F - Match found between block (0, 0) and block (11, 4)
073_F - Match found between block (0, 0) and block (11, 5)
073_F - Match found between block (0, 0) and block (11, 6)
073_F - Match found between block (0, 0) and block (11, 9)
073_F - Match found between block (0, 0) and block (11, 29)
073_F - Match found between block (0, 0) and block (12, 4)
073_F - Match found between block (0, 0) and block (12, 5)
073_F - Match found between block (0, 0) and block (12, 6)
073_F - Match found between block (0, 0) and block (15, 9)
073_F - Match found between block (0, 0) and block (17, 11)
073_F - Match found between block (0, 0) and block (17, 24)
073_F - Match found between block (0, 0) and block (18, 0)
073_F - Match found between block (0, 0) and block (20, 0)
073_F - Match found between block (0, 0) and block (20, 2)
073_F - Match found between block (0, 0) and block (21, 3)
