Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
154_F - Match found between block (0, 0) and block (0, 1)
154_F - Match found between block (0, 0) and block (0, 6)
154_F - Match found between block (0, 0) and block (0, 8)
154_F - Match found between block (0, 0) and block (0, 21)
154_F - Match found between block (0, 0) and block (1, 0)
154_F - Match found between block (0, 0) and block (1, 1)
154_F - Match found between block (0, 0) and block (1, 5)
154_F - Match found between block (0, 0) and block (1, 6)
154_F - Match found between block (0, 0) and block (1, 7)
154_F - Match found between block (0, 0) and block (1, 8)
154_F - Match found between block (0, 0) and block (2, 0)
154_F - Match found between block (0, 0) and block (2, 1)
154_F - Match found between block (0, 0) and block (2, 4)
154_F - Match found between block (0, 0) and block (2, 5)
154_F - Match found between block (0, 0) and block (2, 6)
154_F - Match found between block (0, 0) and block (3, 0)
154_F - Match found between block (0, 0) and block (3, 4)
154_F - Match found between block (0, 0) and block (6, 0)
154_F - Match found between block (0, 0) and block (6, 2)
154_F - Match found between block (0, 0) and block (9, 1)
154_F - Match found between block (0, 0) and block (9, 2)
154_F - Match found between block (0, 0) and block (9, 3)
154_F - Match found between block (0, 0) and block (10, 0)
154_F - Match found between block (0, 0) and block (10, 1)
154_F - Match found between block (0, 0) and block (10, 2)
154_F - Match found between block (0, 0) and block (10, 3)
154_F - Match found between block (0, 0) and block (19, 0)
154_F - Match found between block (0, 0) and block (19, 1)
154_F - Match found between block (0, 0) and block (19, 2)
154_F - Match found between block (0, 0) and block (19, 3)
154_F - Match found between block (0, 0) and block (20, 0)
154_F - Match found between block (0, 0) and block (20, 1)
154_F - Match found between block (0, 0) and block (20, 3)
154_F - Match found between block (0, 0) and block (20, 5)
154_F - Match found between block (0, 0) and block (21, 1)
154_F - Match found between block (0, 0) and block (25, 0)
154_F - Match found between block (0, 0) and block (25, 2)
154_F - Match found between block (0, 0) and block (26, 0)
154_F - Match found between block (0, 0) and block (26, 8)
154_F - Match found between block (0, 0) and block (26, 9)
154_F - Match found between block (0, 0) and block (26, 10)
154_F - Match found between block (0, 0) and block (26, 12)
154_F - Match found between block (0, 0) and block (26, 16)
154_F - Match found between block (0, 0) and block (27, 0)
154_F - Match found between block (0, 0) and block (27, 8)
154_F - Match found between block (0, 0) and block (27, 9)
154_F - Match found between block (0, 0) and block (27, 14)
154_F - Match found between block (0, 0) and block (27, 15)
154_F - Match found between block (0, 0) and block (27, 16)
154_F - Match found between block (0, 0) and block (27, 18)
154_F - Match found between block (0, 0) and block (28, 8)
154_F - Match found between block (0, 0) and block (28, 9)
154_F - Match found between block (0, 0) and block (28, 14)
154_F - Match found between block (0, 0) and block (28, 15)
154_F - Match found between block (0, 0) and block (28, 16)
154_F - Match found between block (0, 0) and block (29, 7)
154_F - Match found between block (0, 0) and block (29, 8)
154_F - Match found between block (0, 0) and block (29, 9)
154_F - Match found between block (0, 0) and block (29, 14)
154_F - Match found between block (0, 0) and block (29, 15)
154_F - Match found between block (0, 0) and block (29, 16)
154_F - Match found between block (0, 0) and block (29, 17)
154_F - Match found between block (0, 0) and block (29, 18)
154_F - Match found between block (0, 0) and block (29, 19)
154_F - Match found between block (0, 0) and block (30, 3)
154_F - Match found between block (0, 0) and block (30, 4)
154_F - Match found between block (0, 0) and block (30, 5)
154_F - Match found between block (0, 0) and block (30, 7)
154_F - Match found between block (0, 0) and block (30, 8)
154_F - Match found between block (0, 0) and block (30, 9)
154_F - Match found between block (0, 0) and block (30, 10)
154_F - Match found between block (0, 0) and block (30, 14)
154_F - Match found between block (0, 0) and block (30, 15)
154_F - Match found between block (0, 0) and block (30, 16)
154_F - Match found between block (0, 0) and block (30, 17)
154_F - Match found between block (0, 0) and block (30, 18)
154_F - Match found between block (0, 0) and block (30, 19)
154_F - Match found between block (0, 0) and block (31, 0)
154_F - Match found between block (0, 0) and block (31, 1)
154_F - Match found between block (0, 0) and block (31, 3)
154_F - Match found between block (0, 0) and block (31, 5)
154_F - Match found between block (0, 0) and block (31, 6)
154_F - Match found between block (0, 0) and block (31, 7)
154_F - Match found between block (0, 0) and block (31, 8)
154_F - Match found between block (0, 0) and block (31, 9)
154_F - Match found between block (0, 0) and block (31, 10)
154_F - Match found between block (0, 0) and block (31, 11)
154_F - Match found between block (0, 0) and block (31, 12)
154_F - Match found between block (0, 0) and block (31, 13)
154_F - Match found between block (0, 0) and block (31, 14)
154_F - Match found between block (0, 0) and block (31, 15)
154_F - Match found between block (0, 0) and block (31, 16)
154_F - Match found between block (0, 0) and block (31, 17)
154_F - Match found between block (0, 0) and block (31, 18)
154_F - Match found between block (0, 0) and block (31, 19)
154_F - Match found between block (0, 2) and block (0, 3)
154_F - Match found between block (0, 2) and block (0, 4)
154_F - Match found between block (0, 2) and block (0, 5)
154_F - Match found between block (0, 2) and block (1, 2)
154_F - Match found between block (0, 2) and block (1, 3)
154_F - Match found between block (0, 2) and block (1, 4)
154_F - Match found between block (0, 2) and block (2, 2)
154_F - Match found between block (0, 2) and block (2, 3)
154_F - Match found between block (0, 2) and block (4, 0)
154_F - Match found between block (0, 2) and block (4, 2)
154_F - Match found between block (0, 2) and block (5, 0)
154_F - Match found between block (0, 2) and block (5, 1)
154_F - Match found between block (0, 2) and block (5, 2)
154_F - Match found between block (0, 2) and block (5, 3)
154_F - Match found between block (0, 2) and block (6, 1)
154_F - Match found between block (0, 2) and block (6, 4)
154_F - Match found between block (0, 2) and block (7, 1)
154_F - Match found between block (0, 2) and block (7, 4)
154_F - Match found between block (0, 2) and block (8, 1)
154_F - Match found between block (0, 2) and block (8, 2)
154_F - Match found between block (0, 2) and block (8, 4)
154_F - Match found between block (0, 2) and block (9, 4)
154_F - Match found between block (0, 2) and block (10, 4)
154_F - Match found between block (0, 2) and block (11, 4)
154_F - Match found between block (0, 2) and block (12, 2)
154_F - Match found between block (0, 2) and block (12, 4)
154_F - Match found between block (0, 2) and block (13, 0)
154_F - Match found between block (0, 2) and block (13, 2)
154_F - Match found between block (0, 2) and block (13, 3)
154_F - Match found between block (0, 2) and block (13, 4)
154_F - Match found between block (0, 2) and block (14, 0)
154_F - Match found between block (0, 2) and block (14, 1)
154_F - Match found between block (0, 2) and block (14, 2)
154_F - Match found between block (0, 2) and block (14, 4)
154_F - Match found between block (0, 2) and block (15, 0)
154_F - Match found between block (0, 2) and block (15, 1)
154_F - Match found between block (0, 2) and block (15, 3)
154_F - Match found between block (0, 2) and block (15, 4)
154_F - Match found between block (0, 2) and block (16, 0)
154_F - Match found between block (0, 2) and block (16, 1)
154_F - Match found between block (0, 2) and block (16, 2)
154_F - Match found between block (0, 2) and block (16, 3)
154_F - Match found between block (0, 2) and block (16, 4)
154_F - Match found between block (0, 2) and block (17, 0)
154_F - Match found between block (0, 2) and block (17, 1)
154_F - Match found between block (0, 2) and block (17, 2)
154_F - Match found between block (0, 2) and block (17, 3)
154_F - Match found between block (0, 2) and block (17, 4)
154_F - Match found between block (0, 2) and block (17, 5)
154_F - Match found between block (0, 2) and block (17, 6)
154_F - Match found between block (0, 2) and block (18, 1)
154_F - Match found between block (0, 2) and block (18, 2)
154_F - Match found between block (0, 2) and block (19, 4)
154_F - Match found between block (0, 2) and block (19, 5)
154_F - Match found between block (0, 2) and block (30, 0)
154_F - Match found between block (0, 2) and block (30, 1)
154_F - Match found between block (0, 7) and block (0, 9)
154_F - Match found between block (0, 7) and block (0, 10)
154_F - Match found between block (0, 7) and block (0, 11)
154_F - Match found between block (0, 7) and block (0, 12)
154_F - Match found between block (0, 7) and block (0, 13)
154_F - Match found between block (0, 7) and block (0, 14)
154_F - Match found between block (0, 7) and block (0, 15)
154_F - Match found between block (0, 7) and block (0, 16)
154_F - Match found between block (0, 7) and block (0, 17)
154_F - Match found between block (0, 7) and block (0, 18)
154_F - Match found between block (0, 7) and block (0, 19)
154_F - Match found between block (0, 7) and block (0, 20)
154_F - Match found between block (0, 7) and block (1, 9)
154_F - Match found between block (0, 7) and block (1, 10)
154_F - Match found between block (0, 7) and block (1, 11)
154_F - Match found between block (0, 7) and block (1, 12)
154_F - Match found between block (0, 7) and block (1, 13)
154_F - Match found between block (0, 7) and block (1, 14)
154_F - Match found between block (0, 7) and block (1, 15)
154_F - Match found between block (0, 7) and block (1, 16)
154_F - Match found between block (0, 7) and block (1, 17)
154_F - Match found between block (0, 7) and block (1, 18)
154_F - Match found between block (0, 7) and block (1, 19)
154_F - Match found between block (0, 7) and block (2, 7)
154_F - Match found between block (0, 7) and block (2, 8)
154_F - Match found between block (0, 7) and block (2, 9)
154_F - Match found between block (0, 7) and block (2, 10)
154_F - Match found between block (0, 7) and block (2, 11)
154_F - Match found between block (0, 7) and block (2, 12)
154_F - Match found between block (0, 7) and block (2, 13)
154_F - Match found between block (0, 7) and block (2, 14)
154_F - Match found between block (0, 7) and block (2, 15)
154_F - Match found between block (0, 7) and block (2, 16)
154_F - Match found between block (0, 7) and block (2, 17)
154_F - Match found between block (0, 7) and block (2, 18)
154_F - Match found between block (0, 7) and block (2, 19)
154_F - Match found between block (0, 7) and block (2, 20)
154_F - Match found between block (0, 7) and block (3, 5)
154_F - Match found between block (0, 7) and block (3, 6)
154_F - Match found between block (0, 7) and block (3, 7)
154_F - Match found between block (0, 7) and block (3, 8)
154_F - Match found between block (0, 7) and block (3, 9)
154_F - Match found between block (0, 7) and block (3, 10)
154_F - Match found between block (0, 7) and block (3, 11)
154_F - Match found between block (0, 7) and block (3, 12)
154_F - Match found between block (0, 7) and block (3, 13)
154_F - Match found between block (0, 7) and block (3, 14)
154_F - Match found between block (0, 7) and block (3, 15)
154_F - Match found between block (0, 7) and block (3, 16)
154_F - Match found between block (0, 7) and block (3, 17)
154_F - Match found between block (0, 7) and block (3, 18)
154_F - Match found between block (0, 7) and block (3, 19)
154_F - Match found between block (0, 7) and block (3, 20)
154_F - Match found between block (0, 7) and block (4, 7)
154_F - Match found between block (0, 7) and block (4, 8)
154_F - Match found between block (0, 7) and block (4, 9)
154_F - Match found between block (0, 7) and block (4, 10)
154_F - Match found between block (0, 7) and block (4, 11)
154_F - Match found between block (0, 7) and block (4, 12)
154_F - Match found between block (0, 7) and block (4, 13)
154_F - Match found between block (0, 7) and block (4, 14)
154_F - Match found between block (0, 7) and block (4, 15)
154_F - Match found between block (0, 7) and block (4, 16)
154_F - Match found between block (0, 7) and block (4, 17)
154_F - Match found between block (0, 7) and block (4, 18)
154_F - Match found between block (0, 7) and block (4, 19)
154_F - Match found between block (0, 7) and block (5, 7)
154_F - Match found between block (0, 7) and block (5, 8)
154_F - Match found between block (0, 7) and block (5, 9)
154_F - Match found between block (0, 7) and block (5, 10)
154_F - Match found between block (0, 7) and block (5, 11)
154_F - Match found between block (0, 7) and block (5, 12)
154_F - Match found between block (0, 7) and block (5, 13)
154_F - Match found between block (0, 7) and block (5, 14)
154_F - Match found between block (0, 7) and block (5, 15)
154_F - Match found between block (0, 7) and block (5, 16)
154_F - Match found between block (0, 7) and block (5, 17)
154_F - Match found between block (0, 7) and block (5, 18)
154_F - Match found between block (0, 7) and block (5, 19)
154_F - Match found between block (0, 7) and block (5, 20)
154_F - Match found between block (0, 7) and block (6, 7)
154_F - Match found between block (0, 7) and block (6, 8)
154_F - Match found between block (0, 7) and block (6, 9)
154_F - Match found between block (0, 7) and block (6, 10)
154_F - Match found between block (0, 7) and block (6, 11)
154_F - Match found between block (0, 7) and block (6, 12)
154_F - Match found between block (0, 7) and block (6, 13)
154_F - Match found between block (0, 7) and block (6, 14)
154_F - Match found between block (0, 7) and block (6, 15)
154_F - Match found between block (0, 7) and block (6, 16)
154_F - Match found between block (0, 7) and block (6, 17)
154_F - Match found between block (0, 7) and block (6, 18)
154_F - Match found between block (0, 7) and block (6, 19)
154_F - Match found between block (0, 7) and block (6, 20)
154_F - Match found between block (0, 7) and block (7, 7)
154_F - Match found between block (0, 7) and block (7, 8)
154_F - Match found between block (0, 7) and block (7, 9)
154_F - Match found between block (0, 7) and block (7, 10)
154_F - Match found between block (0, 7) and block (7, 11)
154_F - Match found between block (0, 7) and block (7, 12)
154_F - Match found between block (0, 7) and block (7, 13)
154_F - Match found between block (0, 7) and block (7, 14)
154_F - Match found between block (0, 7) and block (7, 15)
154_F - Match found between block (0, 7) and block (7, 16)
154_F - Match found between block (0, 7) and block (7, 17)
154_F - Match found between block (0, 7) and block (7, 18)
154_F - Match found between block (0, 7) and block (7, 19)
154_F - Match found between block (0, 7) and block (8, 7)
154_F - Match found between block (0, 7) and block (8, 8)
154_F - Match found between block (0, 7) and block (8, 9)
154_F - Match found between block (0, 7) and block (8, 10)
154_F - Match found between block (0, 7) and block (8, 11)
154_F - Match found between block (0, 7) and block (8, 12)
154_F - Match found between block (0, 7) and block (8, 13)
154_F - Match found between block (0, 7) and block (8, 14)
154_F - Match found between block (0, 7) and block (8, 15)
154_F - Match found between block (0, 7) and block (8, 16)
154_F - Match found between block (0, 7) and block (8, 17)
154_F - Match found between block (0, 7) and block (8, 18)
154_F - Match found between block (0, 7) and block (8, 19)
154_F - Match found between block (0, 7) and block (9, 7)
154_F - Match found between block (0, 7) and block (9, 8)
154_F - Match found between block (0, 7) and block (9, 9)
154_F - Match found between block (0, 7) and block (9, 10)
154_F - Match found between block (0, 7) and block (9, 11)
154_F - Match found between block (0, 7) and block (9, 12)
154_F - Match found between block (0, 7) and block (9, 13)
154_F - Match found between block (0, 7) and block (9, 14)
154_F - Match found between block (0, 7) and block (9, 15)
154_F - Match found between block (0, 7) and block (9, 16)
154_F - Match found between block (0, 7) and block (9, 17)
154_F - Match found between block (0, 7) and block (9, 18)
154_F - Match found between block (0, 7) and block (9, 19)
154_F - Match found between block (0, 7) and block (9, 20)
154_F - Match found between block (0, 7) and block (10, 7)
154_F - Match found between block (0, 7) and block (10, 8)
154_F - Match found between block (0, 7) and block (10, 9)
154_F - Match found between block (0, 7) and block (10, 14)
154_F - Match found between block (0, 7) and block (10, 15)
154_F - Match found between block (0, 7) and block (10, 16)
154_F - Match found between block (0, 7) and block (10, 17)
154_F - Match found between block (0, 7) and block (10, 18)
154_F - Match found between block (0, 7) and block (10, 19)
154_F - Match found between block (0, 7) and block (10, 20)
154_F - Match found between block (0, 7) and block (11, 7)
154_F - Match found between block (0, 7) and block (11, 8)
154_F - Match found between block (0, 7) and block (11, 9)
154_F - Match found between block (0, 7) and block (11, 10)
154_F - Match found between block (0, 7) and block (11, 13)
154_F - Match found between block (0, 7) and block (11, 14)
154_F - Match found between block (0, 7) and block (11, 15)
154_F - Match found between block (0, 7) and block (11, 16)
154_F - Match found between block (0, 7) and block (11, 17)
154_F - Match found between block (0, 7) and block (11, 18)
