Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
107_F - Match found between block (0, 0) and block (0, 1)
107_F - Match found between block (0, 0) and block (0, 2)
107_F - Match found between block (0, 0) and block (1, 0)
107_F - Match found between block (0, 0) and block (1, 1)
107_F - Match found between block (0, 0) and block (1, 2)
107_F - Match found between block (0, 0) and block (2, 0)
107_F - Match found between block (0, 0) and block (2, 1)
107_F - Match found between block (0, 0) and block (2, 2)
107_F - Match found between block (0, 0) and block (3, 0)
107_F - Match found between block (0, 0) and block (3, 2)
107_F - Match found between block (0, 0) and block (4, 0)
107_F - Match found between block (0, 0) and block (4, 1)
107_F - Match found between block (0, 0) and block (4, 2)
107_F - Match found between block (0, 0) and block (4, 3)
107_F - Match found between block (0, 0) and block (4, 23)
107_F - Match found between block (0, 0) and block (5, 23)
107_F - Match found between block (0, 0) and block (6, 23)
107_F - Match found between block (0, 0) and block (7, 10)
107_F - Match found between block (0, 0) and block (7, 23)
107_F - Match found between block (0, 0) and block (8, 0)
107_F - Match found between block (0, 0) and block (8, 1)
107_F - Match found between block (0, 0) and block (8, 2)
107_F - Match found between block (0, 0) and block (8, 3)
107_F - Match found between block (0, 0) and block (8, 4)
107_F - Match found between block (0, 0) and block (9, 0)
107_F - Match found between block (0, 0) and block (9, 2)
107_F - Match found between block (0, 0) and block (9, 3)
107_F - Match found between block (0, 0) and block (9, 4)
107_F - Match found between block (0, 0) and block (10, 0)
107_F - Match found between block (0, 0) and block (10, 1)
107_F - Match found between block (0, 0) and block (10, 2)
107_F - Match found between block (0, 0) and block (10, 3)
107_F - Match found between block (0, 0) and block (10, 4)
107_F - Match found between block (0, 0) and block (11, 0)
107_F - Match found between block (0, 0) and block (11, 3)
107_F - Match found between block (0, 0) and block (11, 4)
107_F - Match found between block (0, 0) and block (11, 10)
107_F - Match found between block (0, 0) and block (12, 0)
107_F - Match found between block (0, 0) and block (12, 1)
107_F - Match found between block (0, 0) and block (12, 3)
107_F - Match found between block (0, 0) and block (12, 11)
107_F - Match found between block (0, 0) and block (14, 2)
107_F - Match found between block (0, 0) and block (15, 0)
107_F - Match found between block (0, 0) and block (15, 1)
107_F - Match found between block (0, 0) and block (15, 2)
107_F - Match found between block (0, 0) and block (16, 0)
107_F - Match found between block (0, 0) and block (16, 1)
107_F - Match found between block (0, 0) and block (16, 2)
107_F - Match found between block (0, 0) and block (16, 17)
107_F - Match found between block (0, 0) and block (16, 18)
107_F - Match found between block (0, 0) and block (17, 0)
107_F - Match found between block (0, 0) and block (17, 2)
107_F - Match found between block (0, 0) and block (17, 18)
107_F - Match found between block (0, 0) and block (18, 0)
107_F - Match found between block (0, 0) and block (18, 2)
107_F - Match found between block (0, 0) and block (19, 0)
107_F - Match found between block (0, 0) and block (19, 1)
107_F - Match found between block (0, 0) and block (19, 2)
107_F - Match found between block (0, 0) and block (22, 9)
107_F - Match found between block (0, 0) and block (23, 0)
107_F - Match found between block (0, 0) and block (23, 17)
107_F - Match found between block (0, 0) and block (24, 0)
107_F - Match found between block (0, 0) and block (24, 1)
107_F - Match found between block (0, 0) and block (27, 11)
107_F - Match found between block (0, 0) and block (30, 2)
107_F - Match found between block (0, 0) and block (31, 0)
107_F - Match found between block (0, 0) and block (31, 1)
107_F - Match found between block (0, 3) and block (0, 12)
107_F - Match found between block (0, 3) and block (0, 26)
107_F - Match found between block (0, 3) and block (1, 19)
107_F - Match found between block (0, 3) and block (1, 22)
107_F - Match found between block (0, 3) and block (2, 11)
107_F - Match found between block (0, 3) and block (2, 19)
107_F - Match found between block (0, 3) and block (2, 23)
107_F - Match found between block (0, 3) and block (3, 3)
107_F - Match found between block (0, 3) and block (3, 5)
107_F - Match found between block (0, 3) and block (4, 13)
107_F - Match found between block (0, 3) and block (4, 22)
107_F - Match found between block (0, 3) and block (4, 24)
107_F - Match found between block (0, 3) and block (5, 4)
107_F - Match found between block (0, 3) and block (5, 10)
107_F - Match found between block (0, 3) and block (5, 16)
107_F - Match found between block (0, 3) and block (5, 22)
107_F - Match found between block (0, 3) and block (6, 8)
107_F - Match found between block (0, 3) and block (6, 10)
107_F - Match found between block (0, 3) and block (6, 22)
107_F - Match found between block (0, 3) and block (6, 30)
107_F - Match found between block (0, 3) and block (7, 7)
107_F - Match found between block (0, 3) and block (7, 22)
107_F - Match found between block (0, 3) and block (7, 25)
107_F - Match found between block (0, 3) and block (8, 5)
107_F - Match found between block (0, 3) and block (8, 6)
107_F - Match found between block (0, 3) and block (8, 22)
107_F - Match found between block (0, 3) and block (9, 8)
107_F - Match found between block (0, 3) and block (9, 23)
107_F - Match found between block (0, 3) and block (9, 25)
107_F - Match found between block (0, 3) and block (10, 7)
107_F - Match found between block (0, 3) and block (10, 9)
107_F - Match found between block (0, 3) and block (10, 10)
107_F - Match found between block (0, 3) and block (10, 11)
107_F - Match found between block (0, 3) and block (10, 13)
107_F - Match found between block (0, 3) and block (10, 14)
107_F - Match found between block (0, 3) and block (10, 16)
107_F - Match found between block (0, 3) and block (10, 22)
107_F - Match found between block (0, 3) and block (10, 23)
107_F - Match found between block (0, 3) and block (11, 8)
107_F - Match found between block (0, 3) and block (11, 13)
107_F - Match found between block (0, 3) and block (11, 17)
107_F - Match found between block (0, 3) and block (11, 22)
107_F - Match found between block (0, 3) and block (12, 9)
107_F - Match found between block (0, 3) and block (12, 10)
107_F - Match found between block (0, 3) and block (13, 0)
107_F - Match found between block (0, 3) and block (13, 3)
107_F - Match found between block (0, 3) and block (13, 5)
107_F - Match found between block (0, 3) and block (13, 9)
107_F - Match found between block (0, 3) and block (13, 22)
107_F - Match found between block (0, 3) and block (13, 23)
107_F - Match found between block (0, 3) and block (13, 25)
107_F - Match found between block (0, 3) and block (14, 8)
107_F - Match found between block (0, 3) and block (14, 11)
107_F - Match found between block (0, 3) and block (14, 23)
107_F - Match found between block (0, 3) and block (15, 8)
107_F - Match found between block (0, 3) and block (16, 8)
107_F - Match found between block (0, 3) and block (16, 9)
107_F - Match found between block (0, 3) and block (16, 10)
107_F - Match found between block (0, 3) and block (16, 23)
107_F - Match found between block (0, 3) and block (17, 8)
107_F - Match found between block (0, 3) and block (17, 9)
107_F - Match found between block (0, 3) and block (17, 10)
107_F - Match found between block (0, 3) and block (17, 12)
107_F - Match found between block (0, 3) and block (17, 13)
107_F - Match found between block (0, 3) and block (17, 23)
107_F - Match found between block (0, 3) and block (18, 8)
107_F - Match found between block (0, 3) and block (18, 10)
107_F - Match found between block (0, 3) and block (18, 12)
107_F - Match found between block (0, 3) and block (18, 14)
107_F - Match found between block (0, 3) and block (18, 15)
107_F - Match found between block (0, 3) and block (18, 21)
107_F - Match found between block (0, 3) and block (19, 9)
107_F - Match found between block (0, 3) and block (19, 10)
107_F - Match found between block (0, 3) and block (19, 12)
107_F - Match found between block (0, 3) and block (19, 13)
107_F - Match found between block (0, 3) and block (20, 13)
107_F - Match found between block (0, 3) and block (20, 14)
107_F - Match found between block (0, 3) and block (20, 16)
107_F - Match found between block (0, 3) and block (20, 17)
107_F - Match found between block (0, 3) and block (20, 18)
107_F - Match found between block (0, 3) and block (20, 19)
107_F - Match found between block (0, 3) and block (21, 13)
107_F - Match found between block (0, 3) and block (21, 14)
107_F - Match found between block (0, 3) and block (21, 17)
107_F - Match found between block (0, 3) and block (21, 18)
107_F - Match found between block (0, 3) and block (21, 20)
107_F - Match found between block (0, 3) and block (21, 24)
107_F - Match found between block (0, 3) and block (22, 13)
107_F - Match found between block (0, 3) and block (22, 20)
107_F - Match found between block (0, 3) and block (22, 21)
107_F - Match found between block (0, 3) and block (22, 22)
107_F - Match found between block (0, 3) and block (22, 24)
107_F - Match found between block (0, 3) and block (23, 1)
107_F - Match found between block (0, 3) and block (23, 22)
107_F - Match found between block (0, 3) and block (24, 2)
107_F - Match found between block (0, 3) and block (24, 10)
107_F - Match found between block (0, 3) and block (24, 12)
107_F - Match found between block (0, 3) and block (24, 21)
107_F - Match found between block (0, 3) and block (24, 22)
107_F - Match found between block (0, 3) and block (25, 2)
107_F - Match found between block (0, 3) and block (25, 21)
107_F - Match found between block (0, 3) and block (25, 22)
107_F - Match found between block (0, 3) and block (26, 10)
107_F - Match found between block (0, 3) and block (26, 22)
107_F - Match found between block (0, 3) and block (27, 2)
107_F - Match found between block (0, 3) and block (27, 3)
107_F - Match found between block (0, 3) and block (27, 8)
107_F - Match found between block (0, 3) and block (27, 15)
107_F - Match found between block (0, 3) and block (27, 21)
107_F - Match found between block (0, 3) and block (27, 22)
107_F - Match found between block (0, 3) and block (27, 24)
107_F - Match found between block (0, 3) and block (28, 2)
107_F - Match found between block (0, 3) and block (28, 9)
107_F - Match found between block (0, 3) and block (28, 15)
107_F - Match found between block (0, 3) and block (28, 21)
107_F - Match found between block (0, 3) and block (28, 24)
107_F - Match found between block (0, 3) and block (29, 10)
107_F - Match found between block (0, 3) and block (29, 11)
107_F - Match found between block (0, 3) and block (29, 13)
107_F - Match found between block (0, 3) and block (29, 21)
107_F - Match found between block (0, 3) and block (29, 22)
107_F - Match found between block (0, 3) and block (30, 3)
107_F - Match found between block (0, 3) and block (30, 4)
107_F - Match found between block (0, 3) and block (30, 10)
107_F - Match found between block (0, 3) and block (30, 11)
107_F - Match found between block (0, 3) and block (30, 12)
107_F - Match found between block (0, 3) and block (30, 13)
107_F - Match found between block (0, 3) and block (30, 14)
107_F - Match found between block (0, 3) and block (30, 15)
107_F - Match found between block (0, 3) and block (30, 28)
107_F - Match found between block (0, 3) and block (31, 10)
107_F - Match found between block (0, 3) and block (31, 12)
