Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
007_R - Match found between block (0, 0) and block (0, 1)
007_R - Match found between block (0, 0) and block (0, 2)
007_R - Match found between block (0, 0) and block (0, 3)
007_R - Match found between block (0, 0) and block (0, 4)
007_R - Match found between block (0, 0) and block (0, 5)
007_R - Match found between block (0, 0) and block (0, 6)
007_R - Match found between block (0, 0) and block (0, 7)
007_R - Match found between block (0, 0) and block (0, 8)
007_R - Match found between block (0, 0) and block (0, 9)
007_R - Match found between block (0, 0) and block (0, 10)
007_R - Match found between block (0, 0) and block (0, 11)
007_R - Match found between block (0, 0) and block (0, 12)
007_R - Match found between block (0, 0) and block (0, 13)
007_R - Match found between block (0, 0) and block (0, 14)
007_R - Match found between block (0, 0) and block (0, 15)
007_R - Match found between block (0, 0) and block (0, 16)
007_R - Match found between block (0, 0) and block (0, 17)
007_R - Match found between block (0, 0) and block (0, 18)
007_R - Match found between block (0, 0) and block (0, 19)
007_R - Match found between block (0, 0) and block (0, 20)
007_R - Match found between block (0, 0) and block (0, 21)
007_R - Match found between block (0, 0) and block (0, 22)
007_R - Match found between block (0, 0) and block (0, 23)
007_R - Match found between block (0, 0) and block (0, 24)
007_R - Match found between block (0, 0) and block (0, 25)
007_R - Match found between block (0, 0) and block (0, 26)
007_R - Match found between block (0, 0) and block (0, 27)
007_R - Match found between block (0, 0) and block (0, 28)
007_R - Match found between block (0, 0) and block (0, 29)
007_R - Match found between block (0, 0) and block (0, 30)
007_R - Match found between block (0, 0) and block (0, 31)
007_R - Match found between block (0, 0) and block (1, 0)
007_R - Match found between block (0, 0) and block (1, 1)
007_R - Match found between block (0, 0) and block (1, 2)
007_R - Match found between block (0, 0) and block (1, 3)
007_R - Match found between block (0, 0) and block (1, 4)
007_R - Match found between block (0, 0) and block (1, 5)
007_R - Match found between block (0, 0) and block (1, 6)
007_R - Match found between block (0, 0) and block (1, 7)
007_R - Match found between block (0, 0) and block (1, 8)
007_R - Match found between block (0, 0) and block (1, 9)
007_R - Match found between block (0, 0) and block (1, 10)
007_R - Match found between block (0, 0) and block (1, 11)
007_R - Match found between block (0, 0) and block (1, 12)
007_R - Match found between block (0, 0) and block (1, 13)
