Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
166_R - Match found between block (0, 0) and block (0, 1)
166_R - Match found between block (0, 0) and block (0, 2)
166_R - Match found between block (0, 0) and block (0, 3)
166_R - Match found between block (0, 0) and block (0, 4)
166_R - Match found between block (0, 0) and block (0, 5)
166_R - Match found between block (0, 0) and block (0, 6)
166_R - Match found between block (0, 0) and block (0, 7)
166_R - Match found between block (0, 0) and block (0, 8)
166_R - Match found between block (0, 0) and block (0, 9)
166_R - Match found between block (0, 0) and block (0, 10)
166_R - Match found between block (0, 0) and block (0, 11)
166_R - Match found between block (0, 0) and block (0, 12)
166_R - Match found between block (0, 0) and block (0, 13)
166_R - Match found between block (0, 0) and block (0, 14)
166_R - Match found between block (0, 0) and block (0, 15)
166_R - Match found between block (0, 0) and block (0, 16)
166_R - Match found between block (0, 0) and block (0, 17)
166_R - Match found between block (0, 0) and block (0, 18)
166_R - Match found between block (0, 0) and block (0, 19)
166_R - Match found between block (0, 0) and block (0, 20)
166_R - Match found between block (0, 0) and block (0, 21)
166_R - Match found between block (0, 0) and block (0, 22)
166_R - Match found between block (0, 0) and block (0, 23)
166_R - Match found between block (0, 0) and block (0, 24)
166_R - Match found between block (0, 0) and block (0, 25)
166_R - Match found between block (0, 0) and block (0, 26)
166_R - Match found between block (0, 0) and block (0, 27)
166_R - Match found between block (0, 0) and block (0, 28)
166_R - Match found between block (0, 0) and block (0, 29)
166_R - Match found between block (0, 0) and block (0, 30)
166_R - Match found between block (0, 0) and block (0, 31)
166_R - Match found between block (0, 0) and block (1, 0)
166_R - Match found between block (0, 0) and block (1, 1)
166_R - Match found between block (0, 0) and block (1, 2)
166_R - Match found between block (0, 0) and block (1, 3)
166_R - Match found between block (0, 0) and block (1, 4)
166_R - Match found between block (0, 0) and block (1, 5)
166_R - Match found between block (0, 0) and block (1, 6)
166_R - Match found between block (0, 0) and block (1, 7)
166_R - Match found between block (0, 0) and block (1, 8)
166_R - Match found between block (0, 0) and block (1, 9)
166_R - Match found between block (0, 0) and block (1, 10)
166_R - Match found between block (0, 0) and block (1, 11)
166_R - Match found between block (0, 0) and block (1, 12)
166_R - Match found between block (0, 0) and block (1, 13)
166_R - Match found between block (0, 0) and block (1, 14)
166_R - Match found between block (0, 0) and block (1, 15)
166_R - Match found between block (0, 0) and block (1, 16)
166_R - Match found between block (0, 0) and block (1, 17)
166_R - Match found between block (0, 0) and block (1, 18)
166_R - Match found between block (0, 0) and block (1, 19)
166_R - Match found between block (0, 0) and block (1, 20)
166_R - Match found between block (0, 0) and block (1, 21)
166_R - Match found between block (0, 0) and block (1, 22)
166_R - Match found between block (0, 0) and block (1, 23)
166_R - Match found between block (0, 0) and block (1, 24)
166_R - Match found between block (0, 0) and block (1, 25)
166_R - Match found between block (0, 0) and block (1, 26)
166_R - Match found between block (0, 0) and block (1, 27)
166_R - Match found between block (0, 0) and block (1, 28)
166_R - Match found between block (0, 0) and block (1, 29)
166_R - Match found between block (0, 0) and block (1, 30)
166_R - Match found between block (0, 0) and block (1, 31)
166_R - Match found between block (0, 0) and block (2, 0)
166_R - Match found between block (0, 0) and block (2, 1)
166_R - Match found between block (0, 0) and block (2, 2)
166_R - Match found between block (0, 0) and block (2, 3)
166_R - Match found between block (0, 0) and block (2, 4)
166_R - Match found between block (0, 0) and block (2, 5)
166_R - Match found between block (0, 0) and block (2, 6)
166_R - Match found between block (0, 0) and block (2, 7)
166_R - Match found between block (0, 0) and block (2, 8)
166_R - Match found between block (0, 0) and block (2, 9)
166_R - Match found between block (0, 0) and block (2, 10)
166_R - Match found between block (0, 0) and block (2, 11)
166_R - Match found between block (0, 0) and block (2, 12)
166_R - Match found between block (0, 0) and block (2, 13)
166_R - Match found between block (0, 0) and block (2, 14)
166_R - Match found between block (0, 0) and block (2, 15)
166_R - Match found between block (0, 0) and block (2, 16)
166_R - Match found between block (0, 0) and block (2, 17)
166_R - Match found between block (0, 0) and block (2, 18)
166_R - Match found between block (0, 0) and block (2, 19)
166_R - Match found between block (0, 0) and block (2, 20)
166_R - Match found between block (0, 0) and block (2, 21)
166_R - Match found between block (0, 0) and block (2, 22)
166_R - Match found between block (0, 0) and block (2, 23)
166_R - Match found between block (0, 0) and block (2, 24)
166_R - Match found between block (0, 0) and block (2, 25)
166_R - Match found between block (0, 0) and block (2, 26)
166_R - Match found between block (0, 0) and block (2, 27)
166_R - Match found between block (0, 0) and block (2, 28)
166_R - Match found between block (0, 0) and block (2, 29)
166_R - Match found between block (0, 0) and block (2, 30)
166_R - Match found between block (0, 0) and block (2, 31)
166_R - Match found between block (0, 0) and block (3, 0)
166_R - Match found between block (0, 0) and block (3, 1)
166_R - Match found between block (0, 0) and block (3, 2)
166_R - Match found between block (0, 0) and block (3, 3)
166_R - Match found between block (0, 0) and block (3, 4)
166_R - Match found between block (0, 0) and block (3, 5)
166_R - Match found between block (0, 0) and block (3, 6)
166_R - Match found between block (0, 0) and block (3, 7)
166_R - Match found between block (0, 0) and block (3, 8)
166_R - Match found between block (0, 0) and block (3, 9)
166_R - Match found between block (0, 0) and block (3, 10)
166_R - Match found between block (0, 0) and block (3, 11)
166_R - Match found between block (0, 0) and block (3, 12)
166_R - Match found between block (0, 0) and block (3, 13)
166_R - Match found between block (0, 0) and block (3, 14)
166_R - Match found between block (0, 0) and block (3, 15)
166_R - Match found between block (0, 0) and block (3, 16)
166_R - Match found between block (0, 0) and block (3, 17)
166_R - Match found between block (0, 0) and block (3, 18)
166_R - Match found between block (0, 0) and block (3, 19)
166_R - Match found between block (0, 0) and block (3, 20)
166_R - Match found between block (0, 0) and block (3, 21)
166_R - Match found between block (0, 0) and block (3, 22)
166_R - Match found between block (0, 0) and block (3, 23)
166_R - Match found between block (0, 0) and block (3, 24)
166_R - Match found between block (0, 0) and block (3, 25)
166_R - Match found between block (0, 0) and block (3, 26)
166_R - Match found between block (0, 0) and block (3, 27)
166_R - Match found between block (0, 0) and block (3, 28)
166_R - Match found between block (0, 0) and block (3, 29)
166_R - Match found between block (0, 0) and block (3, 30)
166_R - Match found between block (0, 0) and block (3, 31)
166_R - Match found between block (0, 0) and block (4, 0)
166_R - Match found between block (0, 0) and block (4, 1)
166_R - Match found between block (0, 0) and block (4, 2)
166_R - Match found between block (0, 0) and block (4, 3)
166_R - Match found between block (0, 0) and block (4, 4)
166_R - Match found between block (0, 0) and block (4, 5)
166_R - Match found between block (0, 0) and block (4, 6)
166_R - Match found between block (0, 0) and block (4, 7)
166_R - Match found between block (0, 0) and block (4, 8)
166_R - Match found between block (0, 0) and block (4, 9)
166_R - Match found between block (0, 0) and block (4, 10)
166_R - Match found between block (0, 0) and block (4, 11)
166_R - Match found between block (0, 0) and block (4, 12)
166_R - Match found between block (0, 0) and block (4, 13)
166_R - Match found between block (0, 0) and block (4, 14)
166_R - Match found between block (0, 0) and block (4, 15)
166_R - Match found between block (0, 0) and block (4, 16)
166_R - Match found between block (0, 0) and block (4, 17)
166_R - Match found between block (0, 0) and block (4, 18)
166_R - Match found between block (0, 0) and block (4, 19)
166_R - Match found between block (0, 0) and block (4, 20)
166_R - Match found between block (0, 0) and block (4, 21)
166_R - Match found between block (0, 0) and block (4, 22)
166_R - Match found between block (0, 0) and block (4, 23)
166_R - Match found between block (0, 0) and block (4, 24)
166_R - Match found between block (0, 0) and block (4, 25)
166_R - Match found between block (0, 0) and block (4, 26)
166_R - Match found between block (0, 0) and block (4, 27)
166_R - Match found between block (0, 0) and block (4, 28)
166_R - Match found between block (0, 0) and block (4, 29)
166_R - Match found between block (0, 0) and block (4, 30)
166_R - Match found between block (0, 0) and block (4, 31)
166_R - Match found between block (0, 0) and block (5, 0)
166_R - Match found between block (0, 0) and block (5, 1)
166_R - Match found between block (0, 0) and block (5, 2)
166_R - Match found between block (0, 0) and block (5, 3)
166_R - Match found between block (0, 0) and block (5, 4)
166_R - Match found between block (0, 0) and block (5, 5)
166_R - Match found between block (0, 0) and block (5, 6)
166_R - Match found between block (0, 0) and block (5, 7)
166_R - Match found between block (0, 0) and block (5, 8)
166_R - Match found between block (0, 0) and block (5, 9)
166_R - Match found between block (0, 0) and block (5, 10)
166_R - Match found between block (0, 0) and block (5, 11)
166_R - Match found between block (0, 0) and block (5, 12)
166_R - Match found between block (0, 0) and block (5, 13)
166_R - Match found between block (0, 0) and block (5, 14)
166_R - Match found between block (0, 0) and block (5, 15)
166_R - Match found between block (0, 0) and block (5, 16)
166_R - Match found between block (0, 0) and block (5, 17)
166_R - Match found between block (0, 0) and block (5, 18)
166_R - Match found between block (0, 0) and block (5, 19)
166_R - Match found between block (0, 0) and block (5, 20)
166_R - Match found between block (0, 0) and block (5, 21)
166_R - Match found between block (0, 0) and block (5, 22)
166_R - Match found between block (0, 0) and block (5, 23)
166_R - Match found between block (0, 0) and block (5, 24)
166_R - Match found between block (0, 0) and block (5, 25)
166_R - Match found between block (0, 0) and block (5, 26)
166_R - Match found between block (0, 0) and block (5, 27)
166_R - Match found between block (0, 0) and block (5, 28)
166_R - Match found between block (0, 0) and block (5, 29)
166_R - Match found between block (0, 0) and block (5, 30)
166_R - Match found between block (0, 0) and block (5, 31)
