Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
153_R - Match found between block (0, 0) and block (0, 1)
153_R - Match found between block (0, 0) and block (0, 2)
153_R - Match found between block (0, 0) and block (0, 3)
153_R - Match found between block (0, 0) and block (0, 4)
153_R - Match found between block (0, 0) and block (0, 5)
153_R - Match found between block (0, 0) and block (0, 6)
153_R - Match found between block (0, 0) and block (0, 7)
153_R - Match found between block (0, 0) and block (0, 8)
153_R - Match found between block (0, 0) and block (0, 9)
153_R - Match found between block (0, 0) and block (0, 10)
153_R - Match found between block (0, 0) and block (0, 11)
153_R - Match found between block (0, 0) and block (0, 12)
153_R - Match found between block (0, 0) and block (0, 13)
153_R - Match found between block (0, 0) and block (0, 14)
153_R - Match found between block (0, 0) and block (0, 15)
153_R - Match found between block (0, 0) and block (0, 16)
153_R - Match found between block (0, 0) and block (0, 17)
153_R - Match found between block (0, 0) and block (0, 18)
153_R - Match found between block (0, 0) and block (0, 19)
153_R - Match found between block (0, 0) and block (0, 20)
153_R - Match found between block (0, 0) and block (0, 21)
153_R - Match found between block (0, 0) and block (0, 22)
153_R - Match found between block (0, 0) and block (0, 23)
153_R - Match found between block (0, 0) and block (0, 24)
153_R - Match found between block (0, 0) and block (0, 25)
153_R - Match found between block (0, 0) and block (0, 26)
153_R - Match found between block (0, 0) and block (0, 27)
153_R - Match found between block (0, 0) and block (0, 28)
153_R - Match found between block (0, 0) and block (0, 29)
153_R - Match found between block (0, 0) and block (0, 30)
153_R - Match found between block (0, 0) and block (0, 31)
153_R - Match found between block (0, 0) and block (1, 0)
153_R - Match found between block (0, 0) and block (1, 1)
153_R - Match found between block (0, 0) and block (1, 2)
153_R - Match found between block (0, 0) and block (1, 3)
153_R - Match found between block (0, 0) and block (1, 4)
153_R - Match found between block (0, 0) and block (1, 5)
153_R - Match found between block (0, 0) and block (1, 6)
153_R - Match found between block (0, 0) and block (1, 7)
153_R - Match found between block (0, 0) and block (1, 8)
153_R - Match found between block (0, 0) and block (1, 9)
153_R - Match found between block (0, 0) and block (1, 10)
153_R - Match found between block (0, 0) and block (1, 11)
153_R - Match found between block (0, 0) and block (1, 12)
153_R - Match found between block (0, 0) and block (1, 13)
153_R - Match found between block (0, 0) and block (1, 14)
153_R - Match found between block (0, 0) and block (1, 15)
153_R - Match found between block (0, 0) and block (1, 16)
153_R - Match found between block (0, 0) and block (1, 17)
153_R - Match found between block (0, 0) and block (1, 18)
153_R - Match found between block (0, 0) and block (1, 19)
153_R - Match found between block (0, 0) and block (1, 20)
153_R - Match found between block (0, 0) and block (1, 21)
153_R - Match found between block (0, 0) and block (1, 22)
153_R - Match found between block (0, 0) and block (1, 23)
153_R - Match found between block (0, 0) and block (1, 24)
153_R - Match found between block (0, 0) and block (1, 25)
153_R - Match found between block (0, 0) and block (1, 26)
153_R - Match found between block (0, 0) and block (1, 27)
153_R - Match found between block (0, 0) and block (1, 28)
153_R - Match found between block (0, 0) and block (1, 29)
153_R - Match found between block (0, 0) and block (1, 30)
153_R - Match found between block (0, 0) and block (1, 31)
153_R - Match found between block (0, 0) and block (2, 0)
153_R - Match found between block (0, 0) and block (2, 1)
153_R - Match found between block (0, 0) and block (2, 2)
153_R - Match found between block (0, 0) and block (2, 3)
153_R - Match found between block (0, 0) and block (2, 4)
153_R - Match found between block (0, 0) and block (2, 5)
153_R - Match found between block (0, 0) and block (2, 6)
153_R - Match found between block (0, 0) and block (2, 7)
153_R - Match found between block (0, 0) and block (2, 8)
153_R - Match found between block (0, 0) and block (2, 9)
153_R - Match found between block (0, 0) and block (2, 10)
153_R - Match found between block (0, 0) and block (2, 11)
153_R - Match found between block (0, 0) and block (2, 12)
153_R - Match found between block (0, 0) and block (2, 13)
153_R - Match found between block (0, 0) and block (2, 14)
153_R - Match found between block (0, 0) and block (2, 15)
153_R - Match found between block (0, 0) and block (2, 16)
153_R - Match found between block (0, 0) and block (2, 17)
153_R - Match found between block (0, 0) and block (2, 18)
153_R - Match found between block (0, 0) and block (2, 19)
153_R - Match found between block (0, 0) and block (2, 20)
153_R - Match found between block (0, 0) and block (2, 21)
153_R - Match found between block (0, 0) and block (2, 22)
153_R - Match found between block (0, 0) and block (2, 23)
153_R - Match found between block (0, 0) and block (2, 24)
153_R - Match found between block (0, 0) and block (2, 25)
153_R - Match found between block (0, 0) and block (2, 26)
153_R - Match found between block (0, 0) and block (2, 27)
153_R - Match found between block (0, 0) and block (2, 28)
153_R - Match found between block (0, 0) and block (2, 29)
153_R - Match found between block (0, 0) and block (2, 30)
153_R - Match found between block (0, 0) and block (2, 31)
153_R - Match found between block (0, 0) and block (3, 0)
153_R - Match found between block (0, 0) and block (3, 1)
153_R - Match found between block (0, 0) and block (3, 2)
153_R - Match found between block (0, 0) and block (3, 3)
153_R - Match found between block (0, 0) and block (3, 4)
153_R - Match found between block (0, 0) and block (3, 5)
