Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
194_R - Match found between block (0, 0) and block (0, 1)
194_R - Match found between block (0, 0) and block (0, 2)
194_R - Match found between block (0, 0) and block (0, 3)
194_R - Match found between block (0, 0) and block (0, 4)
194_R - Match found between block (0, 0) and block (0, 5)
194_R - Match found between block (0, 0) and block (0, 6)
194_R - Match found between block (0, 0) and block (0, 7)
194_R - Match found between block (0, 0) and block (0, 8)
194_R - Match found between block (0, 0) and block (0, 9)
194_R - Match found between block (0, 0) and block (0, 10)
194_R - Match found between block (0, 0) and block (0, 11)
194_R - Match found between block (0, 0) and block (0, 12)
194_R - Match found between block (0, 0) and block (0, 13)
194_R - Match found between block (0, 0) and block (0, 14)
194_R - Match found between block (0, 0) and block (0, 15)
194_R - Match found between block (0, 0) and block (0, 16)
194_R - Match found between block (0, 0) and block (0, 17)
194_R - Match found between block (0, 0) and block (0, 18)
194_R - Match found between block (0, 0) and block (0, 19)
194_R - Match found between block (0, 0) and block (0, 20)
194_R - Match found between block (0, 0) and block (0, 21)
194_R - Match found between block (0, 0) and block (0, 22)
194_R - Match found between block (0, 0) and block (0, 23)
194_R - Match found between block (0, 0) and block (0, 24)
194_R - Match found between block (0, 0) and block (0, 25)
194_R - Match found between block (0, 0) and block (0, 26)
194_R - Match found between block (0, 0) and block (0, 27)
194_R - Match found between block (0, 0) and block (0, 28)
194_R - Match found between block (0, 0) and block (0, 29)
194_R - Match found between block (0, 0) and block (0, 30)
194_R - Match found between block (0, 0) and block (0, 31)
194_R - Match found between block (0, 0) and block (1, 0)
194_R - Match found between block (0, 0) and block (1, 1)
194_R - Match found between block (0, 0) and block (1, 2)
194_R - Match found between block (0, 0) and block (1, 3)
194_R - Match found between block (0, 0) and block (1, 4)
194_R - Match found between block (0, 0) and block (1, 5)
194_R - Match found between block (0, 0) and block (1, 6)
194_R - Match found between block (0, 0) and block (1, 7)
194_R - Match found between block (0, 0) and block (1, 8)
194_R - Match found between block (0, 0) and block (1, 9)
194_R - Match found between block (0, 0) and block (1, 10)
194_R - Match found between block (0, 0) and block (1, 11)
194_R - Match found between block (0, 0) and block (1, 12)
194_R - Match found between block (0, 0) and block (1, 13)
194_R - Match found between block (0, 0) and block (1, 14)
194_R - Match found between block (0, 0) and block (1, 15)
194_R - Match found between block (0, 0) and block (1, 16)
194_R - Match found between block (0, 0) and block (1, 17)
194_R - Match found between block (0, 0) and block (1, 18)
194_R - Match found between block (0, 0) and block (1, 19)
194_R - Match found between block (0, 0) and block (1, 20)
194_R - Match found between block (0, 0) and block (1, 21)
194_R - Match found between block (0, 0) and block (1, 22)
194_R - Match found between block (0, 0) and block (1, 23)
194_R - Match found between block (0, 0) and block (1, 24)
194_R - Match found between block (0, 0) and block (1, 25)
194_R - Match found between block (0, 0) and block (1, 26)
194_R - Match found between block (0, 0) and block (1, 27)
194_R - Match found between block (0, 0) and block (1, 28)
194_R - Match found between block (0, 0) and block (1, 29)
194_R - Match found between block (0, 0) and block (1, 30)
194_R - Match found between block (0, 0) and block (1, 31)
