Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
013_F - Match found between block (0, 0) and block (6, 12)
013_F - Match found between block (0, 0) and block (6, 13)
013_F - Match found between block (0, 0) and block (7, 0)
013_F - Match found between block (0, 0) and block (7, 1)
013_F - Match found between block (0, 0) and block (7, 14)
013_F - Match found between block (0, 0) and block (8, 0)
013_F - Match found between block (0, 0) and block (8, 1)
013_F - Match found between block (0, 0) and block (8, 2)
013_F - Match found between block (0, 0) and block (8, 15)
013_F - Match found between block (0, 0) and block (9, 0)
013_F - Match found between block (0, 0) and block (10, 1)
013_F - Match found between block (0, 0) and block (10, 12)
013_F - Match found between block (0, 0) and block (10, 28)
013_F - Match found between block (0, 0) and block (11, 12)
013_F - Match found between block (0, 0) and block (11, 27)
013_F - Match found between block (0, 0) and block (13, 13)
013_F - Match found between block (0, 0) and block (14, 13)
013_F - Match found between block (0, 0) and block (15, 9)
013_F - Match found between block (0, 0) and block (15, 12)
013_F - Match found between block (0, 0) and block (16, 11)
013_F - Match found between block (0, 0) and block (16, 12)
013_F - Match found between block (0, 0) and block (16, 25)
013_F - Match found between block (0, 0) and block (17, 10)
013_F - Match found between block (0, 0) and block (17, 14)
013_F - Match found between block (0, 0) and block (17, 23)
013_F - Match found between block (0, 0) and block (19, 8)
013_F - Match found between block (0, 0) and block (19, 9)
013_F - Match found between block (0, 0) and block (19, 11)
013_F - Match found between block (0, 0) and block (19, 19)
013_F - Match found between block (0, 0) and block (20, 15)
013_F - Match found between block (0, 0) and block (21, 6)
013_F - Match found between block (0, 0) and block (23, 6)
013_F - Match found between block (0, 0) and block (24, 0)
013_F - Match found between block (0, 0) and block (25, 15)
013_F - Match found between block (0, 0) and block (26, 29)
013_F - Match found between block (0, 0) and block (27, 17)
013_F - Match found between block (0, 0) and block (31, 30)
013_F - Match found between block (0, 0) and block (31, 31)
013_F - Match found between block (0, 1) and block (0, 7)
013_F - Match found between block (0, 1) and block (0, 10)
013_F - Match found between block (0, 1) and block (0, 13)
013_F - Match found between block (0, 1) and block (0, 17)
013_F - Match found between block (0, 1) and block (0, 18)
013_F - Match found between block (0, 1) and block (0, 22)
013_F - Match found between block (0, 1) and block (1, 0)
013_F - Match found between block (0, 1) and block (1, 11)
013_F - Match found between block (0, 1) and block (1, 12)
013_F - Match found between block (0, 1) and block (1, 13)
013_F - Match found between block (0, 1) and block (1, 21)
013_F - Match found between block (0, 1) and block (1, 26)
013_F - Match found between block (0, 1) and block (2, 0)
013_F - Match found between block (0, 1) and block (2, 12)
013_F - Match found between block (0, 1) and block (2, 23)
013_F - Match found between block (0, 1) and block (2, 31)
013_F - Match found between block (0, 1) and block (3, 10)
013_F - Match found between block (0, 1) and block (3, 13)
013_F - Match found between block (0, 1) and block (3, 19)
013_F - Match found between block (0, 1) and block (3, 21)
013_F - Match found between block (0, 1) and block (3, 23)
013_F - Match found between block (0, 1) and block (3, 26)
013_F - Match found between block (0, 1) and block (3, 27)
013_F - Match found between block (0, 1) and block (4, 2)
013_F - Match found between block (0, 1) and block (4, 4)
013_F - Match found between block (0, 1) and block (4, 6)
013_F - Match found between block (0, 1) and block (4, 7)
013_F - Match found between block (0, 1) and block (4, 13)
013_F - Match found between block (0, 1) and block (4, 15)
013_F - Match found between block (0, 1) and block (4, 20)
013_F - Match found between block (0, 1) and block (4, 21)
013_F - Match found between block (0, 1) and block (4, 23)
013_F - Match found between block (0, 1) and block (4, 24)
013_F - Match found between block (0, 1) and block (4, 27)
013_F - Match found between block (0, 1) and block (4, 29)
013_F - Match found between block (0, 1) and block (4, 31)
013_F - Match found between block (0, 1) and block (5, 13)
013_F - Match found between block (0, 1) and block (5, 18)
013_F - Match found between block (0, 1) and block (5, 21)
013_F - Match found between block (0, 1) and block (5, 24)
013_F - Match found between block (0, 1) and block (5, 29)
013_F - Match found between block (0, 1) and block (6, 19)
013_F - Match found between block (0, 1) and block (6, 25)
013_F - Match found between block (0, 1) and block (7, 4)
013_F - Match found between block (0, 1) and block (7, 6)
013_F - Match found between block (0, 1) and block (7, 12)
013_F - Match found between block (0, 1) and block (7, 13)
013_F - Match found between block (0, 1) and block (7, 26)
013_F - Match found between block (0, 1) and block (8, 26)
013_F - Match found between block (0, 1) and block (8, 27)
013_F - Match found between block (0, 1) and block (9, 9)
013_F - Match found between block (0, 1) and block (9, 20)
013_F - Match found between block (0, 1) and block (9, 27)
013_F - Match found between block (0, 1) and block (10, 4)
013_F - Match found between block (0, 1) and block (10, 5)
013_F - Match found between block (0, 1) and block (10, 10)
013_F - Match found between block (0, 1) and block (10, 19)
013_F - Match found between block (0, 1) and block (10, 21)
013_F - Match found between block (0, 1) and block (10, 23)
013_F - Match found between block (0, 1) and block (10, 24)
013_F - Match found between block (0, 1) and block (10, 27)
013_F - Match found between block (0, 1) and block (11, 1)
013_F - Match found between block (0, 1) and block (11, 4)
013_F - Match found between block (0, 1) and block (11, 9)
013_F - Match found between block (0, 1) and block (11, 10)
013_F - Match found between block (0, 1) and block (11, 13)
013_F - Match found between block (0, 1) and block (11, 19)
013_F - Match found between block (0, 1) and block (11, 20)
013_F - Match found between block (0, 1) and block (11, 21)
