Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
069_R - Match found between block (0, 0) and block (0, 1)
069_R - Match found between block (0, 0) and block (0, 2)
069_R - Match found between block (0, 0) and block (0, 3)
069_R - Match found between block (0, 0) and block (0, 4)
069_R - Match found between block (0, 0) and block (0, 5)
069_R - Match found between block (0, 0) and block (0, 6)
069_R - Match found between block (0, 0) and block (0, 7)
069_R - Match found between block (0, 0) and block (0, 8)
069_R - Match found between block (0, 0) and block (0, 9)
069_R - Match found between block (0, 0) and block (0, 10)
069_R - Match found between block (0, 0) and block (0, 11)
069_R - Match found between block (0, 0) and block (0, 12)
069_R - Match found between block (0, 0) and block (0, 13)
069_R - Match found between block (0, 0) and block (0, 14)
069_R - Match found between block (0, 0) and block (0, 15)
069_R - Match found between block (0, 0) and block (0, 16)
069_R - Match found between block (0, 0) and block (0, 17)
069_R - Match found between block (0, 0) and block (0, 18)
069_R - Match found between block (0, 0) and block (0, 19)
069_R - Match found between block (0, 0) and block (0, 20)
069_R - Match found between block (0, 0) and block (0, 21)
069_R - Match found between block (0, 0) and block (0, 22)
069_R - Match found between block (0, 0) and block (0, 23)
069_R - Match found between block (0, 0) and block (0, 24)
069_R - Match found between block (0, 0) and block (0, 25)
069_R - Match found between block (0, 0) and block (0, 26)
069_R - Match found between block (0, 0) and block (0, 27)
069_R - Match found between block (0, 0) and block (0, 28)
069_R - Match found between block (0, 0) and block (0, 29)
069_R - Match found between block (0, 0) and block (0, 30)
069_R - Match found between block (0, 0) and block (0, 31)
069_R - Match found between block (0, 0) and block (1, 0)
069_R - Match found between block (0, 0) and block (1, 1)
069_R - Match found between block (0, 0) and block (1, 2)
069_R - Match found between block (0, 0) and block (1, 3)
069_R - Match found between block (0, 0) and block (1, 4)
069_R - Match found between block (0, 0) and block (1, 5)
069_R - Match found between block (0, 0) and block (1, 6)
069_R - Match found between block (0, 0) and block (1, 7)
069_R - Match found between block (0, 0) and block (1, 8)
069_R - Match found between block (0, 0) and block (1, 9)
069_R - Match found between block (0, 0) and block (1, 10)
069_R - Match found between block (0, 0) and block (1, 11)
069_R - Match found between block (0, 0) and block (1, 12)
069_R - Match found between block (0, 0) and block (1, 13)
069_R - Match found between block (0, 0) and block (1, 14)
069_R - Match found between block (0, 0) and block (1, 15)
069_R - Match found between block (0, 0) and block (1, 16)
069_R - Match found between block (0, 0) and block (1, 17)
069_R - Match found between block (0, 0) and block (1, 18)
069_R - Match found between block (0, 0) and block (1, 19)
069_R - Match found between block (0, 0) and block (1, 20)
069_R - Match found between block (0, 0) and block (1, 21)
069_R - Match found between block (0, 0) and block (1, 22)
069_R - Match found between block (0, 0) and block (1, 23)
069_R - Match found between block (0, 0) and block (1, 24)
069_R - Match found between block (0, 0) and block (1, 25)
069_R - Match found between block (0, 0) and block (1, 26)
069_R - Match found between block (0, 0) and block (1, 27)
069_R - Match found between block (0, 0) and block (1, 28)
069_R - Match found between block (0, 0) and block (1, 29)
069_R - Match found between block (0, 0) and block (1, 30)
069_R - Match found between block (0, 0) and block (1, 31)
069_R - Match found between block (0, 0) and block (2, 0)
069_R - Match found between block (0, 0) and block (2, 1)
069_R - Match found between block (0, 0) and block (2, 2)
069_R - Match found between block (0, 0) and block (2, 3)
069_R - Match found between block (0, 0) and block (2, 4)
069_R - Match found between block (0, 0) and block (2, 5)
069_R - Match found between block (0, 0) and block (2, 6)
069_R - Match found between block (0, 0) and block (2, 7)
069_R - Match found between block (0, 0) and block (2, 8)
069_R - Match found between block (0, 0) and block (2, 9)
069_R - Match found between block (0, 0) and block (2, 10)
069_R - Match found between block (0, 0) and block (2, 11)
069_R - Match found between block (0, 0) and block (2, 12)
069_R - Match found between block (0, 0) and block (2, 13)
069_R - Match found between block (0, 0) and block (2, 14)
069_R - Match found between block (0, 0) and block (2, 15)
069_R - Match found between block (0, 0) and block (2, 16)
069_R - Match found between block (0, 0) and block (2, 17)
069_R - Match found between block (0, 0) and block (2, 18)
069_R - Match found between block (0, 0) and block (2, 19)
069_R - Match found between block (0, 0) and block (2, 20)
069_R - Match found between block (0, 0) and block (2, 21)
069_R - Match found between block (0, 0) and block (2, 22)
069_R - Match found between block (0, 0) and block (2, 23)
069_R - Match found between block (0, 0) and block (2, 24)
069_R - Match found between block (0, 0) and block (2, 25)
069_R - Match found between block (0, 0) and block (2, 26)
069_R - Match found between block (0, 0) and block (2, 27)
069_R - Match found between block (0, 0) and block (2, 28)
069_R - Match found between block (0, 0) and block (2, 29)
069_R - Match found between block (0, 0) and block (2, 30)
069_R - Match found between block (0, 0) and block (2, 31)
069_R - Match found between block (0, 0) and block (3, 0)
