Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
016_R - Match found between block (0, 0) and block (0, 1)
016_R - Match found between block (0, 0) and block (0, 2)
016_R - Match found between block (0, 0) and block (0, 3)
016_R - Match found between block (0, 0) and block (0, 4)
016_R - Match found between block (0, 0) and block (0, 5)
016_R - Match found between block (0, 0) and block (0, 6)
016_R - Match found between block (0, 0) and block (0, 7)
016_R - Match found between block (0, 0) and block (0, 8)
016_R - Match found between block (0, 0) and block (0, 9)
016_R - Match found between block (0, 0) and block (0, 10)
016_R - Match found between block (0, 0) and block (0, 11)
016_R - Match found between block (0, 0) and block (0, 12)
016_R - Match found between block (0, 0) and block (0, 13)
016_R - Match found between block (0, 0) and block (0, 14)
016_R - Match found between block (0, 0) and block (0, 15)
016_R - Match found between block (0, 0) and block (0, 16)
016_R - Match found between block (0, 0) and block (0, 17)
016_R - Match found between block (0, 0) and block (0, 18)
016_R - Match found between block (0, 0) and block (0, 19)
016_R - Match found between block (0, 0) and block (0, 20)
016_R - Match found between block (0, 0) and block (0, 21)
016_R - Match found between block (0, 0) and block (0, 22)
016_R - Match found between block (0, 0) and block (0, 23)
016_R - Match found between block (0, 0) and block (0, 24)
016_R - Match found between block (0, 0) and block (0, 25)
016_R - Match found between block (0, 0) and block (0, 26)
016_R - Match found between block (0, 0) and block (0, 27)
016_R - Match found between block (0, 0) and block (0, 28)
016_R - Match found between block (0, 0) and block (0, 29)
016_R - Match found between block (0, 0) and block (0, 30)
016_R - Match found between block (0, 0) and block (0, 31)
016_R - Match found between block (0, 0) and block (1, 0)
016_R - Match found between block (0, 0) and block (1, 1)
016_R - Match found between block (0, 0) and block (1, 2)
016_R - Match found between block (0, 0) and block (1, 3)
016_R - Match found between block (0, 0) and block (1, 4)
016_R - Match found between block (0, 0) and block (1, 5)
016_R - Match found between block (0, 0) and block (1, 6)
016_R - Match found between block (0, 0) and block (1, 7)
016_R - Match found between block (0, 0) and block (1, 8)
016_R - Match found between block (0, 0) and block (1, 9)
016_R - Match found between block (0, 0) and block (1, 10)
016_R - Match found between block (0, 0) and block (1, 11)
016_R - Match found between block (0, 0) and block (1, 12)
016_R - Match found between block (0, 0) and block (1, 13)
016_R - Match found between block (0, 0) and block (1, 14)
016_R - Match found between block (0, 0) and block (1, 15)
016_R - Match found between block (0, 0) and block (1, 16)
016_R - Match found between block (0, 0) and block (1, 17)
016_R - Match found between block (0, 0) and block (1, 18)
016_R - Match found between block (0, 0) and block (1, 19)
016_R - Match found between block (0, 0) and block (1, 20)
016_R - Match found between block (0, 0) and block (1, 21)
016_R - Match found between block (0, 0) and block (1, 22)
016_R - Match found between block (0, 0) and block (1, 23)
016_R - Match found between block (0, 0) and block (1, 24)
016_R - Match found between block (0, 0) and block (1, 25)
016_R - Match found between block (0, 0) and block (1, 26)
016_R - Match found between block (0, 0) and block (1, 27)
016_R - Match found between block (0, 0) and block (1, 28)
016_R - Match found between block (0, 0) and block (1, 29)
016_R - Match found between block (0, 0) and block (1, 30)
016_R - Match found between block (0, 0) and block (1, 31)
016_R - Match found between block (0, 0) and block (2, 0)
016_R - Match found between block (0, 0) and block (2, 1)
016_R - Match found between block (0, 0) and block (2, 2)
016_R - Match found between block (0, 0) and block (2, 3)
016_R - Match found between block (0, 0) and block (2, 4)
016_R - Match found between block (0, 0) and block (2, 5)
016_R - Match found between block (0, 0) and block (2, 6)
016_R - Match found between block (0, 0) and block (2, 7)
016_R - Match found between block (0, 0) and block (2, 8)
016_R - Match found between block (0, 0) and block (2, 9)
016_R - Match found between block (0, 0) and block (2, 10)
016_R - Match found between block (0, 0) and block (2, 11)
016_R - Match found between block (0, 0) and block (2, 12)
016_R - Match found between block (0, 0) and block (2, 13)
016_R - Match found between block (0, 0) and block (2, 14)
016_R - Match found between block (0, 0) and block (2, 15)
016_R - Match found between block (0, 0) and block (2, 16)
016_R - Match found between block (0, 0) and block (2, 17)
016_R - Match found between block (0, 0) and block (2, 18)
016_R - Match found between block (0, 0) and block (2, 19)
016_R - Match found between block (0, 0) and block (2, 20)
016_R - Match found between block (0, 0) and block (2, 21)
016_R - Match found between block (0, 0) and block (2, 22)
016_R - Match found between block (0, 0) and block (2, 23)
016_R - Match found between block (0, 0) and block (2, 24)
016_R - Match found between block (0, 0) and block (2, 25)
016_R - Match found between block (0, 0) and block (2, 26)
016_R - Match found between block (0, 0) and block (2, 27)
016_R - Match found between block (0, 0) and block (2, 28)
016_R - Match found between block (0, 0) and block (2, 29)
016_R - Match found between block (0, 0) and block (2, 30)
016_R - Match found between block (0, 0) and block (2, 31)
016_R - Match found between block (0, 0) and block (3, 0)
016_R - Match found between block (0, 0) and block (3, 1)
016_R - Match found between block (0, 0) and block (3, 2)
016_R - Match found between block (0, 0) and block (3, 3)
016_R - Match found between block (0, 0) and block (3, 4)
016_R - Match found between block (0, 0) and block (3, 5)
016_R - Match found between block (0, 0) and block (3, 6)
016_R - Match found between block (0, 0) and block (3, 7)
016_R - Match found between block (0, 0) and block (3, 8)
016_R - Match found between block (0, 0) and block (3, 9)
016_R - Match found between block (0, 0) and block (3, 10)
016_R - Match found between block (0, 0) and block (3, 11)
016_R - Match found between block (0, 0) and block (3, 12)
016_R - Match found between block (0, 0) and block (3, 13)
016_R - Match found between block (0, 0) and block (3, 14)
016_R - Match found between block (0, 0) and block (3, 15)
016_R - Match found between block (0, 0) and block (3, 16)
016_R - Match found between block (0, 0) and block (3, 17)
016_R - Match found between block (0, 0) and block (3, 18)
016_R - Match found between block (0, 0) and block (3, 19)
016_R - Match found between block (0, 0) and block (3, 20)
016_R - Match found between block (0, 0) and block (3, 21)
016_R - Match found between block (0, 0) and block (3, 22)
016_R - Match found between block (0, 0) and block (3, 23)
016_R - Match found between block (0, 0) and block (3, 24)
016_R - Match found between block (0, 0) and block (3, 25)
016_R - Match found between block (0, 0) and block (3, 26)
016_R - Match found between block (0, 0) and block (3, 27)
016_R - Match found between block (0, 0) and block (3, 28)
016_R - Match found between block (0, 0) and block (3, 29)
016_R - Match found between block (0, 0) and block (3, 30)
016_R - Match found between block (0, 0) and block (3, 31)
016_R - Match found between block (0, 0) and block (4, 0)
016_R - Match found between block (0, 0) and block (4, 1)
016_R - Match found between block (0, 0) and block (4, 2)
016_R - Match found between block (0, 0) and block (4, 3)
016_R - Match found between block (0, 0) and block (4, 4)
016_R - Match found between block (0, 0) and block (4, 5)
016_R - Match found between block (0, 0) and block (4, 6)
016_R - Match found between block (0, 0) and block (4, 7)
016_R - Match found between block (0, 0) and block (4, 8)
016_R - Match found between block (0, 0) and block (4, 9)
016_R - Match found between block (0, 0) and block (4, 10)
016_R - Match found between block (0, 0) and block (4, 11)
016_R - Match found between block (0, 0) and block (4, 12)
016_R - Match found between block (0, 0) and block (4, 13)
016_R - Match found between block (0, 0) and block (4, 14)
016_R - Match found between block (0, 0) and block (4, 15)
016_R - Match found between block (0, 0) and block (4, 16)
016_R - Match found between block (0, 0) and block (4, 17)
016_R - Match found between block (0, 0) and block (4, 18)
016_R - Match found between block (0, 0) and block (4, 19)
016_R - Match found between block (0, 0) and block (4, 20)
016_R - Match found between block (0, 0) and block (4, 21)
016_R - Match found between block (0, 0) and block (4, 22)
016_R - Match found between block (0, 0) and block (4, 23)
016_R - Match found between block (0, 0) and block (4, 24)
016_R - Match found between block (0, 0) and block (4, 25)
016_R - Match found between block (0, 0) and block (4, 26)
016_R - Match found between block (0, 0) and block (4, 27)
016_R - Match found between block (0, 0) and block (4, 28)
016_R - Match found between block (0, 0) and block (4, 29)
016_R - Match found between block (0, 0) and block (4, 30)
016_R - Match found between block (0, 0) and block (4, 31)
016_R - Match found between block (0, 0) and block (5, 0)
016_R - Match found between block (0, 0) and block (5, 1)
016_R - Match found between block (0, 0) and block (5, 2)
016_R - Match found between block (0, 0) and block (5, 3)
016_R - Match found between block (0, 0) and block (5, 4)
016_R - Match found between block (0, 0) and block (5, 5)
016_R - Match found between block (0, 0) and block (5, 6)
016_R - Match found between block (0, 0) and block (5, 7)
016_R - Match found between block (0, 0) and block (5, 8)
016_R - Match found between block (0, 0) and block (5, 9)
016_R - Match found between block (0, 0) and block (5, 10)
016_R - Match found between block (0, 0) and block (5, 11)
016_R - Match found between block (0, 0) and block (5, 12)
016_R - Match found between block (0, 0) and block (5, 13)
016_R - Match found between block (0, 0) and block (5, 14)
016_R - Match found between block (0, 0) and block (5, 15)
016_R - Match found between block (0, 0) and block (5, 16)
016_R - Match found between block (0, 0) and block (5, 17)
016_R - Match found between block (0, 0) and block (5, 18)
016_R - Match found between block (0, 0) and block (5, 19)
016_R - Match found between block (0, 0) and block (5, 20)
016_R - Match found between block (0, 0) and block (5, 21)
016_R - Match found between block (0, 0) and block (5, 22)
016_R - Match found between block (0, 0) and block (5, 23)
016_R - Match found between block (0, 0) and block (5, 24)
016_R - Match found between block (0, 0) and block (5, 25)
016_R - Match found between block (0, 0) and block (5, 26)
016_R - Match found between block (0, 0) and block (5, 27)
016_R - Match found between block (0, 0) and block (5, 28)
016_R - Match found between block (0, 0) and block (5, 29)
016_R - Match found between block (0, 0) and block (5, 30)
016_R - Match found between block (0, 0) and block (5, 31)
016_R - Match found between block (0, 0) and block (6, 0)
016_R - Match found between block (0, 0) and block (6, 1)
016_R - Match found between block (0, 0) and block (6, 2)
016_R - Match found between block (0, 0) and block (6, 3)
016_R - Match found between block (0, 0) and block (6, 4)
016_R - Match found between block (0, 0) and block (6, 5)
016_R - Match found between block (0, 0) and block (6, 6)
016_R - Match found between block (0, 0) and block (6, 7)
016_R - Match found between block (0, 0) and block (6, 8)
016_R - Match found between block (0, 0) and block (6, 9)
016_R - Match found between block (0, 0) and block (6, 10)
016_R - Match found between block (0, 0) and block (6, 11)
016_R - Match found between block (0, 0) and block (6, 12)
016_R - Match found between block (0, 0) and block (6, 13)
016_R - Match found between block (0, 0) and block (6, 14)
016_R - Match found between block (0, 0) and block (6, 15)
016_R - Match found between block (0, 0) and block (6, 16)
016_R - Match found between block (0, 0) and block (6, 17)
016_R - Match found between block (0, 0) and block (6, 18)
016_R - Match found between block (0, 0) and block (6, 19)
016_R - Match found between block (0, 0) and block (6, 20)
016_R - Match found between block (0, 0) and block (6, 21)
016_R - Match found between block (0, 0) and block (6, 22)
016_R - Match found between block (0, 0) and block (6, 23)
016_R - Match found between block (0, 0) and block (6, 24)
016_R - Match found between block (0, 0) and block (6, 25)
016_R - Match found between block (0, 0) and block (6, 26)
016_R - Match found between block (0, 0) and block (6, 27)
016_R - Match found between block (0, 0) and block (6, 28)
016_R - Match found between block (0, 0) and block (6, 29)
016_R - Match found between block (0, 0) and block (6, 30)
016_R - Match found between block (0, 0) and block (6, 31)
016_R - Match found between block (0, 0) and block (7, 0)
016_R - Match found between block (0, 0) and block (7, 1)
016_R - Match found between block (0, 0) and block (7, 2)
016_R - Match found between block (0, 0) and block (7, 3)
016_R - Match found between block (0, 0) and block (7, 4)
016_R - Match found between block (0, 0) and block (7, 5)
016_R - Match found between block (0, 0) and block (7, 6)
016_R - Match found between block (0, 0) and block (7, 7)
016_R - Match found between block (0, 0) and block (7, 8)
016_R - Match found between block (0, 0) and block (7, 9)
016_R - Match found between block (0, 0) and block (7, 10)
016_R - Match found between block (0, 0) and block (7, 11)
016_R - Match found between block (0, 0) and block (7, 12)
016_R - Match found between block (0, 0) and block (7, 13)
016_R - Match found between block (0, 0) and block (7, 14)
016_R - Match found between block (0, 0) and block (7, 15)
016_R - Match found between block (0, 0) and block (7, 16)
016_R - Match found between block (0, 0) and block (7, 17)
016_R - Match found between block (0, 0) and block (7, 18)
016_R - Match found between block (0, 0) and block (7, 19)
016_R - Match found between block (0, 0) and block (7, 20)
016_R - Match found between block (0, 0) and block (7, 21)
016_R - Match found between block (0, 0) and block (7, 22)
016_R - Match found between block (0, 0) and block (7, 23)
016_R - Match found between block (0, 0) and block (7, 24)
016_R - Match found between block (0, 0) and block (7, 25)
016_R - Match found between block (0, 0) and block (7, 26)
016_R - Match found between block (0, 0) and block (7, 27)
016_R - Match found between block (0, 0) and block (7, 28)
016_R - Match found between block (0, 0) and block (7, 29)
016_R - Match found between block (0, 0) and block (7, 30)
016_R - Match found between block (0, 0) and block (7, 31)
016_R - Match found between block (0, 0) and block (8, 0)
016_R - Match found between block (0, 0) and block (8, 1)
016_R - Match found between block (0, 0) and block (8, 2)
016_R - Match found between block (0, 0) and block (8, 3)
016_R - Match found between block (0, 0) and block (8, 4)
016_R - Match found between block (0, 0) and block (8, 5)
016_R - Match found between block (0, 0) and block (8, 6)
016_R - Match found between block (0, 0) and block (8, 7)
016_R - Match found between block (0, 0) and block (8, 8)
016_R - Match found between block (0, 0) and block (8, 9)
016_R - Match found between block (0, 0) and block (8, 10)
016_R - Match found between block (0, 0) and block (8, 11)
016_R - Match found between block (0, 0) and block (8, 12)
016_R - Match found between block (0, 0) and block (8, 13)
016_R - Match found between block (0, 0) and block (8, 14)
016_R - Match found between block (0, 0) and block (8, 15)
016_R - Match found between block (0, 0) and block (8, 16)
016_R - Match found between block (0, 0) and block (8, 17)
016_R - Match found between block (0, 0) and block (8, 18)
016_R - Match found between block (0, 0) and block (8, 19)
016_R - Match found between block (0, 0) and block (8, 20)
016_R - Match found between block (0, 0) and block (8, 21)
016_R - Match found between block (0, 0) and block (8, 22)
016_R - Match found between block (0, 0) and block (8, 23)
016_R - Match found between block (0, 0) and block (8, 24)
016_R - Match found between block (0, 0) and block (8, 25)
016_R - Match found between block (0, 0) and block (8, 26)
016_R - Match found between block (0, 0) and block (8, 27)
016_R - Match found between block (0, 0) and block (8, 28)
016_R - Match found between block (0, 0) and block (8, 29)
016_R - Match found between block (0, 0) and block (8, 30)
016_R - Match found between block (0, 0) and block (8, 31)
016_R - Match found between block (0, 0) and block (9, 0)
016_R - Match found between block (0, 0) and block (9, 1)
016_R - Match found between block (0, 0) and block (9, 2)
016_R - Match found between block (0, 0) and block (9, 3)
016_R - Match found between block (0, 0) and block (9, 4)
016_R - Match found between block (0, 0) and block (9, 5)
016_R - Match found between block (0, 0) and block (9, 6)
016_R - Match found between block (0, 0) and block (9, 7)
016_R - Match found between block (0, 0) and block (9, 8)
016_R - Match found between block (0, 0) and block (9, 9)
016_R - Match found between block (0, 0) and block (9, 10)
016_R - Match found between block (0, 0) and block (9, 11)
016_R - Match found between block (0, 0) and block (9, 12)
016_R - Match found between block (0, 0) and block (9, 13)
016_R - Match found between block (0, 0) and block (9, 14)
016_R - Match found between block (0, 0) and block (9, 15)
016_R - Match found between block (0, 0) and block (9, 16)
016_R - Match found between block (0, 0) and block (9, 17)
016_R - Match found between block (0, 0) and block (9, 18)
016_R - Match found between block (0, 0) and block (9, 19)
016_R - Match found between block (0, 0) and block (9, 20)
016_R - Match found between block (0, 0) and block (9, 21)
016_R - Match found between block (0, 0) and block (9, 22)
016_R - Match found between block (0, 0) and block (9, 23)
016_R - Match found between block (0, 0) and block (9, 24)
016_R - Match found between block (0, 0) and block (9, 25)
016_R - Match found between block (0, 0) and block (9, 26)
016_R - Match found between block (0, 0) and block (9, 27)
016_R - Match found between block (0, 0) and block (9, 28)
