Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
121_R - Match found between block (0, 0) and block (0, 1)
121_R - Match found between block (0, 0) and block (0, 2)
121_R - Match found between block (0, 0) and block (0, 3)
121_R - Match found between block (0, 0) and block (0, 4)
121_R - Match found between block (0, 0) and block (0, 5)
121_R - Match found between block (0, 0) and block (0, 6)
121_R - Match found between block (0, 0) and block (0, 7)
121_R - Match found between block (0, 0) and block (0, 8)
121_R - Match found between block (0, 0) and block (0, 9)
121_R - Match found between block (0, 0) and block (0, 10)
121_R - Match found between block (0, 0) and block (0, 11)
121_R - Match found between block (0, 0) and block (0, 12)
121_R - Match found between block (0, 0) and block (0, 13)
121_R - Match found between block (0, 0) and block (0, 14)
121_R - Match found between block (0, 0) and block (0, 15)
121_R - Match found between block (0, 0) and block (0, 16)
121_R - Match found between block (0, 0) and block (0, 17)
121_R - Match found between block (0, 0) and block (0, 18)
121_R - Match found between block (0, 0) and block (0, 19)
121_R - Match found between block (0, 0) and block (0, 20)
121_R - Match found between block (0, 0) and block (0, 21)
121_R - Match found between block (0, 0) and block (0, 22)
121_R - Match found between block (0, 0) and block (0, 23)
121_R - Match found between block (0, 0) and block (0, 24)
121_R - Match found between block (0, 0) and block (0, 25)
121_R - Match found between block (0, 0) and block (0, 26)
121_R - Match found between block (0, 0) and block (0, 27)
121_R - Match found between block (0, 0) and block (0, 28)
121_R - Match found between block (0, 0) and block (0, 29)
121_R - Match found between block (0, 0) and block (0, 30)
121_R - Match found between block (0, 0) and block (0, 31)
121_R - Match found between block (0, 0) and block (1, 0)
121_R - Match found between block (0, 0) and block (1, 1)
121_R - Match found between block (0, 0) and block (1, 2)
121_R - Match found between block (0, 0) and block (1, 3)
121_R - Match found between block (0, 0) and block (1, 4)
121_R - Match found between block (0, 0) and block (1, 5)
121_R - Match found between block (0, 0) and block (1, 6)
121_R - Match found between block (0, 0) and block (1, 7)
121_R - Match found between block (0, 0) and block (1, 8)
121_R - Match found between block (0, 0) and block (1, 9)
121_R - Match found between block (0, 0) and block (1, 10)
121_R - Match found between block (0, 0) and block (1, 11)
121_R - Match found between block (0, 0) and block (1, 12)
121_R - Match found between block (0, 0) and block (1, 13)
121_R - Match found between block (0, 0) and block (1, 14)
121_R - Match found between block (0, 0) and block (1, 15)
121_R - Match found between block (0, 0) and block (1, 16)
121_R - Match found between block (0, 0) and block (1, 17)
121_R - Match found between block (0, 0) and block (1, 18)
121_R - Match found between block (0, 0) and block (1, 19)
121_R - Match found between block (0, 0) and block (1, 20)
121_R - Match found between block (0, 0) and block (1, 21)
121_R - Match found between block (0, 0) and block (1, 22)
121_R - Match found between block (0, 0) and block (1, 23)
121_R - Match found between block (0, 0) and block (1, 24)
121_R - Match found between block (0, 0) and block (1, 25)
121_R - Match found between block (0, 0) and block (1, 26)
121_R - Match found between block (0, 0) and block (1, 27)
121_R - Match found between block (0, 0) and block (1, 28)
121_R - Match found between block (0, 0) and block (1, 29)
121_R - Match found between block (0, 0) and block (1, 30)
121_R - Match found between block (0, 0) and block (1, 31)
121_R - Match found between block (0, 0) and block (2, 0)
121_R - Match found between block (0, 0) and block (2, 1)
121_R - Match found between block (0, 0) and block (2, 2)
121_R - Match found between block (0, 0) and block (2, 3)
121_R - Match found between block (0, 0) and block (2, 4)
121_R - Match found between block (0, 0) and block (2, 5)
121_R - Match found between block (0, 0) and block (2, 6)
121_R - Match found between block (0, 0) and block (2, 7)
