Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
081_R - Match found between block (0, 0) and block (0, 1)
081_R - Match found between block (0, 0) and block (0, 2)
081_R - Match found between block (0, 0) and block (0, 3)
081_R - Match found between block (0, 0) and block (0, 4)
081_R - Match found between block (0, 0) and block (0, 5)
081_R - Match found between block (0, 0) and block (0, 6)
081_R - Match found between block (0, 0) and block (0, 7)
081_R - Match found between block (0, 0) and block (0, 8)
081_R - Match found between block (0, 0) and block (0, 9)
081_R - Match found between block (0, 0) and block (0, 10)
081_R - Match found between block (0, 0) and block (0, 11)
081_R - Match found between block (0, 0) and block (0, 12)
081_R - Match found between block (0, 0) and block (0, 13)
081_R - Match found between block (0, 0) and block (0, 14)
081_R - Match found between block (0, 0) and block (0, 15)
081_R - Match found between block (0, 0) and block (0, 16)
081_R - Match found between block (0, 0) and block (0, 17)
081_R - Match found between block (0, 0) and block (0, 18)
081_R - Match found between block (0, 0) and block (0, 19)
081_R - Match found between block (0, 0) and block (0, 20)
081_R - Match found between block (0, 0) and block (0, 21)
081_R - Match found between block (0, 0) and block (0, 22)
081_R - Match found between block (0, 0) and block (0, 23)
081_R - Match found between block (0, 0) and block (0, 24)
081_R - Match found between block (0, 0) and block (0, 25)
081_R - Match found between block (0, 0) and block (0, 26)
081_R - Match found between block (0, 0) and block (0, 27)
081_R - Match found between block (0, 0) and block (0, 28)
081_R - Match found between block (0, 0) and block (0, 29)
081_R - Match found between block (0, 0) and block (0, 30)
081_R - Match found between block (0, 0) and block (0, 31)
081_R - Match found between block (0, 0) and block (1, 0)
081_R - Match found between block (0, 0) and block (1, 1)
081_R - Match found between block (0, 0) and block (1, 2)
081_R - Match found between block (0, 0) and block (1, 3)
081_R - Match found between block (0, 0) and block (1, 4)
081_R - Match found between block (0, 0) and block (1, 5)
081_R - Match found between block (0, 0) and block (1, 6)
081_R - Match found between block (0, 0) and block (1, 7)
081_R - Match found between block (0, 0) and block (1, 8)
081_R - Match found between block (0, 0) and block (1, 9)
081_R - Match found between block (0, 0) and block (1, 10)
081_R - Match found between block (0, 0) and block (1, 11)
081_R - Match found between block (0, 0) and block (1, 12)
081_R - Match found between block (0, 0) and block (1, 13)
081_R - Match found between block (0, 0) and block (1, 14)
081_R - Match found between block (0, 0) and block (1, 15)
081_R - Match found between block (0, 0) and block (1, 16)
081_R - Match found between block (0, 0) and block (1, 17)
081_R - Match found between block (0, 0) and block (1, 18)
081_R - Match found between block (0, 0) and block (1, 19)
081_R - Match found between block (0, 0) and block (1, 20)
081_R - Match found between block (0, 0) and block (1, 21)
081_R - Match found between block (0, 0) and block (1, 22)
081_R - Match found between block (0, 0) and block (1, 23)
081_R - Match found between block (0, 0) and block (1, 24)
081_R - Match found between block (0, 0) and block (1, 25)
081_R - Match found between block (0, 0) and block (1, 26)
081_R - Match found between block (0, 0) and block (1, 27)
081_R - Match found between block (0, 0) and block (1, 28)
081_R - Match found between block (0, 0) and block (1, 29)
081_R - Match found between block (0, 0) and block (1, 30)
081_R - Match found between block (0, 0) and block (1, 31)
081_R - Match found between block (0, 0) and block (2, 0)
081_R - Match found between block (0, 0) and block (2, 1)
081_R - Match found between block (0, 0) and block (2, 2)
081_R - Match found between block (0, 0) and block (2, 3)
081_R - Match found between block (0, 0) and block (2, 4)
081_R - Match found between block (0, 0) and block (2, 5)
081_R - Match found between block (0, 0) and block (2, 6)
081_R - Match found between block (0, 0) and block (2, 7)
081_R - Match found between block (0, 0) and block (2, 8)
081_R - Match found between block (0, 0) and block (2, 9)
081_R - Match found between block (0, 0) and block (2, 10)
081_R - Match found between block (0, 0) and block (2, 11)
081_R - Match found between block (0, 0) and block (2, 12)
081_R - Match found between block (0, 0) and block (2, 13)
081_R - Match found between block (0, 0) and block (2, 14)
081_R - Match found between block (0, 0) and block (2, 15)
081_R - Match found between block (0, 0) and block (2, 16)
081_R - Match found between block (0, 0) and block (2, 17)
081_R - Match found between block (0, 0) and block (2, 18)
081_R - Match found between block (0, 0) and block (2, 19)
081_R - Match found between block (0, 0) and block (2, 20)
081_R - Match found between block (0, 0) and block (2, 21)
081_R - Match found between block (0, 0) and block (2, 22)
081_R - Match found between block (0, 0) and block (2, 23)
081_R - Match found between block (0, 0) and block (2, 24)
081_R - Match found between block (0, 0) and block (2, 25)
081_R - Match found between block (0, 0) and block (2, 26)
081_R - Match found between block (0, 0) and block (2, 27)
