Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
037_F - Match found between block (0, 0) and block (0, 1)
037_F - Match found between block (0, 0) and block (1, 0)
037_F - Match found between block (0, 0) and block (1, 1)
037_F - Match found between block (0, 0) and block (1, 30)
037_F - Match found between block (0, 0) and block (2, 0)
037_F - Match found between block (0, 0) and block (2, 1)
037_F - Match found between block (0, 0) and block (2, 29)
037_F - Match found between block (0, 0) and block (3, 0)
037_F - Match found between block (0, 0) and block (3, 1)
037_F - Match found between block (0, 0) and block (4, 0)
037_F - Match found between block (0, 0) and block (4, 1)
037_F - Match found between block (0, 0) and block (5, 0)
037_F - Match found between block (0, 0) and block (5, 1)
037_F - Match found between block (0, 0) and block (6, 0)
037_F - Match found between block (0, 0) and block (6, 1)
037_F - Match found between block (0, 0) and block (6, 29)
037_F - Match found between block (0, 0) and block (7, 0)
037_F - Match found between block (0, 0) and block (8, 0)
037_F - Match found between block (0, 0) and block (8, 1)
037_F - Match found between block (0, 0) and block (8, 30)
037_F - Match found between block (0, 0) and block (9, 0)
037_F - Match found between block (0, 0) and block (9, 1)
037_F - Match found between block (0, 0) and block (10, 0)
037_F - Match found between block (0, 0) and block (10, 1)
037_F - Match found between block (0, 0) and block (11, 0)
037_F - Match found between block (0, 0) and block (12, 0)
037_F - Match found between block (0, 0) and block (15, 30)
037_F - Match found between block (0, 0) and block (19, 1)
037_F - Match found between block (0, 0) and block (20, 1)
037_F - Match found between block (0, 0) and block (20, 5)
037_F - Match found between block (0, 0) and block (20, 30)
037_F - Match found between block (0, 0) and block (21, 1)
037_F - Match found between block (0, 0) and block (21, 30)
037_F - Match found between block (0, 0) and block (22, 1)
037_F - Match found between block (0, 0) and block (22, 2)
037_F - Match found between block (0, 0) and block (22, 27)
037_F - Match found between block (0, 0) and block (22, 28)
037_F - Match found between block (0, 0) and block (23, 1)
037_F - Match found between block (0, 0) and block (23, 5)
037_F - Match found between block (0, 0) and block (23, 6)
037_F - Match found between block (0, 0) and block (23, 7)
037_F - Match found between block (0, 0) and block (23, 8)
037_F - Match found between block (0, 0) and block (23, 30)
037_F - Match found between block (0, 0) and block (24, 1)
037_F - Match found between block (0, 0) and block (24, 15)
037_F - Match found between block (0, 0) and block (24, 16)
037_F - Match found between block (0, 0) and block (24, 17)
037_F - Match found between block (0, 0) and block (25, 1)
