Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
125_F - Match found between block (0, 0) and block (0, 2)
125_F - Match found between block (0, 0) and block (0, 3)
125_F - Match found between block (0, 0) and block (0, 4)
125_F - Match found between block (0, 0) and block (0, 8)
125_F - Match found between block (0, 0) and block (0, 12)
125_F - Match found between block (0, 0) and block (0, 13)
125_F - Match found between block (0, 0) and block (1, 3)
125_F - Match found between block (0, 0) and block (1, 4)
125_F - Match found between block (0, 0) and block (1, 5)
125_F - Match found between block (0, 0) and block (1, 8)
125_F - Match found between block (0, 0) and block (1, 16)
125_F - Match found between block (0, 0) and block (2, 2)
125_F - Match found between block (0, 0) and block (2, 3)
125_F - Match found between block (0, 0) and block (2, 4)
125_F - Match found between block (0, 0) and block (2, 5)
125_F - Match found between block (0, 0) and block (2, 9)
125_F - Match found between block (0, 0) and block (2, 11)
125_F - Match found between block (0, 0) and block (2, 12)
125_F - Match found between block (0, 0) and block (2, 13)
125_F - Match found between block (0, 0) and block (3, 0)
125_F - Match found between block (0, 0) and block (3, 3)
125_F - Match found between block (0, 0) and block (3, 4)
125_F - Match found between block (0, 0) and block (3, 7)
125_F - Match found between block (0, 0) and block (3, 12)
125_F - Match found between block (0, 0) and block (3, 13)
125_F - Match found between block (0, 0) and block (3, 19)
125_F - Match found between block (0, 0) and block (4, 3)
125_F - Match found between block (0, 0) and block (4, 6)
125_F - Match found between block (0, 0) and block (4, 7)
125_F - Match found between block (0, 0) and block (4, 16)
125_F - Match found between block (0, 0) and block (4, 21)
125_F - Match found between block (0, 0) and block (5, 4)
125_F - Match found between block (0, 0) and block (5, 5)
125_F - Match found between block (0, 0) and block (5, 6)
125_F - Match found between block (0, 0) and block (5, 17)
125_F - Match found between block (0, 0) and block (6, 1)
125_F - Match found between block (0, 0) and block (6, 5)
125_F - Match found between block (0, 0) and block (6, 6)
125_F - Match found between block (0, 0) and block (6, 10)
125_F - Match found between block (0, 0) and block (6, 17)
125_F - Match found between block (0, 0) and block (7, 6)
125_F - Match found between block (0, 0) and block (7, 11)
125_F - Match found between block (0, 0) and block (7, 13)
125_F - Match found between block (0, 0) and block (7, 18)
125_F - Match found between block (0, 0) and block (7, 19)
125_F - Match found between block (0, 0) and block (7, 20)
125_F - Match found between block (0, 0) and block (8, 5)
125_F - Match found between block (0, 0) and block (8, 6)
125_F - Match found between block (0, 0) and block (8, 10)
125_F - Match found between block (0, 0) and block (8, 11)
125_F - Match found between block (0, 0) and block (8, 14)
125_F - Match found between block (0, 0) and block (8, 18)
125_F - Match found between block (0, 0) and block (8, 19)
125_F - Match found between block (0, 0) and block (8, 20)
125_F - Match found between block (0, 0) and block (9, 7)
125_F - Match found between block (0, 0) and block (9, 9)
125_F - Match found between block (0, 0) and block (9, 10)
125_F - Match found between block (0, 0) and block (9, 11)
125_F - Match found between block (0, 0) and block (9, 13)
125_F - Match found between block (0, 0) and block (9, 14)
125_F - Match found between block (0, 0) and block (9, 18)
125_F - Match found between block (0, 0) and block (9, 19)
125_F - Match found between block (0, 0) and block (10, 1)
125_F - Match found between block (0, 0) and block (10, 6)
125_F - Match found between block (0, 0) and block (10, 9)
125_F - Match found between block (0, 0) and block (10, 11)
125_F - Match found between block (0, 0) and block (10, 12)
125_F - Match found between block (0, 0) and block (10, 13)
125_F - Match found between block (0, 0) and block (10, 17)
125_F - Match found between block (0, 0) and block (10, 19)
125_F - Match found between block (0, 0) and block (10, 22)
125_F - Match found between block (0, 0) and block (11, 5)
125_F - Match found between block (0, 0) and block (11, 14)
125_F - Match found between block (0, 0) and block (11, 22)
125_F - Match found between block (0, 0) and block (11, 25)
125_F - Match found between block (0, 0) and block (12, 0)
125_F - Match found between block (0, 0) and block (12, 2)
125_F - Match found between block (0, 0) and block (12, 17)
125_F - Match found between block (0, 0) and block (12, 25)
125_F - Match found between block (0, 0) and block (12, 26)
125_F - Match found between block (0, 0) and block (13, 6)
125_F - Match found between block (0, 0) and block (13, 12)
125_F - Match found between block (0, 0) and block (13, 13)
125_F - Match found between block (0, 0) and block (13, 16)
125_F - Match found between block (0, 0) and block (13, 17)
125_F - Match found between block (0, 0) and block (13, 18)
125_F - Match found between block (0, 0) and block (13, 19)
125_F - Match found between block (0, 0) and block (13, 21)
125_F - Match found between block (0, 0) and block (13, 26)
125_F - Match found between block (0, 0) and block (14, 12)
125_F - Match found between block (0, 0) and block (14, 13)
125_F - Match found between block (0, 0) and block (14, 15)
125_F - Match found between block (0, 0) and block (14, 18)
125_F - Match found between block (0, 0) and block (14, 20)
