Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
170_R - Match found between block (0, 0) and block (0, 1)
170_R - Match found between block (0, 0) and block (0, 2)
170_R - Match found between block (0, 0) and block (0, 3)
170_R - Match found between block (0, 0) and block (0, 4)
170_R - Match found between block (0, 0) and block (0, 5)
170_R - Match found between block (0, 0) and block (0, 6)
170_R - Match found between block (0, 0) and block (0, 7)
170_R - Match found between block (0, 0) and block (0, 8)
170_R - Match found between block (0, 0) and block (0, 9)
170_R - Match found between block (0, 0) and block (0, 10)
170_R - Match found between block (0, 0) and block (0, 11)
170_R - Match found between block (0, 0) and block (0, 12)
170_R - Match found between block (0, 0) and block (0, 13)
170_R - Match found between block (0, 0) and block (0, 14)
170_R - Match found between block (0, 0) and block (0, 15)
170_R - Match found between block (0, 0) and block (0, 16)
170_R - Match found between block (0, 0) and block (0, 17)
170_R - Match found between block (0, 0) and block (0, 18)
170_R - Match found between block (0, 0) and block (0, 19)
170_R - Match found between block (0, 0) and block (0, 20)
170_R - Match found between block (0, 0) and block (0, 21)
170_R - Match found between block (0, 0) and block (0, 22)
170_R - Match found between block (0, 0) and block (0, 23)
170_R - Match found between block (0, 0) and block (0, 24)
170_R - Match found between block (0, 0) and block (0, 25)
170_R - Match found between block (0, 0) and block (0, 26)
170_R - Match found between block (0, 0) and block (0, 27)
170_R - Match found between block (0, 0) and block (0, 28)
170_R - Match found between block (0, 0) and block (0, 29)
170_R - Match found between block (0, 0) and block (0, 30)
170_R - Match found between block (0, 0) and block (0, 31)
170_R - Match found between block (0, 0) and block (1, 0)
170_R - Match found between block (0, 0) and block (1, 1)
170_R - Match found between block (0, 0) and block (1, 2)
170_R - Match found between block (0, 0) and block (1, 3)
170_R - Match found between block (0, 0) and block (1, 4)
170_R - Match found between block (0, 0) and block (1, 5)
170_R - Match found between block (0, 0) and block (1, 6)
170_R - Match found between block (0, 0) and block (1, 7)
170_R - Match found between block (0, 0) and block (1, 8)
170_R - Match found between block (0, 0) and block (1, 9)
170_R - Match found between block (0, 0) and block (1, 10)
170_R - Match found between block (0, 0) and block (1, 11)
170_R - Match found between block (0, 0) and block (1, 12)
170_R - Match found between block (0, 0) and block (1, 13)
170_R - Match found between block (0, 0) and block (1, 14)
170_R - Match found between block (0, 0) and block (1, 15)
170_R - Match found between block (0, 0) and block (1, 16)
170_R - Match found between block (0, 0) and block (1, 17)
170_R - Match found between block (0, 0) and block (1, 18)
170_R - Match found between block (0, 0) and block (1, 19)
170_R - Match found between block (0, 0) and block (1, 20)
170_R - Match found between block (0, 0) and block (1, 21)
170_R - Match found between block (0, 0) and block (1, 22)
170_R - Match found between block (0, 0) and block (1, 23)
170_R - Match found between block (0, 0) and block (1, 24)
170_R - Match found between block (0, 0) and block (1, 25)
170_R - Match found between block (0, 0) and block (1, 26)
170_R - Match found between block (0, 0) and block (1, 27)
170_R - Match found between block (0, 0) and block (1, 28)
170_R - Match found between block (0, 0) and block (1, 29)
170_R - Match found between block (0, 0) and block (1, 30)
170_R - Match found between block (0, 0) and block (1, 31)
170_R - Match found between block (0, 0) and block (2, 0)
170_R - Match found between block (0, 0) and block (2, 1)
