Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
126_F - Match found between block (0, 0) and block (0, 1)
126_F - Match found between block (0, 0) and block (0, 2)
126_F - Match found between block (0, 0) and block (0, 4)
126_F - Match found between block (0, 0) and block (0, 6)
126_F - Match found between block (0, 0) and block (0, 7)
126_F - Match found between block (0, 0) and block (0, 8)
126_F - Match found between block (0, 0) and block (0, 9)
126_F - Match found between block (0, 0) and block (0, 10)
126_F - Match found between block (0, 0) and block (0, 11)
126_F - Match found between block (0, 0) and block (0, 13)
126_F - Match found between block (0, 0) and block (0, 14)
126_F - Match found between block (0, 0) and block (0, 16)
126_F - Match found between block (0, 0) and block (0, 17)
126_F - Match found between block (0, 0) and block (0, 20)
126_F - Match found between block (0, 0) and block (0, 21)
126_F - Match found between block (0, 0) and block (0, 22)
126_F - Match found between block (0, 0) and block (0, 23)
126_F - Match found between block (0, 0) and block (0, 24)
126_F - Match found between block (0, 0) and block (0, 25)
126_F - Match found between block (0, 0) and block (0, 26)
126_F - Match found between block (0, 0) and block (0, 27)
126_F - Match found between block (0, 0) and block (0, 30)
126_F - Match found between block (0, 0) and block (1, 1)
126_F - Match found between block (0, 0) and block (1, 2)
126_F - Match found between block (0, 0) and block (1, 4)
126_F - Match found between block (0, 0) and block (1, 5)
126_F - Match found between block (0, 0) and block (1, 7)
126_F - Match found between block (0, 0) and block (1, 8)
126_F - Match found between block (0, 0) and block (1, 9)
126_F - Match found between block (0, 0) and block (1, 10)
126_F - Match found between block (0, 0) and block (1, 11)
126_F - Match found between block (0, 0) and block (1, 13)
126_F - Match found between block (0, 0) and block (1, 14)
126_F - Match found between block (0, 0) and block (1, 15)
126_F - Match found between block (0, 0) and block (1, 18)
126_F - Match found between block (0, 0) and block (1, 21)
126_F - Match found between block (0, 0) and block (1, 22)
126_F - Match found between block (0, 0) and block (1, 24)
126_F - Match found between block (0, 0) and block (1, 25)
126_F - Match found between block (0, 0) and block (1, 26)
126_F - Match found between block (0, 0) and block (1, 29)
126_F - Match found between block (0, 0) and block (1, 30)
126_F - Match found between block (0, 0) and block (2, 0)
126_F - Match found between block (0, 0) and block (2, 2)
126_F - Match found between block (0, 0) and block (2, 4)
126_F - Match found between block (0, 0) and block (2, 5)
126_F - Match found between block (0, 0) and block (2, 8)
126_F - Match found between block (0, 0) and block (2, 10)
126_F - Match found between block (0, 0) and block (2, 12)
126_F - Match found between block (0, 0) and block (2, 16)
126_F - Match found between block (0, 0) and block (2, 20)
126_F - Match found between block (0, 0) and block (2, 21)
126_F - Match found between block (0, 0) and block (2, 25)
126_F - Match found between block (0, 0) and block (2, 26)
126_F - Match found between block (0, 0) and block (2, 28)
126_F - Match found between block (0, 0) and block (2, 29)
126_F - Match found between block (0, 0) and block (2, 31)
126_F - Match found between block (0, 0) and block (3, 0)
126_F - Match found between block (0, 0) and block (3, 2)
126_F - Match found between block (0, 0) and block (3, 3)
126_F - Match found between block (0, 0) and block (3, 6)
126_F - Match found between block (0, 0) and block (3, 7)
126_F - Match found between block (0, 0) and block (3, 8)
126_F - Match found between block (0, 0) and block (3, 9)
126_F - Match found between block (0, 0) and block (3, 12)
126_F - Match found between block (0, 0) and block (3, 14)
126_F - Match found between block (0, 0) and block (3, 16)
126_F - Match found between block (0, 0) and block (3, 17)
126_F - Match found between block (0, 0) and block (3, 23)
126_F - Match found between block (0, 0) and block (3, 24)
126_F - Match found between block (0, 0) and block (3, 25)
126_F - Match found between block (0, 0) and block (3, 26)
126_F - Match found between block (0, 0) and block (3, 29)
126_F - Match found between block (0, 0) and block (3, 30)
126_F - Match found between block (0, 0) and block (4, 1)
126_F - Match found between block (0, 0) and block (4, 3)
126_F - Match found between block (0, 0) and block (4, 6)
126_F - Match found between block (0, 0) and block (4, 7)
126_F - Match found between block (0, 0) and block (4, 12)
126_F - Match found between block (0, 0) and block (4, 13)
126_F - Match found between block (0, 0) and block (4, 16)
126_F - Match found between block (0, 0) and block (4, 18)
126_F - Match found between block (0, 0) and block (4, 25)
126_F - Match found between block (0, 0) and block (4, 30)
126_F - Match found between block (0, 0) and block (4, 31)
126_F - Match found between block (0, 0) and block (5, 0)
126_F - Match found between block (0, 0) and block (5, 1)
126_F - Match found between block (0, 0) and block (5, 3)
126_F - Match found between block (0, 0) and block (5, 5)
126_F - Match found between block (0, 0) and block (5, 6)
126_F - Match found between block (0, 0) and block (5, 8)
126_F - Match found between block (0, 0) and block (5, 10)
126_F - Match found between block (0, 0) and block (5, 11)
126_F - Match found between block (0, 0) and block (5, 12)
126_F - Match found between block (0, 0) and block (5, 14)
126_F - Match found between block (0, 0) and block (5, 17)
126_F - Match found between block (0, 0) and block (5, 20)
126_F - Match found between block (0, 0) and block (5, 25)
126_F - Match found between block (0, 0) and block (5, 26)
126_F - Match found between block (0, 0) and block (6, 0)
126_F - Match found between block (0, 0) and block (6, 1)
126_F - Match found between block (0, 0) and block (6, 2)
126_F - Match found between block (0, 0) and block (6, 4)
