Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
127_F - Match found between block (0, 0) and block (0, 1)
127_F - Match found between block (0, 0) and block (0, 3)
127_F - Match found between block (0, 0) and block (0, 13)
127_F - Match found between block (0, 0) and block (0, 14)
127_F - Match found between block (0, 0) and block (0, 20)
127_F - Match found between block (0, 0) and block (0, 21)
127_F - Match found between block (0, 0) and block (0, 25)
127_F - Match found between block (0, 0) and block (0, 28)
127_F - Match found between block (0, 0) and block (1, 3)
127_F - Match found between block (0, 0) and block (1, 9)
127_F - Match found between block (0, 0) and block (1, 15)
127_F - Match found between block (0, 0) and block (1, 18)
127_F - Match found between block (0, 0) and block (1, 24)
127_F - Match found between block (0, 0) and block (1, 28)
127_F - Match found between block (0, 0) and block (1, 31)
127_F - Match found between block (0, 0) and block (2, 2)
127_F - Match found between block (0, 0) and block (2, 18)
127_F - Match found between block (0, 0) and block (2, 21)
127_F - Match found between block (0, 0) and block (2, 27)
127_F - Match found between block (0, 0) and block (3, 1)
127_F - Match found between block (0, 0) and block (3, 18)
127_F - Match found between block (0, 0) and block (3, 19)
127_F - Match found between block (0, 0) and block (3, 22)
127_F - Match found between block (0, 0) and block (4, 20)
127_F - Match found between block (0, 0) and block (5, 6)
127_F - Match found between block (0, 0) and block (5, 26)
127_F - Match found between block (0, 0) and block (5, 27)
127_F - Match found between block (0, 0) and block (6, 6)
127_F - Match found between block (0, 0) and block (6, 22)
127_F - Match found between block (0, 0) and block (6, 25)
127_F - Match found between block (0, 0) and block (6, 26)
127_F - Match found between block (0, 0) and block (6, 31)
127_F - Match found between block (0, 0) and block (7, 3)
127_F - Match found between block (0, 0) and block (7, 9)
127_F - Match found between block (0, 0) and block (7, 11)
127_F - Match found between block (0, 0) and block (8, 25)
127_F - Match found between block (0, 0) and block (8, 26)
127_F - Match found between block (0, 0) and block (8, 29)
127_F - Match found between block (0, 0) and block (9, 10)
127_F - Match found between block (0, 0) and block (9, 11)
127_F - Match found between block (0, 0) and block (9, 14)
127_F - Match found between block (0, 0) and block (10, 7)
127_F - Match found between block (0, 0) and block (10, 11)
127_F - Match found between block (0, 0) and block (10, 25)
127_F - Match found between block (0, 0) and block (10, 28)
127_F - Match found between block (0, 0) and block (12, 1)
127_F - Match found between block (0, 0) and block (13, 11)
127_F - Match found between block (0, 0) and block (13, 22)
127_F - Match found between block (0, 0) and block (13, 25)
127_F - Match found between block (0, 0) and block (13, 29)
127_F - Match found between block (0, 0) and block (13, 30)
127_F - Match found between block (0, 0) and block (14, 23)
127_F - Match found between block (0, 0) and block (14, 28)
127_F - Match found between block (0, 0) and block (15, 19)
127_F - Match found between block (0, 0) and block (15, 24)
127_F - Match found between block (0, 0) and block (15, 25)
127_F - Match found between block (0, 0) and block (15, 29)
127_F - Match found between block (0, 0) and block (16, 21)
127_F - Match found between block (0, 0) and block (16, 25)
127_F - Match found between block (0, 0) and block (16, 30)
127_F - Match found between block (0, 0) and block (16, 31)
127_F - Match found between block (0, 0) and block (17, 22)
127_F - Match found between block (0, 0) and block (17, 23)
127_F - Match found between block (0, 0) and block (18, 11)
127_F - Match found between block (0, 0) and block (18, 25)
127_F - Match found between block (0, 0) and block (19, 6)
127_F - Match found between block (0, 0) and block (19, 26)
127_F - Match found between block (0, 0) and block (20, 20)
127_F - Match found between block (0, 0) and block (20, 22)
127_F - Match found between block (0, 0) and block (21, 3)
127_F - Match found between block (0, 0) and block (21, 12)
127_F - Match found between block (0, 0) and block (21, 31)
127_F - Match found between block (0, 0) and block (22, 9)
127_F - Match found between block (0, 0) and block (22, 13)
127_F - Match found between block (0, 0) and block (22, 18)
127_F - Match found between block (0, 0) and block (22, 20)
127_F - Match found between block (0, 0) and block (23, 2)
127_F - Match found between block (0, 0) and block (23, 4)
127_F - Match found between block (0, 0) and block (23, 5)
127_F - Match found between block (0, 0) and block (24, 2)
127_F - Match found between block (0, 0) and block (24, 28)
127_F - Match found between block (0, 0) and block (25, 0)
127_F - Match found between block (0, 0) and block (25, 3)
127_F - Match found between block (0, 0) and block (25, 26)
127_F - Match found between block (0, 0) and block (26, 4)
127_F - Match found between block (0, 0) and block (26, 24)
127_F - Match found between block (0, 0) and block (26, 26)
127_F - Match found between block (0, 0) and block (27, 0)
127_F - Match found between block (0, 0) and block (27, 3)
127_F - Match found between block (0, 0) and block (27, 9)
127_F - Match found between block (0, 0) and block (27, 23)
127_F - Match found between block (0, 0) and block (27, 25)
127_F - Match found between block (0, 0) and block (27, 27)
127_F - Match found between block (0, 0) and block (28, 5)
127_F - Match found between block (0, 0) and block (28, 6)
127_F - Match found between block (0, 0) and block (28, 15)
127_F - Match found between block (0, 0) and block (28, 16)
127_F - Match found between block (0, 0) and block (28, 21)
127_F - Match found between block (0, 0) and block (28, 22)
127_F - Match found between block (0, 0) and block (28, 25)
127_F - Match found between block (0, 0) and block (29, 5)
127_F - Match found between block (0, 0) and block (29, 24)
127_F - Match found between block (0, 0) and block (29, 25)
127_F - Match found between block (0, 0) and block (29, 26)
127_F - Match found between block (0, 0) and block (29, 27)
127_F - Match found between block (0, 0) and block (30, 5)
127_F - Match found between block (0, 0) and block (30, 21)
127_F - Match found between block (0, 0) and block (30, 22)
127_F - Match found between block (0, 0) and block (30, 26)
127_F - Match found between block (0, 0) and block (31, 0)
127_F - Match found between block (0, 0) and block (31, 20)
127_F - Match found between block (0, 0) and block (31, 23)
127_F - Match found between block (0, 0) and block (31, 26)
127_F - Match found between block (0, 0) and block (31, 29)
127_F - Match found between block (0, 2) and block (0, 19)
127_F - Match found between block (0, 2) and block (0, 23)
127_F - Match found between block (0, 2) and block (0, 24)
127_F - Match found between block (0, 2) and block (0, 26)
127_F - Match found between block (0, 2) and block (0, 30)
127_F - Match found between block (0, 2) and block (0, 31)
127_F - Match found between block (0, 2) and block (1, 0)
127_F - Match found between block (0, 2) and block (1, 2)
127_F - Match found between block (0, 2) and block (1, 13)
127_F - Match found between block (0, 2) and block (1, 20)
127_F - Match found between block (0, 2) and block (1, 25)
127_F - Match found between block (0, 2) and block (1, 26)
127_F - Match found between block (0, 2) and block (1, 27)
127_F - Match found between block (0, 2) and block (1, 30)
127_F - Match found between block (0, 2) and block (2, 0)
127_F - Match found between block (0, 2) and block (2, 1)
127_F - Match found between block (0, 2) and block (2, 12)
127_F - Match found between block (0, 2) and block (2, 13)
127_F - Match found between block (0, 2) and block (2, 20)
127_F - Match found between block (0, 2) and block (2, 22)
127_F - Match found between block (0, 2) and block (2, 24)
127_F - Match found between block (0, 2) and block (2, 28)
127_F - Match found between block (0, 2) and block (3, 20)
127_F - Match found between block (0, 2) and block (3, 21)
127_F - Match found between block (0, 2) and block (3, 27)
127_F - Match found between block (0, 2) and block (3, 28)
127_F - Match found between block (0, 2) and block (3, 29)
127_F - Match found between block (0, 2) and block (4, 9)
127_F - Match found between block (0, 2) and block (4, 12)
127_F - Match found between block (0, 2) and block (5, 7)
127_F - Match found between block (0, 2) and block (5, 13)
127_F - Match found between block (0, 2) and block (5, 19)
127_F - Match found between block (0, 2) and block (5, 28)
127_F - Match found between block (0, 2) and block (5, 29)
127_F - Match found between block (0, 2) and block (6, 13)
127_F - Match found between block (0, 2) and block (6, 18)
127_F - Match found between block (0, 2) and block (6, 27)
127_F - Match found between block (0, 2) and block (7, 4)
127_F - Match found between block (0, 2) and block (7, 12)
127_F - Match found between block (0, 2) and block (7, 18)
127_F - Match found between block (0, 2) and block (7, 27)
127_F - Match found between block (0, 2) and block (7, 29)
127_F - Match found between block (0, 2) and block (8, 17)
127_F - Match found between block (0, 2) and block (9, 3)
127_F - Match found between block (0, 2) and block (9, 12)
127_F - Match found between block (0, 2) and block (9, 15)
127_F - Match found between block (0, 2) and block (9, 24)
127_F - Match found between block (0, 2) and block (9, 25)
127_F - Match found between block (0, 2) and block (9, 28)
127_F - Match found between block (0, 2) and block (9, 29)
127_F - Match found between block (0, 2) and block (10, 9)
127_F - Match found between block (0, 2) and block (10, 19)
127_F - Match found between block (0, 2) and block (10, 26)
127_F - Match found between block (0, 2) and block (11, 9)
127_F - Match found between block (0, 2) and block (11, 15)
127_F - Match found between block (0, 2) and block (11, 17)
127_F - Match found between block (0, 2) and block (11, 27)
127_F - Match found between block (0, 2) and block (12, 11)
127_F - Match found between block (0, 2) and block (12, 14)
127_F - Match found between block (0, 2) and block (12, 16)
127_F - Match found between block (0, 2) and block (14, 1)
127_F - Match found between block (0, 2) and block (14, 22)
127_F - Match found between block (0, 2) and block (15, 14)
127_F - Match found between block (0, 2) and block (15, 22)
127_F - Match found between block (0, 2) and block (15, 23)
127_F - Match found between block (0, 2) and block (15, 28)
127_F - Match found between block (0, 2) and block (16, 1)
127_F - Match found between block (0, 2) and block (16, 11)
127_F - Match found between block (0, 2) and block (16, 12)
127_F - Match found between block (0, 2) and block (16, 23)
127_F - Match found between block (0, 2) and block (17, 5)
127_F - Match found between block (0, 2) and block (17, 12)
127_F - Match found between block (0, 2) and block (17, 14)
127_F - Match found between block (0, 2) and block (17, 24)
127_F - Match found between block (0, 2) and block (17, 25)
127_F - Match found between block (0, 2) and block (17, 26)
127_F - Match found between block (0, 2) and block (17, 27)
127_F - Match found between block (0, 2) and block (17, 30)
127_F - Match found between block (0, 2) and block (18, 12)
127_F - Match found between block (0, 2) and block (18, 26)
127_F - Match found between block (0, 2) and block (18, 29)
127_F - Match found between block (0, 2) and block (19, 12)
127_F - Match found between block (0, 2) and block (19, 18)
127_F - Match found between block (0, 2) and block (19, 19)
127_F - Match found between block (0, 2) and block (19, 21)
127_F - Match found between block (0, 2) and block (19, 22)
127_F - Match found between block (0, 2) and block (20, 4)
127_F - Match found between block (0, 2) and block (20, 8)
127_F - Match found between block (0, 2) and block (20, 10)
127_F - Match found between block (0, 2) and block (20, 11)
127_F - Match found between block (0, 2) and block (20, 17)
127_F - Match found between block (0, 2) and block (20, 31)
127_F - Match found between block (0, 2) and block (21, 5)
127_F - Match found between block (0, 2) and block (21, 8)
127_F - Match found between block (0, 2) and block (21, 22)
127_F - Match found between block (0, 2) and block (21, 30)
127_F - Match found between block (0, 2) and block (22, 10)
127_F - Match found between block (0, 2) and block (23, 11)
127_F - Match found between block (0, 2) and block (23, 13)
127_F - Match found between block (0, 2) and block (23, 14)
127_F - Match found between block (0, 2) and block (23, 27)
127_F - Match found between block (0, 2) and block (24, 11)
127_F - Match found between block (0, 2) and block (24, 29)
127_F - Match found between block (0, 2) and block (25, 9)
127_F - Match found between block (0, 2) and block (25, 10)
127_F - Match found between block (0, 2) and block (25, 27)
127_F - Match found between block (0, 2) and block (25, 29)
127_F - Match found between block (0, 2) and block (26, 0)
127_F - Match found between block (0, 2) and block (26, 25)
127_F - Match found between block (0, 2) and block (26, 27)
127_F - Match found between block (0, 2) and block (27, 5)
127_F - Match found between block (0, 2) and block (27, 6)
127_F - Match found between block (0, 2) and block (27, 13)
127_F - Match found between block (0, 2) and block (27, 22)
127_F - Match found between block (0, 2) and block (27, 24)
127_F - Match found between block (0, 2) and block (28, 13)
127_F - Match found between block (0, 2) and block (28, 24)
127_F - Match found between block (0, 2) and block (28, 27)
127_F - Match found between block (0, 2) and block (29, 3)
127_F - Match found between block (0, 2) and block (29, 4)
127_F - Match found between block (0, 2) and block (29, 11)
127_F - Match found between block (0, 2) and block (29, 21)
127_F - Match found between block (0, 2) and block (29, 22)
127_F - Match found between block (0, 2) and block (29, 23)
127_F - Match found between block (0, 2) and block (30, 4)
127_F - Match found between block (0, 2) and block (30, 6)
127_F - Match found between block (0, 2) and block (30, 10)
127_F - Match found between block (0, 2) and block (30, 20)
127_F - Match found between block (0, 2) and block (30, 24)
127_F - Match found between block (0, 2) and block (30, 27)
127_F - Match found between block (0, 2) and block (31, 5)
127_F - Match found between block (0, 2) and block (31, 8)
127_F - Match found between block (0, 2) and block (31, 28)
127_F - Match found between block (0, 4) and block (0, 5)
127_F - Match found between block (0, 4) and block (0, 7)
127_F - Match found between block (0, 4) and block (0, 10)
127_F - Match found between block (0, 4) and block (1, 7)
127_F - Match found between block (0, 4) and block (1, 14)
127_F - Match found between block (0, 4) and block (1, 17)
127_F - Match found between block (0, 4) and block (1, 29)
127_F - Match found between block (0, 4) and block (2, 6)
127_F - Match found between block (0, 4) and block (2, 7)
127_F - Match found between block (0, 4) and block (2, 16)
127_F - Match found between block (0, 4) and block (2, 30)
127_F - Match found between block (0, 4) and block (3, 0)
127_F - Match found between block (0, 4) and block (3, 7)
127_F - Match found between block (0, 4) and block (3, 10)
127_F - Match found between block (0, 4) and block (3, 12)
127_F - Match found between block (0, 4) and block (3, 14)
127_F - Match found between block (0, 4) and block (3, 23)
127_F - Match found between block (0, 4) and block (3, 25)
127_F - Match found between block (0, 4) and block (3, 30)
127_F - Match found between block (0, 4) and block (4, 6)
127_F - Match found between block (0, 4) and block (4, 11)
127_F - Match found between block (0, 4) and block (4, 15)
127_F - Match found between block (0, 4) and block (4, 21)
127_F - Match found between block (0, 4) and block (4, 23)
127_F - Match found between block (0, 4) and block (4, 26)
127_F - Match found between block (0, 4) and block (4, 27)
127_F - Match found between block (0, 4) and block (4, 31)
127_F - Match found between block (0, 4) and block (5, 0)
127_F - Match found between block (0, 4) and block (5, 1)
127_F - Match found between block (0, 4) and block (5, 2)
127_F - Match found between block (0, 4) and block (5, 5)
127_F - Match found between block (0, 4) and block (5, 12)
127_F - Match found between block (0, 4) and block (5, 20)
127_F - Match found between block (0, 4) and block (5, 30)
127_F - Match found between block (0, 4) and block (6, 5)
127_F - Match found between block (0, 4) and block (6, 16)
127_F - Match found between block (0, 4) and block (6, 20)
127_F - Match found between block (0, 4) and block (6, 30)
127_F - Match found between block (0, 4) and block (7, 1)
127_F - Match found between block (0, 4) and block (7, 2)
127_F - Match found between block (0, 4) and block (7, 13)
127_F - Match found between block (0, 4) and block (7, 20)
127_F - Match found between block (0, 4) and block (7, 28)
127_F - Match found between block (0, 4) and block (8, 8)
127_F - Match found between block (0, 4) and block (8, 11)
127_F - Match found between block (0, 4) and block (8, 15)
127_F - Match found between block (0, 4) and block (8, 18)
127_F - Match found between block (0, 4) and block (8, 24)
127_F - Match found between block (0, 4) and block (8, 31)
127_F - Match found between block (0, 4) and block (9, 7)
127_F - Match found between block (0, 4) and block (9, 13)
127_F - Match found between block (0, 4) and block (9, 18)
127_F - Match found between block (0, 4) and block (9, 27)
127_F - Match found between block (0, 4) and block (10, 0)
127_F - Match found between block (0, 4) and block (10, 13)
127_F - Match found between block (0, 4) and block (10, 18)
127_F - Match found between block (0, 4) and block (10, 27)
127_F - Match found between block (0, 4) and block (11, 0)
127_F - Match found between block (0, 4) and block (11, 2)
127_F - Match found between block (0, 4) and block (11, 10)
127_F - Match found between block (0, 4) and block (11, 12)
127_F - Match found between block (0, 4) and block (11, 13)
127_F - Match found between block (0, 4) and block (11, 23)
127_F - Match found between block (0, 4) and block (11, 24)
127_F - Match found between block (0, 4) and block (12, 15)
127_F - Match found between block (0, 4) and block (12, 19)
127_F - Match found between block (0, 4) and block (12, 23)
127_F - Match found between block (0, 4) and block (12, 25)
127_F - Match found between block (0, 4) and block (13, 6)
127_F - Match found between block (0, 4) and block (13, 7)
127_F - Match found between block (0, 4) and block (13, 8)
127_F - Match found between block (0, 4) and block (13, 9)
127_F - Match found between block (0, 4) and block (13, 13)
127_F - Match found between block (0, 4) and block (13, 14)
127_F - Match found between block (0, 4) and block (13, 19)
127_F - Match found between block (0, 4) and block (13, 21)
127_F - Match found between block (0, 4) and block (14, 0)
127_F - Match found between block (0, 4) and block (14, 7)
127_F - Match found between block (0, 4) and block (14, 8)
127_F - Match found between block (0, 4) and block (14, 9)
127_F - Match found between block (0, 4) and block (14, 11)
127_F - Match found between block (0, 4) and block (14, 13)
127_F - Match found between block (0, 4) and block (14, 14)
127_F - Match found between block (0, 4) and block (14, 18)
127_F - Match found between block (0, 4) and block (14, 19)
127_F - Match found between block (0, 4) and block (14, 24)
127_F - Match found between block (0, 4) and block (14, 25)
127_F - Match found between block (0, 4) and block (14, 29)
127_F - Match found between block (0, 4) and block (15, 0)
127_F - Match found between block (0, 4) and block (15, 9)
127_F - Match found between block (0, 4) and block (15, 16)
127_F - Match found between block (0, 4) and block (15, 20)
127_F - Match found between block (0, 4) and block (15, 21)
127_F - Match found between block (0, 4) and block (16, 5)
127_F - Match found between block (0, 4) and block (16, 14)
127_F - Match found between block (0, 4) and block (16, 17)
127_F - Match found between block (0, 4) and block (16, 24)
127_F - Match found between block (0, 4) and block (16, 27)
127_F - Match found between block (0, 4) and block (16, 29)
127_F - Match found between block (0, 4) and block (17, 6)
127_F - Match found between block (0, 4) and block (17, 7)
127_F - Match found between block (0, 4) and block (17, 10)
127_F - Match found between block (0, 4) and block (17, 15)
127_F - Match found between block (0, 4) and block (17, 31)
127_F - Match found between block (0, 4) and block (18, 6)
127_F - Match found between block (0, 4) and block (18, 19)
127_F - Match found between block (0, 4) and block (18, 24)
127_F - Match found between block (0, 4) and block (19, 7)
127_F - Match found between block (0, 4) and block (19, 9)
127_F - Match found between block (0, 4) and block (19, 14)
127_F - Match found between block (0, 4) and block (19, 16)
127_F - Match found between block (0, 4) and block (19, 24)
127_F - Match found between block (0, 4) and block (19, 27)
127_F - Match found between block (0, 4) and block (19, 29)
127_F - Match found between block (0, 4) and block (20, 5)
127_F - Match found between block (0, 4) and block (20, 9)
127_F - Match found between block (0, 4) and block (20, 12)
127_F - Match found between block (0, 4) and block (20, 14)
127_F - Match found between block (0, 4) and block (20, 16)
127_F - Match found between block (0, 4) and block (20, 18)
127_F - Match found between block (0, 4) and block (20, 23)
127_F - Match found between block (0, 4) and block (21, 2)
127_F - Match found between block (0, 4) and block (21, 9)
127_F - Match found between block (0, 4) and block (21, 11)
127_F - Match found between block (0, 4) and block (21, 13)
127_F - Match found between block (0, 4) and block (21, 14)
127_F - Match found between block (0, 4) and block (21, 16)
127_F - Match found between block (0, 4) and block (21, 18)
127_F - Match found between block (0, 4) and block (21, 20)
127_F - Match found between block (0, 4) and block (21, 23)
127_F - Match found between block (0, 4) and block (21, 29)
127_F - Match found between block (0, 4) and block (22, 5)
127_F - Match found between block (0, 4) and block (22, 12)
127_F - Match found between block (0, 4) and block (22, 16)
127_F - Match found between block (0, 4) and block (22, 30)
127_F - Match found between block (0, 4) and block (23, 3)
127_F - Match found between block (0, 4) and block (23, 9)
127_F - Match found between block (0, 4) and block (23, 15)
127_F - Match found between block (0, 4) and block (23, 28)
127_F - Match found between block (0, 4) and block (23, 30)
127_F - Match found between block (0, 4) and block (24, 5)
127_F - Match found between block (0, 4) and block (24, 9)
127_F - Match found between block (0, 4) and block (24, 14)
127_F - Match found between block (0, 4) and block (24, 27)
127_F - Match found between block (0, 4) and block (24, 30)
127_F - Match found between block (0, 4) and block (25, 2)
127_F - Match found between block (0, 4) and block (25, 5)
127_F - Match found between block (0, 4) and block (25, 12)
127_F - Match found between block (0, 4) and block (25, 31)
127_F - Match found between block (0, 4) and block (26, 1)
127_F - Match found between block (0, 4) and block (26, 2)
127_F - Match found between block (0, 4) and block (26, 3)
127_F - Match found between block (0, 4) and block (26, 5)
127_F - Match found between block (0, 4) and block (26, 9)
127_F - Match found between block (0, 4) and block (26, 12)
127_F - Match found between block (0, 4) and block (26, 13)
127_F - Match found between block (0, 4) and block (26, 15)
127_F - Match found between block (0, 4) and block (26, 16)
127_F - Match found between block (0, 4) and block (26, 31)
127_F - Match found between block (0, 4) and block (27, 4)
127_F - Match found between block (0, 4) and block (27, 7)
127_F - Match found between block (0, 4) and block (27, 11)
127_F - Match found between block (0, 4) and block (28, 2)
127_F - Match found between block (0, 4) and block (28, 3)
127_F - Match found between block (0, 4) and block (28, 4)
127_F - Match found between block (0, 4) and block (28, 7)
127_F - Match found between block (0, 4) and block (28, 12)
127_F - Match found between block (0, 4) and block (29, 2)
127_F - Match found between block (0, 4) and block (29, 16)
127_F - Match found between block (0, 4) and block (30, 1)
127_F - Match found between block (0, 4) and block (30, 15)
127_F - Match found between block (0, 4) and block (30, 18)
127_F - Match found between block (0, 4) and block (30, 28)
127_F - Match found between block (0, 4) and block (31, 6)
127_F - Match found between block (0, 4) and block (31, 9)
127_F - Match found between block (0, 4) and block (31, 17)
127_F - Match found between block (0, 4) and block (31, 18)
127_F - Match found between block (0, 4) and block (31, 21)
127_F - Match found between block (0, 4) and block (31, 22)
127_F - Match found between block (0, 4) and block (31, 27)
127_F - Match found between block (0, 4) and block (31, 30)
127_F - Match found between block (0, 6) and block (0, 9)
127_F - Match found between block (0, 6) and block (1, 6)
127_F - Match found between block (0, 6) and block (1, 8)
127_F - Match found between block (0, 6) and block (2, 8)
127_F - Match found between block (0, 6) and block (2, 11)
127_F - Match found between block (0, 6) and block (2, 15)
127_F - Match found between block (0, 6) and block (2, 26)
127_F - Match found between block (0, 6) and block (3, 8)
127_F - Match found between block (0, 6) and block (3, 9)
127_F - Match found between block (0, 6) and block (3, 24)
127_F - Match found between block (0, 6) and block (3, 31)
127_F - Match found between block (0, 6) and block (4, 13)
