Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
118_R - Match found between block (0, 0) and block (0, 1)
118_R - Match found between block (0, 0) and block (0, 2)
118_R - Match found between block (0, 0) and block (0, 3)
118_R - Match found between block (0, 0) and block (0, 4)
118_R - Match found between block (0, 0) and block (0, 5)
118_R - Match found between block (0, 0) and block (0, 6)
118_R - Match found between block (0, 0) and block (0, 7)
118_R - Match found between block (0, 0) and block (0, 8)
118_R - Match found between block (0, 0) and block (0, 9)
118_R - Match found between block (0, 0) and block (0, 10)
118_R - Match found between block (0, 0) and block (0, 11)
118_R - Match found between block (0, 0) and block (0, 12)
118_R - Match found between block (0, 0) and block (0, 13)
118_R - Match found between block (0, 0) and block (0, 14)
118_R - Match found between block (0, 0) and block (0, 15)
118_R - Match found between block (0, 0) and block (0, 16)
118_R - Match found between block (0, 0) and block (0, 17)
118_R - Match found between block (0, 0) and block (0, 18)
118_R - Match found between block (0, 0) and block (0, 19)
118_R - Match found between block (0, 0) and block (0, 20)
118_R - Match found between block (0, 0) and block (0, 21)
118_R - Match found between block (0, 0) and block (0, 22)
118_R - Match found between block (0, 0) and block (0, 23)
118_R - Match found between block (0, 0) and block (0, 24)
118_R - Match found between block (0, 0) and block (0, 25)
118_R - Match found between block (0, 0) and block (0, 26)
118_R - Match found between block (0, 0) and block (0, 27)
118_R - Match found between block (0, 0) and block (0, 28)
118_R - Match found between block (0, 0) and block (0, 29)
118_R - Match found between block (0, 0) and block (0, 30)
118_R - Match found between block (0, 0) and block (0, 31)
118_R - Match found between block (0, 0) and block (1, 0)
118_R - Match found between block (0, 0) and block (1, 1)
118_R - Match found between block (0, 0) and block (1, 2)
118_R - Match found between block (0, 0) and block (1, 3)
118_R - Match found between block (0, 0) and block (1, 4)
118_R - Match found between block (0, 0) and block (1, 5)
118_R - Match found between block (0, 0) and block (1, 6)
118_R - Match found between block (0, 0) and block (1, 7)
118_R - Match found between block (0, 0) and block (1, 8)
118_R - Match found between block (0, 0) and block (1, 9)
118_R - Match found between block (0, 0) and block (1, 10)
118_R - Match found between block (0, 0) and block (1, 11)
118_R - Match found between block (0, 0) and block (1, 12)
118_R - Match found between block (0, 0) and block (1, 13)
118_R - Match found between block (0, 0) and block (1, 14)
118_R - Match found between block (0, 0) and block (1, 15)
118_R - Match found between block (0, 0) and block (1, 16)
118_R - Match found between block (0, 0) and block (1, 17)
118_R - Match found between block (0, 0) and block (1, 18)
118_R - Match found between block (0, 0) and block (1, 19)
118_R - Match found between block (0, 0) and block (1, 20)
118_R - Match found between block (0, 0) and block (1, 21)
118_R - Match found between block (0, 0) and block (1, 22)
118_R - Match found between block (0, 0) and block (1, 23)
118_R - Match found between block (0, 0) and block (1, 24)
118_R - Match found between block (0, 0) and block (1, 25)
118_R - Match found between block (0, 0) and block (1, 26)
118_R - Match found between block (0, 0) and block (1, 27)
118_R - Match found between block (0, 0) and block (1, 28)
118_R - Match found between block (0, 0) and block (1, 29)
118_R - Match found between block (0, 0) and block (1, 30)
118_R - Match found between block (0, 0) and block (1, 31)
118_R - Match found between block (0, 0) and block (2, 0)
118_R - Match found between block (0, 0) and block (2, 1)
118_R - Match found between block (0, 0) and block (2, 2)
118_R - Match found between block (0, 0) and block (2, 3)
118_R - Match found between block (0, 0) and block (2, 4)
118_R - Match found between block (0, 0) and block (2, 5)
118_R - Match found between block (0, 0) and block (2, 6)
118_R - Match found between block (0, 0) and block (2, 7)
118_R - Match found between block (0, 0) and block (2, 8)
118_R - Match found between block (0, 0) and block (2, 9)
118_R - Match found between block (0, 0) and block (2, 10)
118_R - Match found between block (0, 0) and block (2, 11)
118_R - Match found between block (0, 0) and block (2, 12)
118_R - Match found between block (0, 0) and block (2, 13)
118_R - Match found between block (0, 0) and block (2, 14)
