Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
005_F - Match found between block (0, 0) and block (0, 1)
005_F - Match found between block (0, 0) and block (0, 2)
005_F - Match found between block (0, 0) and block (0, 3)
005_F - Match found between block (0, 0) and block (0, 4)
005_F - Match found between block (0, 0) and block (0, 5)
005_F - Match found between block (0, 0) and block (0, 6)
005_F - Match found between block (0, 0) and block (0, 7)
005_F - Match found between block (0, 0) and block (0, 8)
005_F - Match found between block (0, 0) and block (0, 9)
005_F - Match found between block (0, 0) and block (0, 10)
005_F - Match found between block (0, 0) and block (0, 11)
005_F - Match found between block (0, 0) and block (0, 12)
005_F - Match found between block (0, 0) and block (0, 13)
005_F - Match found between block (0, 0) and block (0, 14)
005_F - Match found between block (0, 0) and block (0, 15)
005_F - Match found between block (0, 0) and block (0, 16)
005_F - Match found between block (0, 0) and block (0, 18)
005_F - Match found between block (0, 0) and block (0, 19)
005_F - Match found between block (0, 0) and block (0, 21)
005_F - Match found between block (0, 0) and block (0, 22)
005_F - Match found between block (0, 0) and block (0, 24)
005_F - Match found between block (0, 0) and block (0, 25)
005_F - Match found between block (0, 0) and block (0, 26)
005_F - Match found between block (0, 0) and block (0, 27)
005_F - Match found between block (0, 0) and block (0, 28)
005_F - Match found between block (0, 0) and block (0, 29)
005_F - Match found between block (0, 0) and block (0, 30)
005_F - Match found between block (0, 0) and block (0, 31)
005_F - Match found between block (0, 0) and block (1, 0)
005_F - Match found between block (0, 0) and block (1, 1)
005_F - Match found between block (0, 0) and block (1, 2)
005_F - Match found between block (0, 0) and block (1, 3)
005_F - Match found between block (0, 0) and block (1, 4)
005_F - Match found between block (0, 0) and block (1, 5)
005_F - Match found between block (0, 0) and block (1, 6)
005_F - Match found between block (0, 0) and block (1, 7)
005_F - Match found between block (0, 0) and block (1, 8)
005_F - Match found between block (0, 0) and block (1, 9)
005_F - Match found between block (0, 0) and block (1, 10)
005_F - Match found between block (0, 0) and block (1, 12)
005_F - Match found between block (0, 0) and block (1, 13)
005_F - Match found between block (0, 0) and block (1, 14)
005_F - Match found between block (0, 0) and block (1, 15)
005_F - Match found between block (0, 0) and block (1, 16)
005_F - Match found between block (0, 0) and block (1, 17)
005_F - Match found between block (0, 0) and block (1, 18)
005_F - Match found between block (0, 0) and block (1, 22)
005_F - Match found between block (0, 0) and block (1, 23)
005_F - Match found between block (0, 0) and block (1, 29)
005_F - Match found between block (0, 0) and block (1, 30)
005_F - Match found between block (0, 0) and block (1, 31)
005_F - Match found between block (0, 0) and block (2, 0)
005_F - Match found between block (0, 0) and block (2, 1)
005_F - Match found between block (0, 0) and block (2, 2)
005_F - Match found between block (0, 0) and block (2, 3)
005_F - Match found between block (0, 0) and block (2, 4)
005_F - Match found between block (0, 0) and block (2, 5)
005_F - Match found between block (0, 0) and block (2, 6)
005_F - Match found between block (0, 0) and block (2, 7)
005_F - Match found between block (0, 0) and block (2, 8)
005_F - Match found between block (0, 0) and block (2, 9)
005_F - Match found between block (0, 0) and block (2, 10)
005_F - Match found between block (0, 0) and block (2, 11)
005_F - Match found between block (0, 0) and block (2, 12)
005_F - Match found between block (0, 0) and block (2, 14)
005_F - Match found between block (0, 0) and block (2, 15)
005_F - Match found between block (0, 0) and block (2, 17)
005_F - Match found between block (0, 0) and block (2, 18)
005_F - Match found between block (0, 0) and block (2, 20)
005_F - Match found between block (0, 0) and block (2, 21)
005_F - Match found between block (0, 0) and block (2, 22)
005_F - Match found between block (0, 0) and block (2, 31)
005_F - Match found between block (0, 0) and block (3, 0)
005_F - Match found between block (0, 0) and block (3, 1)
005_F - Match found between block (0, 0) and block (3, 2)
005_F - Match found between block (0, 0) and block (3, 3)
005_F - Match found between block (0, 0) and block (3, 4)
005_F - Match found between block (0, 0) and block (3, 5)
005_F - Match found between block (0, 0) and block (3, 6)
005_F - Match found between block (0, 0) and block (3, 7)
005_F - Match found between block (0, 0) and block (3, 8)
005_F - Match found between block (0, 0) and block (3, 9)
005_F - Match found between block (0, 0) and block (3, 10)
005_F - Match found between block (0, 0) and block (3, 11)
005_F - Match found between block (0, 0) and block (3, 12)
005_F - Match found between block (0, 0) and block (3, 13)
005_F - Match found between block (0, 0) and block (3, 14)
005_F - Match found between block (0, 0) and block (3, 15)
005_F - Match found between block (0, 0) and block (3, 18)
005_F - Match found between block (0, 0) and block (3, 19)
005_F - Match found between block (0, 0) and block (3, 20)
005_F - Match found between block (0, 0) and block (3, 21)
005_F - Match found between block (0, 0) and block (3, 31)
005_F - Match found between block (0, 0) and block (4, 0)
005_F - Match found between block (0, 0) and block (4, 1)
005_F - Match found between block (0, 0) and block (4, 2)
005_F - Match found between block (0, 0) and block (4, 3)
005_F - Match found between block (0, 0) and block (4, 4)
005_F - Match found between block (0, 0) and block (4, 5)
005_F - Match found between block (0, 0) and block (4, 6)
005_F - Match found between block (0, 0) and block (4, 7)
005_F - Match found between block (0, 0) and block (4, 8)
005_F - Match found between block (0, 0) and block (4, 9)
005_F - Match found between block (0, 0) and block (4, 10)
005_F - Match found between block (0, 0) and block (4, 11)
005_F - Match found between block (0, 0) and block (4, 13)
005_F - Match found between block (0, 0) and block (4, 16)
005_F - Match found between block (0, 0) and block (4, 17)
005_F - Match found between block (0, 0) and block (4, 18)
005_F - Match found between block (0, 0) and block (4, 20)
005_F - Match found between block (0, 0) and block (4, 21)
005_F - Match found between block (0, 0) and block (5, 0)
005_F - Match found between block (0, 0) and block (5, 1)
005_F - Match found between block (0, 0) and block (5, 2)
005_F - Match found between block (0, 0) and block (5, 3)
005_F - Match found between block (0, 0) and block (5, 4)
005_F - Match found between block (0, 0) and block (5, 5)
005_F - Match found between block (0, 0) and block (5, 6)
005_F - Match found between block (0, 0) and block (5, 7)
005_F - Match found between block (0, 0) and block (5, 8)
005_F - Match found between block (0, 0) and block (5, 9)
005_F - Match found between block (0, 0) and block (5, 10)
005_F - Match found between block (0, 0) and block (5, 11)
005_F - Match found between block (0, 0) and block (5, 12)
005_F - Match found between block (0, 0) and block (5, 13)
005_F - Match found between block (0, 0) and block (5, 14)
005_F - Match found between block (0, 0) and block (5, 15)
005_F - Match found between block (0, 0) and block (5, 16)
005_F - Match found between block (0, 0) and block (5, 17)
005_F - Match found between block (0, 0) and block (5, 18)
005_F - Match found between block (0, 0) and block (6, 0)
005_F - Match found between block (0, 0) and block (6, 1)
005_F - Match found between block (0, 0) and block (6, 2)
005_F - Match found between block (0, 0) and block (6, 3)
005_F - Match found between block (0, 0) and block (6, 4)
005_F - Match found between block (0, 0) and block (6, 5)
005_F - Match found between block (0, 0) and block (6, 6)
005_F - Match found between block (0, 0) and block (6, 7)
005_F - Match found between block (0, 0) and block (6, 8)
005_F - Match found between block (0, 0) and block (6, 9)
005_F - Match found between block (0, 0) and block (6, 10)
005_F - Match found between block (0, 0) and block (6, 11)
005_F - Match found between block (0, 0) and block (6, 13)
005_F - Match found between block (0, 0) and block (6, 14)
005_F - Match found between block (0, 0) and block (6, 16)
005_F - Match found between block (0, 0) and block (6, 17)
005_F - Match found between block (0, 0) and block (6, 18)
005_F - Match found between block (0, 0) and block (6, 19)
005_F - Match found between block (0, 0) and block (7, 0)
005_F - Match found between block (0, 0) and block (7, 1)
005_F - Match found between block (0, 0) and block (7, 2)
005_F - Match found between block (0, 0) and block (7, 3)
005_F - Match found between block (0, 0) and block (7, 4)
005_F - Match found between block (0, 0) and block (7, 5)
005_F - Match found between block (0, 0) and block (7, 6)
005_F - Match found between block (0, 0) and block (7, 7)
005_F - Match found between block (0, 0) and block (7, 8)
005_F - Match found between block (0, 0) and block (7, 9)
005_F - Match found between block (0, 0) and block (7, 10)
005_F - Match found between block (0, 0) and block (7, 11)
005_F - Match found between block (0, 0) and block (7, 12)
005_F - Match found between block (0, 0) and block (7, 13)
005_F - Match found between block (0, 0) and block (7, 14)
005_F - Match found between block (0, 0) and block (7, 16)
005_F - Match found between block (0, 0) and block (7, 17)
005_F - Match found between block (0, 0) and block (8, 0)
005_F - Match found between block (0, 0) and block (8, 1)
005_F - Match found between block (0, 0) and block (8, 2)
005_F - Match found between block (0, 0) and block (8, 3)
005_F - Match found between block (0, 0) and block (8, 4)
005_F - Match found between block (0, 0) and block (8, 5)
005_F - Match found between block (0, 0) and block (8, 6)
005_F - Match found between block (0, 0) and block (8, 7)
005_F - Match found between block (0, 0) and block (8, 8)
005_F - Match found between block (0, 0) and block (8, 9)
005_F - Match found between block (0, 0) and block (8, 10)
005_F - Match found between block (0, 0) and block (8, 11)
005_F - Match found between block (0, 0) and block (8, 12)
005_F - Match found between block (0, 0) and block (8, 13)
005_F - Match found between block (0, 0) and block (8, 15)
005_F - Match found between block (0, 0) and block (8, 16)
005_F - Match found between block (0, 0) and block (8, 18)
005_F - Match found between block (0, 0) and block (8, 19)
005_F - Match found between block (0, 0) and block (9, 0)
005_F - Match found between block (0, 0) and block (9, 1)
005_F - Match found between block (0, 0) and block (9, 2)
005_F - Match found between block (0, 0) and block (9, 3)
005_F - Match found between block (0, 0) and block (9, 4)
005_F - Match found between block (0, 0) and block (9, 5)
005_F - Match found between block (0, 0) and block (9, 6)
005_F - Match found between block (0, 0) and block (9, 7)
005_F - Match found between block (0, 0) and block (9, 8)
005_F - Match found between block (0, 0) and block (9, 9)
005_F - Match found between block (0, 0) and block (9, 11)
005_F - Match found between block (0, 0) and block (9, 12)
005_F - Match found between block (0, 0) and block (9, 13)
005_F - Match found between block (0, 0) and block (9, 14)
005_F - Match found between block (0, 0) and block (9, 15)
005_F - Match found between block (0, 0) and block (9, 16)
005_F - Match found between block (0, 0) and block (9, 19)
005_F - Match found between block (0, 0) and block (10, 0)
005_F - Match found between block (0, 0) and block (10, 1)
005_F - Match found between block (0, 0) and block (10, 2)
005_F - Match found between block (0, 0) and block (10, 3)
005_F - Match found between block (0, 0) and block (10, 4)
005_F - Match found between block (0, 0) and block (10, 5)
005_F - Match found between block (0, 0) and block (10, 6)
005_F - Match found between block (0, 0) and block (10, 7)
005_F - Match found between block (0, 0) and block (10, 8)
005_F - Match found between block (0, 0) and block (10, 9)
005_F - Match found between block (0, 0) and block (10, 10)
005_F - Match found between block (0, 0) and block (10, 11)
005_F - Match found between block (0, 0) and block (10, 12)
005_F - Match found between block (0, 0) and block (10, 16)
005_F - Match found between block (0, 0) and block (10, 19)
005_F - Match found between block (0, 0) and block (10, 20)
005_F - Match found between block (0, 0) and block (10, 21)
005_F - Match found between block (0, 0) and block (11, 0)
005_F - Match found between block (0, 0) and block (11, 1)
005_F - Match found between block (0, 0) and block (11, 2)
005_F - Match found between block (0, 0) and block (11, 3)
005_F - Match found between block (0, 0) and block (11, 4)
005_F - Match found between block (0, 0) and block (11, 5)
