Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
114_F - Match found between block (0, 0) and block (0, 5)
114_F - Match found between block (0, 0) and block (0, 7)
114_F - Match found between block (0, 0) and block (1, 0)
114_F - Match found between block (0, 0) and block (1, 8)
114_F - Match found between block (0, 0) and block (1, 9)
114_F - Match found between block (0, 0) and block (1, 10)
114_F - Match found between block (0, 0) and block (1, 23)
114_F - Match found between block (0, 0) and block (1, 24)
114_F - Match found between block (0, 0) and block (1, 25)
114_F - Match found between block (0, 0) and block (1, 30)
114_F - Match found between block (0, 0) and block (1, 31)
114_F - Match found between block (0, 0) and block (2, 0)
114_F - Match found between block (0, 0) and block (2, 8)
114_F - Match found between block (0, 0) and block (2, 12)
114_F - Match found between block (0, 0) and block (2, 13)
114_F - Match found between block (0, 0) and block (2, 14)
114_F - Match found between block (0, 0) and block (2, 15)
114_F - Match found between block (0, 0) and block (2, 16)
114_F - Match found between block (0, 0) and block (2, 17)
114_F - Match found between block (0, 0) and block (2, 18)
114_F - Match found between block (0, 0) and block (2, 19)
114_F - Match found between block (0, 0) and block (2, 20)
114_F - Match found between block (0, 0) and block (2, 21)
114_F - Match found between block (0, 0) and block (2, 22)
114_F - Match found between block (0, 0) and block (2, 23)
114_F - Match found between block (0, 0) and block (2, 24)
114_F - Match found between block (0, 0) and block (2, 25)
114_F - Match found between block (0, 0) and block (2, 26)
114_F - Match found between block (0, 0) and block (2, 27)
114_F - Match found between block (0, 0) and block (3, 0)
114_F - Match found between block (0, 0) and block (3, 5)
114_F - Match found between block (0, 0) and block (3, 10)
114_F - Match found between block (0, 0) and block (3, 11)
114_F - Match found between block (0, 0) and block (3, 12)
114_F - Match found between block (0, 0) and block (3, 13)
114_F - Match found between block (0, 0) and block (3, 14)
114_F - Match found between block (0, 0) and block (3, 15)
114_F - Match found between block (0, 0) and block (3, 16)
114_F - Match found between block (0, 0) and block (3, 25)
114_F - Match found between block (0, 0) and block (3, 26)
114_F - Match found between block (0, 0) and block (3, 27)
114_F - Match found between block (0, 0) and block (3, 28)
114_F - Match found between block (0, 0) and block (3, 29)
114_F - Match found between block (0, 0) and block (3, 31)
114_F - Match found between block (0, 0) and block (4, 0)
114_F - Match found between block (0, 0) and block (4, 4)
114_F - Match found between block (0, 0) and block (4, 5)
114_F - Match found between block (0, 0) and block (4, 8)
114_F - Match found between block (0, 0) and block (5, 0)
114_F - Match found between block (0, 0) and block (5, 4)
114_F - Match found between block (0, 0) and block (5, 7)
114_F - Match found between block (0, 0) and block (5, 8)
114_F - Match found between block (0, 0) and block (6, 0)
114_F - Match found between block (0, 0) and block (6, 4)
114_F - Match found between block (0, 0) and block (6, 7)
114_F - Match found between block (0, 0) and block (6, 8)
114_F - Match found between block (0, 0) and block (7, 0)
114_F - Match found between block (0, 0) and block (7, 4)
114_F - Match found between block (0, 0) and block (7, 7)
114_F - Match found between block (0, 0) and block (7, 8)
114_F - Match found between block (0, 0) and block (8, 4)
114_F - Match found between block (0, 0) and block (8, 7)
114_F - Match found between block (0, 0) and block (8, 10)
114_F - Match found between block (0, 0) and block (8, 11)
114_F - Match found between block (0, 0) and block (8, 12)
114_F - Match found between block (0, 0) and block (8, 13)
114_F - Match found between block (0, 0) and block (8, 14)
114_F - Match found between block (0, 0) and block (8, 15)
114_F - Match found between block (0, 0) and block (8, 16)
114_F - Match found between block (0, 0) and block (8, 17)
114_F - Match found between block (0, 0) and block (8, 18)
114_F - Match found between block (0, 0) and block (8, 19)
114_F - Match found between block (0, 0) and block (8, 22)
114_F - Match found between block (0, 0) and block (8, 23)
114_F - Match found between block (0, 0) and block (8, 24)
114_F - Match found between block (0, 0) and block (8, 25)
114_F - Match found between block (0, 0) and block (8, 29)
114_F - Match found between block (0, 0) and block (9, 4)
114_F - Match found between block (0, 0) and block (9, 7)
114_F - Match found between block (0, 0) and block (9, 9)
114_F - Match found between block (0, 0) and block (9, 11)
114_F - Match found between block (0, 0) and block (9, 12)
114_F - Match found between block (0, 0) and block (9, 13)
114_F - Match found between block (0, 0) and block (9, 14)
114_F - Match found between block (0, 0) and block (9, 15)
114_F - Match found between block (0, 0) and block (9, 16)
114_F - Match found between block (0, 0) and block (9, 17)
114_F - Match found between block (0, 0) and block (9, 18)
114_F - Match found between block (0, 0) and block (9, 19)
114_F - Match found between block (0, 0) and block (9, 23)
114_F - Match found between block (0, 0) and block (9, 24)
114_F - Match found between block (0, 0) and block (9, 25)
114_F - Match found between block (0, 0) and block (9, 26)
114_F - Match found between block (0, 0) and block (9, 28)
114_F - Match found between block (0, 0) and block (9, 29)
114_F - Match found between block (0, 0) and block (9, 30)
114_F - Match found between block (0, 0) and block (10, 4)
114_F - Match found between block (0, 0) and block (10, 7)
114_F - Match found between block (0, 0) and block (10, 12)
114_F - Match found between block (0, 0) and block (10, 13)
114_F - Match found between block (0, 0) and block (10, 14)
114_F - Match found between block (0, 0) and block (10, 15)
114_F - Match found between block (0, 0) and block (10, 25)
114_F - Match found between block (0, 0) and block (11, 6)
114_F - Match found between block (0, 0) and block (11, 9)
114_F - Match found between block (0, 0) and block (11, 10)
114_F - Match found between block (0, 0) and block (11, 11)
114_F - Match found between block (0, 0) and block (11, 12)
114_F - Match found between block (0, 0) and block (11, 13)
114_F - Match found between block (0, 0) and block (11, 14)
114_F - Match found between block (0, 0) and block (11, 15)
114_F - Match found between block (0, 0) and block (11, 16)
114_F - Match found between block (0, 0) and block (11, 17)
114_F - Match found between block (0, 0) and block (11, 18)
114_F - Match found between block (0, 0) and block (11, 19)
114_F - Match found between block (0, 0) and block (11, 20)
114_F - Match found between block (0, 0) and block (11, 30)
114_F - Match found between block (0, 0) and block (12, 11)
114_F - Match found between block (0, 0) and block (12, 12)
114_F - Match found between block (0, 0) and block (12, 14)
114_F - Match found between block (0, 0) and block (12, 15)
114_F - Match found between block (0, 0) and block (12, 16)
114_F - Match found between block (0, 0) and block (12, 17)
114_F - Match found between block (0, 0) and block (12, 18)
114_F - Match found between block (0, 0) and block (12, 19)
114_F - Match found between block (0, 0) and block (12, 30)
114_F - Match found between block (0, 0) and block (13, 7)
114_F - Match found between block (0, 0) and block (13, 13)
114_F - Match found between block (0, 0) and block (14, 7)
114_F - Match found between block (0, 0) and block (14, 10)
114_F - Match found between block (0, 0) and block (14, 13)
114_F - Match found between block (0, 0) and block (14, 14)
114_F - Match found between block (0, 0) and block (15, 7)
114_F - Match found between block (0, 0) and block (15, 10)
114_F - Match found between block (0, 0) and block (15, 13)
114_F - Match found between block (0, 0) and block (15, 14)
114_F - Match found between block (0, 0) and block (16, 7)
114_F - Match found between block (0, 0) and block (16, 10)
114_F - Match found between block (0, 0) and block (16, 13)
114_F - Match found between block (0, 0) and block (16, 28)
114_F - Match found between block (0, 0) and block (16, 29)
114_F - Match found between block (0, 0) and block (17, 10)
114_F - Match found between block (0, 0) and block (17, 13)
114_F - Match found between block (0, 0) and block (17, 14)
114_F - Match found between block (0, 0) and block (18, 10)
114_F - Match found between block (0, 0) and block (18, 13)
114_F - Match found between block (0, 0) and block (18, 14)
114_F - Match found between block (0, 0) and block (19, 10)
114_F - Match found between block (0, 0) and block (19, 14)
114_F - Match found between block (0, 0) and block (20, 6)
114_F - Match found between block (0, 0) and block (21, 6)
114_F - Match found between block (0, 0) and block (21, 10)
114_F - Match found between block (0, 0) and block (21, 14)
114_F - Match found between block (0, 0) and block (21, 31)
114_F - Match found between block (0, 0) and block (22, 4)
114_F - Match found between block (0, 0) and block (22, 6)
114_F - Match found between block (0, 0) and block (22, 9)
114_F - Match found between block (0, 0) and block (22, 12)
114_F - Match found between block (0, 0) and block (22, 24)
114_F - Match found between block (0, 0) and block (22, 25)
114_F - Match found between block (0, 0) and block (23, 4)
114_F - Match found between block (0, 0) and block (23, 6)
114_F - Match found between block (0, 0) and block (23, 8)
114_F - Match found between block (0, 0) and block (23, 9)
114_F - Match found between block (0, 0) and block (23, 10)
114_F - Match found between block (0, 0) and block (23, 11)
114_F - Match found between block (0, 0) and block (23, 12)
114_F - Match found between block (0, 0) and block (23, 13)
114_F - Match found between block (0, 0) and block (23, 14)
114_F - Match found between block (0, 0) and block (23, 15)
114_F - Match found between block (0, 0) and block (23, 16)
114_F - Match found between block (0, 0) and block (23, 17)
114_F - Match found between block (0, 0) and block (23, 18)
114_F - Match found between block (0, 0) and block (23, 19)
114_F - Match found between block (0, 0) and block (23, 20)
114_F - Match found between block (0, 0) and block (23, 23)
114_F - Match found between block (0, 0) and block (23, 24)
114_F - Match found between block (0, 0) and block (23, 25)
114_F - Match found between block (0, 0) and block (23, 26)
114_F - Match found between block (0, 0) and block (24, 4)
114_F - Match found between block (0, 0) and block (24, 6)
114_F - Match found between block (0, 0) and block (24, 8)
114_F - Match found between block (0, 0) and block (24, 9)
114_F - Match found between block (0, 0) and block (24, 12)
114_F - Match found between block (0, 0) and block (24, 13)
114_F - Match found between block (0, 0) and block (24, 19)
114_F - Match found between block (0, 0) and block (24, 20)
114_F - Match found between block (0, 0) and block (24, 21)
114_F - Match found between block (0, 0) and block (24, 22)
114_F - Match found between block (0, 0) and block (24, 23)
114_F - Match found between block (0, 0) and block (24, 24)
114_F - Match found between block (0, 0) and block (24, 25)
114_F - Match found between block (0, 0) and block (24, 26)
114_F - Match found between block (0, 0) and block (24, 30)
114_F - Match found between block (0, 0) and block (24, 31)
114_F - Match found between block (0, 0) and block (25, 4)
114_F - Match found between block (0, 0) and block (25, 6)
114_F - Match found between block (0, 0) and block (25, 7)
114_F - Match found between block (0, 0) and block (25, 8)
114_F - Match found between block (0, 0) and block (25, 9)
114_F - Match found between block (0, 0) and block (25, 27)
114_F - Match found between block (0, 0) and block (25, 28)
114_F - Match found between block (0, 0) and block (25, 30)
114_F - Match found between block (0, 0) and block (26, 4)
114_F - Match found between block (0, 0) and block (26, 6)
114_F - Match found between block (0, 0) and block (26, 8)
114_F - Match found between block (0, 0) and block (26, 9)
114_F - Match found between block (0, 0) and block (26, 28)
114_F - Match found between block (0, 0) and block (27, 4)
114_F - Match found between block (0, 0) and block (27, 6)
114_F - Match found between block (0, 0) and block (27, 8)
114_F - Match found between block (0, 0) and block (28, 4)
114_F - Match found between block (0, 0) and block (28, 6)
114_F - Match found between block (0, 0) and block (28, 8)
114_F - Match found between block (0, 0) and block (28, 9)
114_F - Match found between block (0, 0) and block (28, 10)
114_F - Match found between block (0, 0) and block (28, 11)
114_F - Match found between block (0, 0) and block (28, 12)
114_F - Match found between block (0, 0) and block (28, 13)
114_F - Match found between block (0, 0) and block (29, 4)
114_F - Match found between block (0, 0) and block (29, 6)
114_F - Match found between block (0, 0) and block (29, 9)
114_F - Match found between block (0, 0) and block (29, 10)
114_F - Match found between block (0, 0) and block (29, 11)
114_F - Match found between block (0, 0) and block (29, 12)
114_F - Match found between block (0, 0) and block (29, 13)
114_F - Match found between block (0, 0) and block (29, 14)
114_F - Match found between block (0, 0) and block (29, 15)
114_F - Match found between block (0, 0) and block (29, 16)
114_F - Match found between block (0, 0) and block (29, 17)
114_F - Match found between block (0, 0) and block (29, 18)
114_F - Match found between block (0, 0) and block (29, 19)
114_F - Match found between block (0, 0) and block (29, 20)
114_F - Match found between block (0, 0) and block (29, 21)
114_F - Match found between block (0, 0) and block (29, 22)
114_F - Match found between block (0, 0) and block (29, 23)
114_F - Match found between block (0, 0) and block (29, 24)
114_F - Match found between block (0, 0) and block (30, 4)
114_F - Match found between block (0, 0) and block (30, 9)
114_F - Match found between block (0, 0) and block (30, 12)
114_F - Match found between block (0, 0) and block (30, 13)
114_F - Match found between block (0, 0) and block (30, 14)
114_F - Match found between block (0, 0) and block (30, 15)
114_F - Match found between block (0, 0) and block (30, 16)
114_F - Match found between block (0, 0) and block (30, 17)
114_F - Match found between block (0, 0) and block (30, 18)
114_F - Match found between block (0, 0) and block (30, 19)
114_F - Match found between block (0, 0) and block (30, 20)
114_F - Match found between block (0, 0) and block (30, 21)
114_F - Match found between block (0, 0) and block (30, 22)
114_F - Match found between block (0, 0) and block (30, 23)
114_F - Match found between block (0, 0) and block (30, 24)
114_F - Match found between block (0, 0) and block (30, 25)
114_F - Match found between block (0, 0) and block (30, 26)
114_F - Match found between block (0, 0) and block (30, 27)
114_F - Match found between block (0, 0) and block (30, 29)
114_F - Match found between block (0, 0) and block (30, 31)
114_F - Match found between block (0, 0) and block (31, 8)
114_F - Match found between block (0, 0) and block (31, 9)
114_F - Match found between block (0, 0) and block (31, 10)
114_F - Match found between block (0, 0) and block (31, 15)
114_F - Match found between block (0, 0) and block (31, 18)
114_F - Match found between block (0, 0) and block (31, 19)
114_F - Match found between block (0, 0) and block (31, 23)
114_F - Match found between block (0, 0) and block (31, 24)
114_F - Match found between block (0, 0) and block (31, 25)
114_F - Match found between block (0, 0) and block (31, 30)
114_F - Match found between block (0, 0) and block (31, 31)
114_F - Match found between block (0, 1) and block (1, 1)
114_F - Match found between block (0, 1) and block (2, 1)
114_F - Match found between block (0, 1) and block (2, 2)
114_F - Match found between block (0, 1) and block (3, 1)
114_F - Match found between block (0, 1) and block (4, 1)
114_F - Match found between block (0, 1) and block (5, 1)
114_F - Match found between block (0, 1) and block (6, 1)
114_F - Match found between block (0, 1) and block (7, 1)
114_F - Match found between block (0, 1) and block (8, 1)
114_F - Match found between block (0, 1) and block (9, 1)
114_F - Match found between block (0, 1) and block (10, 1)
114_F - Match found between block (0, 1) and block (11, 1)
114_F - Match found between block (0, 1) and block (11, 3)
114_F - Match found between block (0, 1) and block (12, 1)
114_F - Match found between block (0, 1) and block (12, 9)
114_F - Match found between block (0, 1) and block (12, 22)
114_F - Match found between block (0, 1) and block (12, 26)
114_F - Match found between block (0, 1) and block (12, 27)
114_F - Match found between block (0, 1) and block (13, 1)
114_F - Match found between block (0, 1) and block (13, 27)
114_F - Match found between block (0, 1) and block (14, 0)
114_F - Match found between block (0, 1) and block (14, 1)
114_F - Match found between block (0, 1) and block (14, 21)
114_F - Match found between block (0, 1) and block (14, 27)
114_F - Match found between block (0, 1) and block (15, 0)
114_F - Match found between block (0, 1) and block (15, 21)
114_F - Match found between block (0, 1) and block (15, 27)
114_F - Match found between block (0, 1) and block (16, 0)
114_F - Match found between block (0, 1) and block (16, 2)
114_F - Match found between block (0, 1) and block (16, 4)
114_F - Match found between block (0, 1) and block (16, 21)
114_F - Match found between block (0, 1) and block (16, 25)
114_F - Match found between block (0, 1) and block (16, 27)
114_F - Match found between block (0, 1) and block (17, 0)
114_F - Match found between block (0, 1) and block (17, 20)
114_F - Match found between block (0, 1) and block (17, 21)
114_F - Match found between block (0, 1) and block (17, 26)
114_F - Match found between block (0, 1) and block (18, 0)
114_F - Match found between block (0, 1) and block (18, 20)
114_F - Match found between block (0, 1) and block (20, 4)
114_F - Match found between block (0, 1) and block (20, 5)
114_F - Match found between block (0, 1) and block (20, 27)
114_F - Match found between block (0, 1) and block (21, 22)
114_F - Match found between block (0, 1) and block (21, 27)
114_F - Match found between block (0, 1) and block (24, 1)
114_F - Match found between block (0, 1) and block (24, 5)
114_F - Match found between block (0, 1) and block (25, 5)
114_F - Match found between block (0, 1) and block (26, 5)
114_F - Match found between block (0, 1) and block (27, 5)
114_F - Match found between block (0, 1) and block (28, 5)
114_F - Match found between block (0, 1) and block (29, 5)
114_F - Match found between block (0, 1) and block (30, 2)
114_F - Match found between block (0, 1) and block (30, 3)
114_F - Match found between block (0, 1) and block (31, 2)
114_F - Match found between block (0, 2) and block (0, 6)
114_F - Match found between block (0, 2) and block (1, 2)
114_F - Match found between block (0, 2) and block (1, 4)
114_F - Match found between block (0, 2) and block (1, 6)
114_F - Match found between block (0, 2) and block (3, 3)
114_F - Match found between block (0, 2) and block (4, 3)
114_F - Match found between block (0, 2) and block (4, 6)
114_F - Match found between block (0, 2) and block (5, 6)
114_F - Match found between block (0, 2) and block (6, 6)
114_F - Match found between block (0, 2) and block (7, 2)
114_F - Match found between block (0, 2) and block (7, 6)
114_F - Match found between block (0, 2) and block (8, 2)
114_F - Match found between block (0, 2) and block (8, 6)
114_F - Match found between block (0, 2) and block (9, 2)
114_F - Match found between block (0, 2) and block (9, 6)
114_F - Match found between block (0, 2) and block (10, 3)
114_F - Match found between block (0, 2) and block (10, 6)
114_F - Match found between block (0, 2) and block (12, 0)
114_F - Match found between block (0, 2) and block (12, 2)
114_F - Match found between block (0, 2) and block (12, 3)
114_F - Match found between block (0, 2) and block (12, 21)
114_F - Match found between block (0, 2) and block (13, 4)
114_F - Match found between block (0, 2) and block (13, 9)
114_F - Match found between block (0, 2) and block (13, 29)
114_F - Match found between block (0, 2) and block (13, 31)
114_F - Match found between block (0, 2) and block (14, 3)
114_F - Match found between block (0, 2) and block (14, 4)
114_F - Match found between block (0, 2) and block (14, 31)
114_F - Match found between block (0, 2) and block (17, 3)
114_F - Match found between block (0, 2) and block (17, 5)
114_F - Match found between block (0, 2) and block (17, 25)
114_F - Match found between block (0, 2) and block (17, 27)
114_F - Match found between block (0, 2) and block (18, 26)
114_F - Match found between block (0, 2) and block (18, 27)
114_F - Match found between block (0, 2) and block (19, 6)
114_F - Match found between block (0, 2) and block (19, 22)
114_F - Match found between block (0, 2) and block (20, 20)
114_F - Match found between block (0, 2) and block (20, 30)
114_F - Match found between block (0, 2) and block (21, 3)
114_F - Match found between block (0, 2) and block (21, 30)
114_F - Match found between block (0, 2) and block (22, 2)
114_F - Match found between block (0, 2) and block (26, 3)
