Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
135_F - Match found between block (0, 0) and block (0, 2)
135_F - Match found between block (0, 0) and block (0, 3)
135_F - Match found between block (0, 0) and block (0, 4)
135_F - Match found between block (0, 0) and block (0, 8)
135_F - Match found between block (0, 0) and block (0, 12)
135_F - Match found between block (0, 0) and block (0, 13)
135_F - Match found between block (0, 0) and block (1, 3)
135_F - Match found between block (0, 0) and block (1, 4)
135_F - Match found between block (0, 0) and block (1, 5)
135_F - Match found between block (0, 0) and block (1, 8)
135_F - Match found between block (0, 0) and block (1, 16)
135_F - Match found between block (0, 0) and block (2, 2)
135_F - Match found between block (0, 0) and block (2, 3)
135_F - Match found between block (0, 0) and block (2, 4)
135_F - Match found between block (0, 0) and block (2, 5)
135_F - Match found between block (0, 0) and block (2, 9)
135_F - Match found between block (0, 0) and block (2, 11)
135_F - Match found between block (0, 0) and block (2, 12)
135_F - Match found between block (0, 0) and block (2, 13)
135_F - Match found between block (0, 0) and block (3, 0)
135_F - Match found between block (0, 0) and block (3, 3)
135_F - Match found between block (0, 0) and block (3, 4)
135_F - Match found between block (0, 0) and block (3, 7)
135_F - Match found between block (0, 0) and block (3, 12)
135_F - Match found between block (0, 0) and block (3, 13)
135_F - Match found between block (0, 0) and block (3, 19)
135_F - Match found between block (0, 0) and block (4, 3)
135_F - Match found between block (0, 0) and block (4, 6)
135_F - Match found between block (0, 0) and block (4, 7)
135_F - Match found between block (0, 0) and block (4, 16)
135_F - Match found between block (0, 0) and block (4, 21)
135_F - Match found between block (0, 0) and block (5, 4)
135_F - Match found between block (0, 0) and block (5, 5)
135_F - Match found between block (0, 0) and block (5, 6)
135_F - Match found between block (0, 0) and block (5, 17)
135_F - Match found between block (0, 0) and block (6, 1)
135_F - Match found between block (0, 0) and block (6, 5)
135_F - Match found between block (0, 0) and block (6, 6)
135_F - Match found between block (0, 0) and block (6, 10)
135_F - Match found between block (0, 0) and block (6, 17)
135_F - Match found between block (0, 0) and block (7, 6)
135_F - Match found between block (0, 0) and block (7, 11)
135_F - Match found between block (0, 0) and block (7, 13)
135_F - Match found between block (0, 0) and block (7, 18)
135_F - Match found between block (0, 0) and block (7, 19)
135_F - Match found between block (0, 0) and block (7, 20)
135_F - Match found between block (0, 0) and block (8, 5)
135_F - Match found between block (0, 0) and block (8, 6)
135_F - Match found between block (0, 0) and block (8, 10)
135_F - Match found between block (0, 0) and block (8, 11)
135_F - Match found between block (0, 0) and block (8, 14)
135_F - Match found between block (0, 0) and block (8, 17)
135_F - Match found between block (0, 0) and block (8, 18)
135_F - Match found between block (0, 0) and block (8, 19)
135_F - Match found between block (0, 0) and block (8, 20)
135_F - Match found between block (0, 0) and block (9, 7)
135_F - Match found between block (0, 0) and block (9, 9)
135_F - Match found between block (0, 0) and block (9, 10)
135_F - Match found between block (0, 0) and block (9, 11)
135_F - Match found between block (0, 0) and block (9, 13)
135_F - Match found between block (0, 0) and block (9, 14)
135_F - Match found between block (0, 0) and block (9, 16)
135_F - Match found between block (0, 0) and block (9, 17)
135_F - Match found between block (0, 0) and block (9, 18)
135_F - Match found between block (0, 0) and block (9, 19)
