Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
193_R - Match found between block (0, 0) and block (0, 1)
193_R - Match found between block (0, 0) and block (0, 2)
193_R - Match found between block (0, 0) and block (0, 3)
193_R - Match found between block (0, 0) and block (0, 4)
193_R - Match found between block (0, 0) and block (0, 5)
193_R - Match found between block (0, 0) and block (0, 6)
193_R - Match found between block (0, 0) and block (0, 7)
193_R - Match found between block (0, 0) and block (0, 8)
193_R - Match found between block (0, 0) and block (0, 9)
193_R - Match found between block (0, 0) and block (0, 10)
193_R - Match found between block (0, 0) and block (0, 11)
193_R - Match found between block (0, 0) and block (0, 12)
193_R - Match found between block (0, 0) and block (0, 13)
193_R - Match found between block (0, 0) and block (0, 14)
193_R - Match found between block (0, 0) and block (0, 15)
193_R - Match found between block (0, 0) and block (0, 16)
193_R - Match found between block (0, 0) and block (0, 17)
193_R - Match found between block (0, 0) and block (0, 18)
193_R - Match found between block (0, 0) and block (0, 19)
193_R - Match found between block (0, 0) and block (0, 20)
193_R - Match found between block (0, 0) and block (0, 21)
193_R - Match found between block (0, 0) and block (0, 22)
193_R - Match found between block (0, 0) and block (0, 23)
193_R - Match found between block (0, 0) and block (0, 24)
193_R - Match found between block (0, 0) and block (0, 25)
193_R - Match found between block (0, 0) and block (0, 26)
193_R - Match found between block (0, 0) and block (0, 27)
193_R - Match found between block (0, 0) and block (0, 28)
193_R - Match found between block (0, 0) and block (0, 29)
193_R - Match found between block (0, 0) and block (0, 30)
193_R - Match found between block (0, 0) and block (0, 31)
193_R - Match found between block (0, 0) and block (1, 0)
193_R - Match found between block (0, 0) and block (1, 1)
193_R - Match found between block (0, 0) and block (1, 2)
193_R - Match found between block (0, 0) and block (1, 3)
193_R - Match found between block (0, 0) and block (1, 4)
193_R - Match found between block (0, 0) and block (1, 5)
193_R - Match found between block (0, 0) and block (1, 6)
193_R - Match found between block (0, 0) and block (1, 7)
193_R - Match found between block (0, 0) and block (1, 8)
193_R - Match found between block (0, 0) and block (1, 9)
193_R - Match found between block (0, 0) and block (1, 10)
193_R - Match found between block (0, 0) and block (1, 11)
193_R - Match found between block (0, 0) and block (1, 12)
193_R - Match found between block (0, 0) and block (1, 13)
193_R - Match found between block (0, 0) and block (1, 14)
193_R - Match found between block (0, 0) and block (1, 15)
