Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
113_F - Match found between block (0, 0) and block (0, 7)
113_F - Match found between block (0, 0) and block (0, 11)
113_F - Match found between block (0, 0) and block (0, 12)
113_F - Match found between block (0, 0) and block (0, 23)
113_F - Match found between block (0, 0) and block (0, 24)
113_F - Match found between block (0, 0) and block (0, 25)
113_F - Match found between block (0, 0) and block (0, 27)
113_F - Match found between block (0, 0) and block (1, 0)
113_F - Match found between block (0, 0) and block (1, 1)
113_F - Match found between block (0, 0) and block (1, 7)
113_F - Match found between block (0, 0) and block (1, 9)
113_F - Match found between block (0, 0) and block (1, 10)
113_F - Match found between block (0, 0) and block (1, 11)
113_F - Match found between block (0, 0) and block (1, 12)
113_F - Match found between block (0, 0) and block (1, 29)
113_F - Match found between block (0, 0) and block (1, 31)
113_F - Match found between block (0, 0) and block (2, 7)
113_F - Match found between block (0, 0) and block (2, 9)
113_F - Match found between block (0, 0) and block (2, 10)
113_F - Match found between block (0, 0) and block (2, 11)
113_F - Match found between block (0, 0) and block (2, 12)
113_F - Match found between block (0, 0) and block (2, 14)
113_F - Match found between block (0, 0) and block (3, 0)
113_F - Match found between block (0, 0) and block (3, 1)
113_F - Match found between block (0, 0) and block (3, 7)
113_F - Match found between block (0, 0) and block (3, 14)
113_F - Match found between block (0, 0) and block (4, 7)
113_F - Match found between block (0, 0) and block (4, 9)
113_F - Match found between block (0, 0) and block (4, 11)
113_F - Match found between block (0, 0) and block (4, 12)
113_F - Match found between block (0, 0) and block (4, 14)
113_F - Match found between block (0, 0) and block (5, 0)
113_F - Match found between block (0, 0) and block (5, 1)
113_F - Match found between block (0, 0) and block (5, 9)
113_F - Match found between block (0, 0) and block (5, 10)
113_F - Match found between block (0, 0) and block (5, 11)
113_F - Match found between block (0, 0) and block (5, 12)
113_F - Match found between block (0, 0) and block (5, 14)
113_F - Match found between block (0, 0) and block (6, 7)
113_F - Match found between block (0, 0) and block (6, 11)
113_F - Match found between block (0, 0) and block (6, 14)
113_F - Match found between block (0, 0) and block (7, 7)
113_F - Match found between block (0, 0) and block (7, 9)
113_F - Match found between block (0, 0) and block (7, 10)
113_F - Match found between block (0, 0) and block (7, 11)
113_F - Match found between block (0, 0) and block (7, 12)
113_F - Match found between block (0, 0) and block (7, 14)
113_F - Match found between block (0, 0) and block (8, 11)
113_F - Match found between block (0, 0) and block (8, 12)
113_F - Match found between block (0, 0) and block (8, 14)
113_F - Match found between block (0, 0) and block (9, 7)
113_F - Match found between block (0, 0) and block (9, 11)
113_F - Match found between block (0, 0) and block (9, 12)
113_F - Match found between block (0, 0) and block (9, 14)
113_F - Match found between block (0, 0) and block (10, 6)
113_F - Match found between block (0, 0) and block (10, 7)
113_F - Match found between block (0, 0) and block (10, 11)
113_F - Match found between block (0, 0) and block (10, 12)
113_F - Match found between block (0, 0) and block (10, 14)
113_F - Match found between block (0, 0) and block (11, 0)
113_F - Match found between block (0, 0) and block (11, 4)
113_F - Match found between block (0, 0) and block (11, 7)
113_F - Match found between block (0, 0) and block (11, 14)
113_F - Match found between block (0, 0) and block (11, 31)
113_F - Match found between block (0, 0) and block (12, 7)
113_F - Match found between block (0, 0) and block (13, 4)
113_F - Match found between block (0, 0) and block (13, 7)
113_F - Match found between block (0, 0) and block (13, 24)
113_F - Match found between block (0, 0) and block (13, 31)
113_F - Match found between block (0, 0) and block (14, 4)
113_F - Match found between block (0, 0) and block (14, 5)
113_F - Match found between block (0, 0) and block (15, 6)
113_F - Match found between block (0, 0) and block (15, 8)
113_F - Match found between block (0, 0) and block (15, 11)
113_F - Match found between block (0, 0) and block (16, 21)
113_F - Match found between block (0, 0) and block (17, 2)
113_F - Match found between block (0, 0) and block (17, 24)
113_F - Match found between block (0, 0) and block (18, 5)
113_F - Match found between block (0, 0) and block (19, 14)
113_F - Match found between block (0, 0) and block (21, 5)
113_F - Match found between block (0, 0) and block (21, 8)
113_F - Match found between block (0, 0) and block (21, 12)
113_F - Match found between block (0, 0) and block (22, 20)
113_F - Match found between block (0, 0) and block (22, 21)
113_F - Match found between block (0, 0) and block (23, 4)
113_F - Match found between block (0, 0) and block (23, 26)
113_F - Match found between block (0, 0) and block (23, 28)
113_F - Match found between block (0, 0) and block (24, 26)
113_F - Match found between block (0, 0) and block (26, 28)
113_F - Match found between block (0, 0) and block (30, 0)
113_F - Match found between block (0, 0) and block (30, 3)
113_F - Match found between block (0, 0) and block (30, 26)
113_F - Match found between block (0, 0) and block (31, 0)
113_F - Match found between block (0, 1) and block (0, 6)
113_F - Match found between block (0, 1) and block (0, 19)
113_F - Match found between block (0, 1) and block (0, 21)
113_F - Match found between block (0, 1) and block (0, 22)
113_F - Match found between block (0, 1) and block (0, 26)
113_F - Match found between block (0, 1) and block (0, 28)
113_F - Match found between block (0, 1) and block (0, 31)
113_F - Match found between block (0, 1) and block (1, 6)
113_F - Match found between block (0, 1) and block (1, 14)
113_F - Match found between block (0, 1) and block (2, 0)
113_F - Match found between block (0, 1) and block (2, 1)
113_F - Match found between block (0, 1) and block (2, 29)
113_F - Match found between block (0, 1) and block (2, 31)
113_F - Match found between block (0, 1) and block (3, 6)
