Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
050_F - Match found between block (0, 0) and block (0, 1)
050_F - Match found between block (0, 0) and block (0, 2)
050_F - Match found between block (0, 0) and block (0, 4)
050_F - Match found between block (0, 0) and block (0, 6)
050_F - Match found between block (0, 0) and block (0, 7)
050_F - Match found between block (0, 0) and block (0, 8)
050_F - Match found between block (0, 0) and block (0, 9)
050_F - Match found between block (0, 0) and block (0, 10)
050_F - Match found between block (0, 0) and block (0, 11)
050_F - Match found between block (0, 0) and block (0, 13)
050_F - Match found between block (0, 0) and block (0, 14)
050_F - Match found between block (0, 0) and block (0, 16)
050_F - Match found between block (0, 0) and block (0, 17)
050_F - Match found between block (0, 0) and block (0, 20)
050_F - Match found between block (0, 0) and block (0, 21)
050_F - Match found between block (0, 0) and block (0, 22)
050_F - Match found between block (0, 0) and block (0, 23)
050_F - Match found between block (0, 0) and block (0, 24)
050_F - Match found between block (0, 0) and block (0, 25)
050_F - Match found between block (0, 0) and block (0, 26)
050_F - Match found between block (0, 0) and block (0, 27)
050_F - Match found between block (0, 0) and block (0, 30)
050_F - Match found between block (0, 0) and block (1, 1)
050_F - Match found between block (0, 0) and block (1, 2)
050_F - Match found between block (0, 0) and block (1, 4)
050_F - Match found between block (0, 0) and block (1, 5)
050_F - Match found between block (0, 0) and block (1, 7)
050_F - Match found between block (0, 0) and block (1, 8)
050_F - Match found between block (0, 0) and block (1, 9)
050_F - Match found between block (0, 0) and block (1, 10)
050_F - Match found between block (0, 0) and block (1, 11)
050_F - Match found between block (0, 0) and block (1, 13)
050_F - Match found between block (0, 0) and block (1, 14)
050_F - Match found between block (0, 0) and block (1, 15)
050_F - Match found between block (0, 0) and block (1, 18)
050_F - Match found between block (0, 0) and block (1, 21)
050_F - Match found between block (0, 0) and block (1, 22)
050_F - Match found between block (0, 0) and block (1, 24)
050_F - Match found between block (0, 0) and block (1, 25)
050_F - Match found between block (0, 0) and block (1, 26)
050_F - Match found between block (0, 0) and block (1, 29)
050_F - Match found between block (0, 0) and block (1, 30)
050_F - Match found between block (0, 0) and block (2, 0)
050_F - Match found between block (0, 0) and block (2, 2)
050_F - Match found between block (0, 0) and block (2, 4)
050_F - Match found between block (0, 0) and block (2, 5)
050_F - Match found between block (0, 0) and block (2, 8)
