Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
196_R - Match found between block (0, 0) and block (0, 1)
196_R - Match found between block (0, 0) and block (0, 2)
196_R - Match found between block (0, 0) and block (0, 3)
196_R - Match found between block (0, 0) and block (0, 4)
196_R - Match found between block (0, 0) and block (0, 5)
196_R - Match found between block (0, 0) and block (0, 6)
196_R - Match found between block (0, 0) and block (0, 7)
196_R - Match found between block (0, 0) and block (0, 8)
196_R - Match found between block (0, 0) and block (0, 9)
196_R - Match found between block (0, 0) and block (0, 10)
196_R - Match found between block (0, 0) and block (0, 11)
196_R - Match found between block (0, 0) and block (0, 12)
196_R - Match found between block (0, 0) and block (0, 13)
196_R - Match found between block (0, 0) and block (0, 14)
196_R - Match found between block (0, 0) and block (0, 15)
196_R - Match found between block (0, 0) and block (0, 16)
196_R - Match found between block (0, 0) and block (0, 17)
196_R - Match found between block (0, 0) and block (0, 18)
196_R - Match found between block (0, 0) and block (0, 19)
196_R - Match found between block (0, 0) and block (0, 20)
196_R - Match found between block (0, 0) and block (0, 21)
196_R - Match found between block (0, 0) and block (0, 22)
196_R - Match found between block (0, 0) and block (0, 23)
196_R - Match found between block (0, 0) and block (0, 24)
196_R - Match found between block (0, 0) and block (0, 25)
196_R - Match found between block (0, 0) and block (0, 26)
196_R - Match found between block (0, 0) and block (0, 27)
196_R - Match found between block (0, 0) and block (0, 28)
196_R - Match found between block (0, 0) and block (0, 29)
196_R - Match found between block (0, 0) and block (0, 30)
196_R - Match found between block (0, 0) and block (0, 31)
196_R - Match found between block (0, 0) and block (1, 0)
196_R - Match found between block (0, 0) and block (1, 1)
196_R - Match found between block (0, 0) and block (1, 2)
196_R - Match found between block (0, 0) and block (1, 3)
196_R - Match found between block (0, 0) and block (1, 4)
196_R - Match found between block (0, 0) and block (1, 5)
196_R - Match found between block (0, 0) and block (1, 6)
196_R - Match found between block (0, 0) and block (1, 7)
196_R - Match found between block (0, 0) and block (1, 8)
196_R - Match found between block (0, 0) and block (1, 9)
196_R - Match found between block (0, 0) and block (1, 10)
196_R - Match found between block (0, 0) and block (1, 11)
196_R - Match found between block (0, 0) and block (1, 12)
196_R - Match found between block (0, 0) and block (1, 13)
196_R - Match found between block (0, 0) and block (1, 14)
196_R - Match found between block (0, 0) and block (1, 15)
196_R - Match found between block (0, 0) and block (1, 16)
196_R - Match found between block (0, 0) and block (1, 17)
196_R - Match found between block (0, 0) and block (1, 18)
196_R - Match found between block (0, 0) and block (1, 19)
196_R - Match found between block (0, 0) and block (1, 20)
196_R - Match found between block (0, 0) and block (1, 21)
196_R - Match found between block (0, 0) and block (1, 22)
196_R - Match found between block (0, 0) and block (1, 23)
196_R - Match found between block (0, 0) and block (1, 24)
196_R - Match found between block (0, 0) and block (1, 25)
196_R - Match found between block (0, 0) and block (1, 26)
196_R - Match found between block (0, 0) and block (1, 27)
196_R - Match found between block (0, 0) and block (1, 28)
196_R - Match found between block (0, 0) and block (1, 29)
196_R - Match found between block (0, 0) and block (1, 30)
196_R - Match found between block (0, 0) and block (1, 31)
196_R - Match found between block (0, 0) and block (2, 0)
196_R - Match found between block (0, 0) and block (2, 1)
196_R - Match found between block (0, 0) and block (2, 2)
196_R - Match found between block (0, 0) and block (2, 3)
196_R - Match found between block (0, 0) and block (2, 4)
196_R - Match found between block (0, 0) and block (2, 5)
196_R - Match found between block (0, 0) and block (2, 6)
196_R - Match found between block (0, 0) and block (2, 7)
196_R - Match found between block (0, 0) and block (2, 8)
196_R - Match found between block (0, 0) and block (2, 9)
196_R - Match found between block (0, 0) and block (2, 10)
196_R - Match found between block (0, 0) and block (2, 11)
196_R - Match found between block (0, 0) and block (2, 12)
196_R - Match found between block (0, 0) and block (2, 13)
196_R - Match found between block (0, 0) and block (2, 14)
196_R - Match found between block (0, 0) and block (2, 15)
196_R - Match found between block (0, 0) and block (2, 16)
196_R - Match found between block (0, 0) and block (2, 17)
196_R - Match found between block (0, 0) and block (2, 18)
196_R - Match found between block (0, 0) and block (2, 19)
196_R - Match found between block (0, 0) and block (2, 20)
196_R - Match found between block (0, 0) and block (2, 21)
196_R - Match found between block (0, 0) and block (2, 22)
196_R - Match found between block (0, 0) and block (2, 23)
196_R - Match found between block (0, 0) and block (2, 24)
196_R - Match found between block (0, 0) and block (2, 25)
196_R - Match found between block (0, 0) and block (2, 26)
196_R - Match found between block (0, 0) and block (2, 27)
196_R - Match found between block (0, 0) and block (2, 28)
196_R - Match found between block (0, 0) and block (2, 29)
196_R - Match found between block (0, 0) and block (2, 30)
196_R - Match found between block (0, 0) and block (2, 31)
196_R - Match found between block (0, 0) and block (3, 0)
196_R - Match found between block (0, 0) and block (3, 1)
196_R - Match found between block (0, 0) and block (3, 2)
196_R - Match found between block (0, 0) and block (3, 3)
196_R - Match found between block (0, 0) and block (3, 4)
196_R - Match found between block (0, 0) and block (3, 5)
196_R - Match found between block (0, 0) and block (3, 6)
196_R - Match found between block (0, 0) and block (3, 7)
196_R - Match found between block (0, 0) and block (3, 8)
196_R - Match found between block (0, 0) and block (3, 9)
196_R - Match found between block (0, 0) and block (3, 10)
196_R - Match found between block (0, 0) and block (3, 11)
196_R - Match found between block (0, 0) and block (3, 12)
196_R - Match found between block (0, 0) and block (3, 13)
196_R - Match found between block (0, 0) and block (3, 14)
196_R - Match found between block (0, 0) and block (3, 15)
196_R - Match found between block (0, 0) and block (3, 16)
196_R - Match found between block (0, 0) and block (3, 17)
196_R - Match found between block (0, 0) and block (3, 18)
196_R - Match found between block (0, 0) and block (3, 19)
196_R - Match found between block (0, 0) and block (3, 20)
196_R - Match found between block (0, 0) and block (3, 21)
196_R - Match found between block (0, 0) and block (3, 22)
196_R - Match found between block (0, 0) and block (3, 23)
196_R - Match found between block (0, 0) and block (3, 24)
196_R - Match found between block (0, 0) and block (3, 25)
196_R - Match found between block (0, 0) and block (3, 26)
196_R - Match found between block (0, 0) and block (3, 27)
196_R - Match found between block (0, 0) and block (3, 28)
196_R - Match found between block (0, 0) and block (3, 29)
196_R - Match found between block (0, 0) and block (3, 30)
196_R - Match found between block (0, 0) and block (3, 31)
196_R - Match found between block (0, 0) and block (4, 0)
196_R - Match found between block (0, 0) and block (4, 1)
196_R - Match found between block (0, 0) and block (4, 2)
196_R - Match found between block (0, 0) and block (4, 3)
196_R - Match found between block (0, 0) and block (4, 4)
196_R - Match found between block (0, 0) and block (4, 5)
196_R - Match found between block (0, 0) and block (4, 6)
196_R - Match found between block (0, 0) and block (4, 7)
196_R - Match found between block (0, 0) and block (4, 8)
196_R - Match found between block (0, 0) and block (4, 9)
196_R - Match found between block (0, 0) and block (4, 10)
196_R - Match found between block (0, 0) and block (4, 11)
