Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
181_F - Match found between block (0, 0) and block (0, 1)
181_F - Match found between block (0, 0) and block (0, 2)
181_F - Match found between block (0, 0) and block (0, 4)
181_F - Match found between block (0, 0) and block (0, 6)
181_F - Match found between block (0, 0) and block (0, 7)
181_F - Match found between block (0, 0) and block (0, 8)
181_F - Match found between block (0, 0) and block (0, 9)
181_F - Match found between block (0, 0) and block (0, 10)
181_F - Match found between block (0, 0) and block (0, 11)
181_F - Match found between block (0, 0) and block (0, 13)
181_F - Match found between block (0, 0) and block (0, 14)
181_F - Match found between block (0, 0) and block (0, 16)
181_F - Match found between block (0, 0) and block (0, 17)
181_F - Match found between block (0, 0) and block (0, 20)
181_F - Match found between block (0, 0) and block (0, 21)
181_F - Match found between block (0, 0) and block (0, 22)
181_F - Match found between block (0, 0) and block (0, 23)
181_F - Match found between block (0, 0) and block (0, 24)
181_F - Match found between block (0, 0) and block (0, 25)
181_F - Match found between block (0, 0) and block (0, 26)
181_F - Match found between block (0, 0) and block (0, 27)
181_F - Match found between block (0, 0) and block (0, 30)
181_F - Match found between block (0, 0) and block (1, 1)
181_F - Match found between block (0, 0) and block (1, 2)
181_F - Match found between block (0, 0) and block (1, 4)
181_F - Match found between block (0, 0) and block (1, 5)
181_F - Match found between block (0, 0) and block (1, 7)
181_F - Match found between block (0, 0) and block (1, 8)
181_F - Match found between block (0, 0) and block (1, 9)
181_F - Match found between block (0, 0) and block (1, 10)
181_F - Match found between block (0, 0) and block (1, 11)
181_F - Match found between block (0, 0) and block (1, 13)
181_F - Match found between block (0, 0) and block (1, 14)
181_F - Match found between block (0, 0) and block (1, 15)
181_F - Match found between block (0, 0) and block (1, 18)
181_F - Match found between block (0, 0) and block (1, 21)
181_F - Match found between block (0, 0) and block (1, 22)
181_F - Match found between block (0, 0) and block (1, 24)
181_F - Match found between block (0, 0) and block (1, 25)
181_F - Match found between block (0, 0) and block (1, 26)
181_F - Match found between block (0, 0) and block (1, 29)
181_F - Match found between block (0, 0) and block (1, 30)
181_F - Match found between block (0, 0) and block (2, 0)
181_F - Match found between block (0, 0) and block (2, 2)
181_F - Match found between block (0, 0) and block (2, 4)
181_F - Match found between block (0, 0) and block (2, 5)
181_F - Match found between block (0, 0) and block (2, 8)
181_F - Match found between block (0, 0) and block (2, 10)
181_F - Match found between block (0, 0) and block (2, 12)
181_F - Match found between block (0, 0) and block (2, 16)
181_F - Match found between block (0, 0) and block (2, 20)
181_F - Match found between block (0, 0) and block (2, 21)
181_F - Match found between block (0, 0) and block (2, 25)
181_F - Match found between block (0, 0) and block (2, 26)
181_F - Match found between block (0, 0) and block (2, 28)
181_F - Match found between block (0, 0) and block (2, 29)
181_F - Match found between block (0, 0) and block (2, 31)
181_F - Match found between block (0, 0) and block (3, 0)
181_F - Match found between block (0, 0) and block (3, 2)
181_F - Match found between block (0, 0) and block (3, 3)
181_F - Match found between block (0, 0) and block (3, 6)
181_F - Match found between block (0, 0) and block (3, 7)
181_F - Match found between block (0, 0) and block (3, 8)
181_F - Match found between block (0, 0) and block (3, 9)
181_F - Match found between block (0, 0) and block (3, 12)
181_F - Match found between block (0, 0) and block (3, 14)
181_F - Match found between block (0, 0) and block (3, 16)
181_F - Match found between block (0, 0) and block (3, 17)
