Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
027_F - Match found between block (0, 0) and block (0, 1)
027_F - Match found between block (0, 0) and block (3, 0)
027_F - Match found between block (0, 0) and block (9, 1)
027_F - Match found between block (0, 0) and block (11, 0)
027_F - Match found between block (0, 0) and block (14, 1)
027_F - Match found between block (0, 0) and block (15, 0)
027_F - Match found between block (0, 0) and block (20, 16)
027_F - Match found between block (0, 0) and block (21, 20)
027_F - Match found between block (0, 0) and block (25, 1)
027_F - Match found between block (0, 0) and block (27, 1)
027_F - Match found between block (0, 0) and block (29, 0)
027_F - Match found between block (0, 0) and block (29, 15)
027_F - Match found between block (0, 0) and block (31, 12)
027_F - Match found between block (0, 2) and block (1, 12)
027_F - Match found between block (0, 2) and block (3, 1)
027_F - Match found between block (0, 2) and block (5, 0)
027_F - Match found between block (0, 2) and block (5, 3)
027_F - Match found between block (0, 2) and block (5, 5)
027_F - Match found between block (0, 2) and block (5, 7)
027_F - Match found between block (0, 2) and block (5, 22)
027_F - Match found between block (0, 2) and block (6, 6)
027_F - Match found between block (0, 2) and block (6, 22)
027_F - Match found between block (0, 2) and block (6, 25)
027_F - Match found between block (0, 2) and block (7, 2)
027_F - Match found between block (0, 2) and block (7, 25)
027_F - Match found between block (0, 2) and block (8, 12)
027_F - Match found between block (0, 2) and block (8, 20)
027_F - Match found between block (0, 2) and block (9, 0)
027_F - Match found between block (0, 2) and block (9, 7)
027_F - Match found between block (0, 2) and block (10, 6)
027_F - Match found between block (0, 2) and block (10, 7)
027_F - Match found between block (0, 2) and block (12, 2)
027_F - Match found between block (0, 2) and block (12, 8)
027_F - Match found between block (0, 2) and block (14, 3)
027_F - Match found between block (0, 2) and block (15, 7)
027_F - Match found between block (0, 2) and block (15, 8)
027_F - Match found between block (0, 2) and block (15, 9)
027_F - Match found between block (0, 2) and block (15, 12)
027_F - Match found between block (0, 2) and block (19, 7)
027_F - Match found between block (0, 2) and block (20, 19)
027_F - Match found between block (0, 2) and block (21, 6)
027_F - Match found between block (0, 2) and block (21, 8)
027_F - Match found between block (0, 2) and block (21, 17)
027_F - Match found between block (0, 2) and block (22, 9)
027_F - Match found between block (0, 2) and block (22, 13)
027_F - Match found between block (0, 2) and block (26, 2)
027_F - Match found between block (0, 2) and block (28, 3)
027_F - Match found between block (0, 2) and block (28, 19)
027_F - Match found between block (0, 2) and block (29, 17)
027_F - Match found between block (0, 2) and block (29, 19)
027_F - Match found between block (0, 2) and block (29, 21)
027_F - Match found between block (0, 2) and block (30, 1)
027_F - Match found between block (0, 2) and block (30, 2)
027_F - Match found between block (0, 2) and block (30, 3)
027_F - Match found between block (0, 2) and block (31, 0)
027_F - Match found between block (0, 2) and block (31, 11)
027_F - Match found between block (0, 3) and block (0, 7)
027_F - Match found between block (0, 3) and block (1, 0)
027_F - Match found between block (0, 3) and block (1, 2)
027_F - Match found between block (0, 3) and block (1, 10)
027_F - Match found between block (0, 3) and block (2, 5)
027_F - Match found between block (0, 3) and block (3, 3)
027_F - Match found between block (0, 3) and block (3, 12)
027_F - Match found between block (0, 3) and block (5, 12)
027_F - Match found between block (0, 3) and block (6, 5)
027_F - Match found between block (0, 3) and block (9, 9)
027_F - Match found between block (0, 3) and block (9, 10)
027_F - Match found between block (0, 3) and block (11, 2)
027_F - Match found between block (0, 3) and block (14, 8)
027_F - Match found between block (0, 3) and block (15, 6)
027_F - Match found between block (0, 3) and block (17, 5)
