Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
103_F - Match found between block (0, 0) and block (0, 8)
103_F - Match found between block (0, 0) and block (0, 9)
103_F - Match found between block (0, 0) and block (0, 16)
103_F - Match found between block (0, 0) and block (0, 21)
103_F - Match found between block (0, 0) and block (0, 23)
103_F - Match found between block (0, 0) and block (0, 24)
103_F - Match found between block (0, 0) and block (0, 30)
103_F - Match found between block (0, 0) and block (1, 6)
103_F - Match found between block (0, 0) and block (1, 9)
103_F - Match found between block (0, 0) and block (1, 30)
103_F - Match found between block (0, 0) and block (2, 6)
103_F - Match found between block (0, 0) and block (2, 10)
103_F - Match found between block (0, 0) and block (2, 11)
103_F - Match found between block (0, 0) and block (2, 28)
103_F - Match found between block (0, 0) and block (2, 31)
103_F - Match found between block (0, 0) and block (4, 9)
103_F - Match found between block (0, 0) and block (4, 11)
103_F - Match found between block (0, 0) and block (4, 28)
103_F - Match found between block (0, 0) and block (4, 31)
103_F - Match found between block (0, 0) and block (5, 8)
103_F - Match found between block (0, 0) and block (5, 27)
103_F - Match found between block (0, 0) and block (5, 28)
103_F - Match found between block (0, 0) and block (6, 5)
103_F - Match found between block (0, 0) and block (6, 6)
103_F - Match found between block (0, 0) and block (6, 11)
103_F - Match found between block (0, 0) and block (6, 22)
103_F - Match found between block (0, 0) and block (6, 28)
103_F - Match found between block (0, 0) and block (7, 2)
103_F - Match found between block (0, 0) and block (7, 11)
103_F - Match found between block (0, 0) and block (7, 28)
103_F - Match found between block (0, 0) and block (8, 1)
103_F - Match found between block (0, 0) and block (8, 11)
103_F - Match found between block (0, 0) and block (8, 28)
103_F - Match found between block (0, 0) and block (9, 0)
103_F - Match found between block (0, 0) and block (10, 19)
103_F - Match found between block (0, 0) and block (11, 5)
103_F - Match found between block (0, 0) and block (11, 8)
103_F - Match found between block (0, 0) and block (12, 1)
103_F - Match found between block (0, 0) and block (12, 11)
103_F - Match found between block (0, 0) and block (13, 2)
103_F - Match found between block (0, 0) and block (13, 11)
103_F - Match found between block (0, 0) and block (13, 12)
103_F - Match found between block (0, 0) and block (13, 29)
103_F - Match found between block (0, 0) and block (13, 30)
103_F - Match found between block (0, 0) and block (14, 14)
103_F - Match found between block (0, 0) and block (14, 15)
103_F - Match found between block (0, 0) and block (14, 29)
103_F - Match found between block (0, 0) and block (15, 8)
103_F - Match found between block (0, 0) and block (15, 14)
103_F - Match found between block (0, 0) and block (15, 28)
103_F - Match found between block (0, 0) and block (15, 29)
103_F - Match found between block (0, 0) and block (16, 5)
103_F - Match found between block (0, 0) and block (16, 29)
103_F - Match found between block (0, 0) and block (17, 11)
103_F - Match found between block (0, 0) and block (17, 21)
103_F - Match found between block (0, 0) and block (17, 29)
103_F - Match found between block (0, 0) and block (18, 6)
103_F - Match found between block (0, 0) and block (18, 23)
103_F - Match found between block (0, 0) and block (18, 29)
103_F - Match found between block (0, 0) and block (18, 31)
103_F - Match found between block (0, 0) and block (19, 7)
103_F - Match found between block (0, 0) and block (19, 21)
103_F - Match found between block (0, 0) and block (19, 30)
103_F - Match found between block (0, 0) and block (20, 9)
103_F - Match found between block (0, 0) and block (20, 21)
103_F - Match found between block (0, 0) and block (20, 22)
103_F - Match found between block (0, 0) and block (20, 23)
103_F - Match found between block (0, 0) and block (21, 0)
103_F - Match found between block (0, 0) and block (21, 9)
103_F - Match found between block (0, 0) and block (21, 17)
103_F - Match found between block (0, 0) and block (21, 23)
103_F - Match found between block (0, 0) and block (22, 0)
103_F - Match found between block (0, 0) and block (22, 23)
103_F - Match found between block (0, 0) and block (22, 27)
103_F - Match found between block (0, 0) and block (23, 1)
103_F - Match found between block (0, 0) and block (23, 5)
103_F - Match found between block (0, 0) and block (24, 1)
103_F - Match found between block (0, 0) and block (24, 2)
103_F - Match found between block (0, 0) and block (24, 17)
103_F - Match found between block (0, 0) and block (24, 20)
103_F - Match found between block (0, 0) and block (24, 21)
103_F - Match found between block (0, 0) and block (24, 26)
103_F - Match found between block (0, 0) and block (24, 27)
103_F - Match found between block (0, 0) and block (24, 30)
103_F - Match found between block (0, 0) and block (24, 31)
103_F - Match found between block (0, 0) and block (25, 6)
103_F - Match found between block (0, 0) and block (26, 5)
103_F - Match found between block (0, 0) and block (26, 14)
103_F - Match found between block (0, 0) and block (26, 24)
103_F - Match found between block (0, 0) and block (27, 1)
