Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
071_F - Match found between block (0, 0) and block (0, 1)
071_F - Match found between block (0, 0) and block (0, 2)
071_F - Match found between block (0, 0) and block (0, 3)
071_F - Match found between block (0, 0) and block (0, 4)
071_F - Match found between block (0, 0) and block (0, 21)
071_F - Match found between block (0, 0) and block (0, 29)
071_F - Match found between block (0, 0) and block (1, 0)
071_F - Match found between block (0, 0) and block (1, 1)
071_F - Match found between block (0, 0) and block (1, 3)
071_F - Match found between block (0, 0) and block (1, 5)
071_F - Match found between block (0, 0) and block (1, 14)
071_F - Match found between block (0, 0) and block (1, 16)
071_F - Match found between block (0, 0) and block (1, 17)
071_F - Match found between block (0, 0) and block (1, 19)
071_F - Match found between block (0, 0) and block (1, 21)
071_F - Match found between block (0, 0) and block (1, 23)
071_F - Match found between block (0, 0) and block (1, 25)
071_F - Match found between block (0, 0) and block (2, 0)
071_F - Match found between block (0, 0) and block (2, 1)
071_F - Match found between block (0, 0) and block (2, 2)
071_F - Match found between block (0, 0) and block (2, 4)
071_F - Match found between block (0, 0) and block (2, 5)
071_F - Match found between block (0, 0) and block (2, 7)
071_F - Match found between block (0, 0) and block (2, 11)
071_F - Match found between block (0, 0) and block (2, 14)
071_F - Match found between block (0, 0) and block (2, 16)
071_F - Match found between block (0, 0) and block (2, 17)
071_F - Match found between block (0, 0) and block (2, 18)
071_F - Match found between block (0, 0) and block (2, 20)
071_F - Match found between block (0, 0) and block (2, 21)
071_F - Match found between block (0, 0) and block (2, 24)
071_F - Match found between block (0, 0) and block (2, 25)
071_F - Match found between block (0, 0) and block (2, 26)
071_F - Match found between block (0, 0) and block (2, 30)
071_F - Match found between block (0, 0) and block (2, 31)
071_F - Match found between block (0, 0) and block (3, 0)
071_F - Match found between block (0, 0) and block (3, 1)
071_F - Match found between block (0, 0) and block (3, 2)
071_F - Match found between block (0, 0) and block (3, 10)
071_F - Match found between block (0, 0) and block (3, 12)
071_F - Match found between block (0, 0) and block (3, 16)
071_F - Match found between block (0, 0) and block (3, 18)
071_F - Match found between block (0, 0) and block (3, 23)
071_F - Match found between block (0, 0) and block (3, 25)
071_F - Match found between block (0, 0) and block (3, 26)
071_F - Match found between block (0, 0) and block (4, 0)
071_F - Match found between block (0, 0) and block (4, 1)
071_F - Match found between block (0, 0) and block (4, 2)
071_F - Match found between block (0, 0) and block (4, 3)
071_F - Match found between block (0, 0) and block (4, 4)
071_F - Match found between block (0, 0) and block (4, 18)
071_F - Match found between block (0, 0) and block (4, 19)
071_F - Match found between block (0, 0) and block (4, 25)
071_F - Match found between block (0, 0) and block (4, 28)
071_F - Match found between block (0, 0) and block (4, 30)
