Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
155_F - Match found between block (0, 0) and block (0, 2)
155_F - Match found between block (0, 0) and block (0, 3)
155_F - Match found between block (0, 0) and block (0, 4)
155_F - Match found between block (0, 0) and block (0, 8)
155_F - Match found between block (0, 0) and block (0, 12)
155_F - Match found between block (0, 0) and block (0, 13)
155_F - Match found between block (0, 0) and block (1, 3)
155_F - Match found between block (0, 0) and block (1, 4)
155_F - Match found between block (0, 0) and block (1, 5)
155_F - Match found between block (0, 0) and block (1, 8)
155_F - Match found between block (0, 0) and block (1, 16)
155_F - Match found between block (0, 0) and block (2, 2)
155_F - Match found between block (0, 0) and block (2, 3)
155_F - Match found between block (0, 0) and block (2, 4)
155_F - Match found between block (0, 0) and block (2, 5)
155_F - Match found between block (0, 0) and block (2, 9)
155_F - Match found between block (0, 0) and block (2, 11)
155_F - Match found between block (0, 0) and block (2, 12)
155_F - Match found between block (0, 0) and block (2, 13)
155_F - Match found between block (0, 0) and block (3, 0)
155_F - Match found between block (0, 0) and block (3, 3)
155_F - Match found between block (0, 0) and block (3, 4)
155_F - Match found between block (0, 0) and block (3, 7)
155_F - Match found between block (0, 0) and block (3, 12)
155_F - Match found between block (0, 0) and block (3, 13)
155_F - Match found between block (0, 0) and block (3, 19)
155_F - Match found between block (0, 0) and block (4, 3)
155_F - Match found between block (0, 0) and block (4, 6)
155_F - Match found between block (0, 0) and block (4, 7)
155_F - Match found between block (0, 0) and block (4, 16)
155_F - Match found between block (0, 0) and block (4, 21)
155_F - Match found between block (0, 0) and block (5, 4)
155_F - Match found between block (0, 0) and block (5, 5)
155_F - Match found between block (0, 0) and block (5, 6)
155_F - Match found between block (0, 0) and block (5, 17)
155_F - Match found between block (0, 0) and block (6, 1)
155_F - Match found between block (0, 0) and block (6, 5)
155_F - Match found between block (0, 0) and block (6, 6)
155_F - Match found between block (0, 0) and block (6, 10)
155_F - Match found between block (0, 0) and block (6, 17)
155_F - Match found between block (0, 0) and block (7, 6)
155_F - Match found between block (0, 0) and block (7, 11)
155_F - Match found between block (0, 0) and block (7, 13)
155_F - Match found between block (0, 0) and block (7, 18)
155_F - Match found between block (0, 0) and block (7, 19)
155_F - Match found between block (0, 0) and block (7, 20)
155_F - Match found between block (0, 0) and block (8, 5)
155_F - Match found between block (0, 0) and block (8, 6)
155_F - Match found between block (0, 0) and block (8, 10)
155_F - Match found between block (0, 0) and block (8, 11)
155_F - Match found between block (0, 0) and block (8, 14)
155_F - Match found between block (0, 0) and block (8, 17)
155_F - Match found between block (0, 0) and block (8, 18)
155_F - Match found between block (0, 0) and block (8, 19)
155_F - Match found between block (0, 0) and block (8, 20)
155_F - Match found between block (0, 0) and block (9, 7)
155_F - Match found between block (0, 0) and block (9, 9)
155_F - Match found between block (0, 0) and block (9, 10)
155_F - Match found between block (0, 0) and block (9, 11)
155_F - Match found between block (0, 0) and block (9, 13)
155_F - Match found between block (0, 0) and block (9, 14)
155_F - Match found between block (0, 0) and block (9, 16)
155_F - Match found between block (0, 0) and block (9, 17)
155_F - Match found between block (0, 0) and block (9, 18)
155_F - Match found between block (0, 0) and block (9, 19)
155_F - Match found between block (0, 0) and block (10, 1)
155_F - Match found between block (0, 0) and block (10, 6)
155_F - Match found between block (0, 0) and block (10, 9)
155_F - Match found between block (0, 0) and block (10, 11)
155_F - Match found between block (0, 0) and block (10, 12)
155_F - Match found between block (0, 0) and block (10, 13)
155_F - Match found between block (0, 0) and block (10, 18)
155_F - Match found between block (0, 0) and block (10, 19)
155_F - Match found between block (0, 0) and block (10, 22)
155_F - Match found between block (0, 0) and block (11, 5)
155_F - Match found between block (0, 0) and block (11, 14)
155_F - Match found between block (0, 0) and block (11, 18)
155_F - Match found between block (0, 0) and block (11, 22)
155_F - Match found between block (0, 0) and block (11, 25)
155_F - Match found between block (0, 0) and block (12, 0)
155_F - Match found between block (0, 0) and block (12, 2)
155_F - Match found between block (0, 0) and block (12, 17)
155_F - Match found between block (0, 0) and block (12, 25)
155_F - Match found between block (0, 0) and block (12, 26)
155_F - Match found between block (0, 0) and block (13, 6)
155_F - Match found between block (0, 0) and block (13, 12)
155_F - Match found between block (0, 0) and block (13, 13)
155_F - Match found between block (0, 0) and block (13, 16)
155_F - Match found between block (0, 0) and block (13, 17)
155_F - Match found between block (0, 0) and block (13, 18)
155_F - Match found between block (0, 0) and block (13, 19)
155_F - Match found between block (0, 0) and block (13, 21)
155_F - Match found between block (0, 0) and block (13, 26)
155_F - Match found between block (0, 0) and block (14, 12)
155_F - Match found between block (0, 0) and block (14, 13)
155_F - Match found between block (0, 0) and block (14, 15)
155_F - Match found between block (0, 0) and block (14, 18)
155_F - Match found between block (0, 0) and block (14, 20)
155_F - Match found between block (0, 0) and block (14, 21)
155_F - Match found between block (0, 0) and block (14, 23)
155_F - Match found between block (0, 0) and block (14, 24)
155_F - Match found between block (0, 0) and block (15, 0)
155_F - Match found between block (0, 0) and block (15, 8)
155_F - Match found between block (0, 0) and block (15, 9)
155_F - Match found between block (0, 0) and block (15, 10)
155_F - Match found between block (0, 0) and block (15, 11)
155_F - Match found between block (0, 0) and block (15, 14)
155_F - Match found between block (0, 0) and block (15, 15)
155_F - Match found between block (0, 0) and block (15, 16)
155_F - Match found between block (0, 0) and block (15, 20)
155_F - Match found between block (0, 0) and block (15, 23)
155_F - Match found between block (0, 0) and block (15, 25)
155_F - Match found between block (0, 0) and block (15, 28)
155_F - Match found between block (0, 0) and block (16, 8)
155_F - Match found between block (0, 0) and block (16, 9)
155_F - Match found between block (0, 0) and block (16, 10)
155_F - Match found between block (0, 0) and block (16, 11)
155_F - Match found between block (0, 0) and block (16, 13)
155_F - Match found between block (0, 0) and block (16, 14)
