Current BLOCK_SIZE = 16, current THRESHOLD = 10.0
002_R - Match found between block (0, 0) and block (0, 1)
002_R - Match found between block (0, 0) and block (0, 2)
002_R - Match found between block (0, 0) and block (0, 3)
002_R - Match found between block (0, 0) and block (0, 4)
002_R - Match found between block (0, 0) and block (0, 5)
002_R - Match found between block (0, 0) and block (0, 6)
002_R - Match found between block (0, 0) and block (0, 7)
002_R - Match found between block (0, 0) and block (0, 8)
002_R - Match found between block (0, 0) and block (0, 9)
002_R - Match found between block (0, 0) and block (0, 10)
002_R - Match found between block (0, 0) and block (0, 11)
002_R - Match found between block (0, 0) and block (0, 12)
002_R - Match found between block (0, 0) and block (0, 13)
002_R - Match found between block (0, 0) and block (0, 14)
002_R - Match found between block (0, 0) and block (0, 15)
002_R - Match found between block (0, 0) and block (0, 16)
002_R - Match found between block (0, 0) and block (0, 17)
002_R - Match found between block (0, 0) and block (0, 18)
002_R - Match found between block (0, 0) and block (0, 19)
002_R - Match found between block (0, 0) and block (0, 20)
002_R - Match found between block (0, 0) and block (0, 21)
002_R - Match found between block (0, 0) and block (0, 22)
002_R - Match found between block (0, 0) and block (0, 23)
002_R - Match found between block (0, 0) and block (0, 24)
002_R - Match found between block (0, 0) and block (0, 25)
002_R - Match found between block (0, 0) and block (0, 26)
002_R - Match found between block (0, 0) and block (0, 27)
002_R - Match found between block (0, 0) and block (0, 28)
002_R - Match found between block (0, 0) and block (0, 29)
002_R - Match found between block (0, 0) and block (0, 30)
002_R - Match found between block (0, 0) and block (0, 31)
002_R - Match found between block (0, 0) and block (1, 0)
002_R - Match found between block (0, 0) and block (1, 1)
002_R - Match found between block (0, 0) and block (1, 2)
002_R - Match found between block (0, 0) and block (1, 3)
002_R - Match found between block (0, 0) and block (1, 4)
002_R - Match found between block (0, 0) and block (1, 5)
002_R - Match found between block (0, 0) and block (1, 6)
002_R - Match found between block (0, 0) and block (1, 7)
002_R - Match found between block (0, 0) and block (1, 8)
002_R - Match found between block (0, 0) and block (1, 9)
002_R - Match found between block (0, 0) and block (1, 10)
002_R - Match found between block (0, 0) and block (1, 11)
002_R - Match found between block (0, 0) and block (1, 12)
002_R - Match found between block (0, 0) and block (1, 13)
002_R - Match found between block (0, 0) and block (1, 14)
002_R - Match found between block (0, 0) and block (1, 15)
002_R - Match found between block (0, 0) and block (1, 16)
002_R - Match found between block (0, 0) and block (1, 17)
002_R - Match found between block (0, 0) and block (1, 18)
002_R - Match found between block (0, 0) and block (1, 19)
002_R - Match found between block (0, 0) and block (1, 20)
